depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,compound,AUC,ERBB2_expr,HER2_group
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,SPERMINE (BRD:BRD-K18375018-376-02-3),0.905227166487994,4.90433958030868,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SPERMINE (BRD:BRD-K18375018-376-02-3),0.879206507039423,5.580531438155187,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SPERMINE (BRD:BRD-K18375018-376-02-3),0.946715914912544,5.40356427614107,HER2_mid
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SPERMINE (BRD:BRD-K18375018-376-02-3),0.934663459189356,3.5059925243950385,HER2_low
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SPERMINE (BRD:BRD-K18375018-376-02-3),0.948201188710932,8.432587832060696,HER2_high
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SPERMINE (BRD:BRD-K18375018-376-02-3),0.952783366224158,7.454776342678837,HER2_high
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",SPERMINE (BRD:BRD-K18375018-376-02-3),0.89779082118688,3.871557840445523,HER2_low
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,SPERMINE (BRD:BRD-K18375018-376-02-3),0.940217906795472,4.546999379348131,HER2_low
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SPERMINE (BRD:BRD-K18375018-376-02-3),0.915445433190243,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,SPERMINE (BRD:BRD-K18375018-376-02-3),0.971291754774972,5.398114325909374,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.828725724191512,10.471726012618872,HER2_high
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",TG-100572 (BRD:BRD-K18424115-003-01-3),0.849528226094228,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.844429319593062,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.743233358910925,6.273094358271646,HER2_mid
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.796844683563063,6.0496373016547365,HER2_mid
ACH-000117,EFM192A,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.737702293705772,11.393856978544296,HER2_high
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.865027163427151,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.869890515971238,5.314957492109641,HER2_mid
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,TG-100572 (BRD:BRD-K18424115-003-01-3),0.860932672474878,4.90433958030868,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.862973716291451,5.580531438155187,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.860766199344037,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.77808157882902,5.40356427614107,HER2_mid
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.829238527220092,3.5059925243950385,HER2_low
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.864919365607438,8.432587832060696,HER2_high
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.784613539739581,7.454776342678837,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.862920108956474,4.596684735567345,HER2_mid
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",TG-100572 (BRD:BRD-K18424115-003-01-3),0.867985178218674,3.871557840445523,HER2_low
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.795424163838937,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.862992771975048,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.830358053341074,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,TG-100572 (BRD:BRD-K18424115-003-01-3),0.84852344649531,5.398114325909374,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.711250227258069,10.471726012618872,HER2_high
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.665473196485823,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.727921649433242,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.764122035809198,6.273094358271646,HER2_mid
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.848557751566161,6.0496373016547365,HER2_mid
ACH-000117,EFM192A,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.750118637966045,11.393856978544296,HER2_high
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.724975849713039,5.127798338365821,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.682695162194694,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.848719667228589,5.314957492109641,HER2_mid
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.848068401889132,4.90433958030868,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.808382293572757,5.580531438155187,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.787854586562533,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.749598097167539,5.40356427614107,HER2_mid
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.629101544040179,3.5059925243950385,HER2_low
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.617932864540677,8.432587832060696,HER2_high
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.826367356808027,7.454776342678837,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.73704421506905,4.596684735567345,HER2_mid
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.63767428504758,3.871557840445523,HER2_low
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.733435187463175,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.737172863300388,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.850572553365961,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),0.793134289073511,5.398114325909374,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,NAFCILLIN (BRD:BRD-K18574842-236-17-7),0.98109339680098,10.471726012618872,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,NAFCILLIN (BRD:BRD-K18574842-236-17-7),0.914220569697919,4.596684735567345,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,MEXENEONE (BRD:BRD-K18613660-001-05-5),0.90414642674871,7.114356612854375,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.865823664460373,10.471726012618872,HER2_high
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.872616954257704,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.952728162972924,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.916955493731976,6.273094358271646,HER2_mid
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.916291745602856,6.0496373016547365,HER2_mid
ACH-000117,EFM192A,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.850204244973438,11.393856978544296,HER2_high
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.869625766427484,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.874011342434073,5.314957492109641,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.866646935443486,5.580531438155187,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.827948201152457,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.788527505849347,5.40356427614107,HER2_mid
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.859695889832781,3.5059925243950385,HER2_low
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.857505432912615,8.432587832060696,HER2_high
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.9557962419279,7.454776342678837,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.875221343582493,4.596684735567345,HER2_mid
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.84992883038626,3.871557840445523,HER2_low
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.891304455335837,4.546999379348131,HER2_low
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.932355038893132,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),0.956498506601142,5.398114325909374,HER2_mid
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BIFEMELANE (BRD:BRD-K18779551-003-07-8),0.925040559197538,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BIFEMELANE (BRD:BRD-K18779551-003-07-8),0.946728932142551,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BIFEMELANE (BRD:BRD-K18779551-003-07-8),0.955062759021253,6.273094358271646,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BIFEMELANE (BRD:BRD-K18779551-003-07-8),0.971261116006026,11.642241271184114,HER2_high
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BIFEMELANE (BRD:BRD-K18779551-003-07-8),0.934212045992075,7.114356612854375,HER2_mid
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BIFEMELANE (BRD:BRD-K18779551-003-07-8),0.881909451998894,4.596684735567345,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BIFEMELANE (BRD:BRD-K18779551-003-07-8),0.89388592045837,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BIFEMELANE (BRD:BRD-K18779551-003-07-8),0.963671610674513,5.398114325909374,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,U-0126 (BRD:BRD-K18787491-001-08-6),0.962017825352424,10.471726012618872,HER2_high
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",U-0126 (BRD:BRD-K18787491-001-08-6),0.850802567209203,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,U-0126 (BRD:BRD-K18787491-001-08-6),0.929406546225689,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,U-0126 (BRD:BRD-K18787491-001-08-6),0.902575899607941,6.273094358271646,HER2_mid
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,U-0126 (BRD:BRD-K18787491-001-08-6),0.916079910697429,6.0496373016547365,HER2_mid
ACH-000117,EFM192A,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,U-0126 (BRD:BRD-K18787491-001-08-6),0.85893064900378,11.393856978544296,HER2_high
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,U-0126 (BRD:BRD-K18787491-001-08-6),0.949706160805488,5.127798338365821,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,U-0126 (BRD:BRD-K18787491-001-08-6),0.994283473313513,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,U-0126 (BRD:BRD-K18787491-001-08-6),0.894042075346454,5.314957492109641,HER2_mid
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,U-0126 (BRD:BRD-K18787491-001-08-6),0.93021194180319,4.90433958030868,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,U-0126 (BRD:BRD-K18787491-001-08-6),0.982540522648296,5.40356427614107,HER2_mid
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,U-0126 (BRD:BRD-K18787491-001-08-6),0.882160221307034,3.5059925243950385,HER2_low
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,U-0126 (BRD:BRD-K18787491-001-08-6),0.962725528009523,8.432587832060696,HER2_high
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,U-0126 (BRD:BRD-K18787491-001-08-6),0.800452696701143,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,U-0126 (BRD:BRD-K18787491-001-08-6),0.922178028653528,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,U-0126 (BRD:BRD-K18787491-001-08-6),0.874602716067758,6.766449400825998,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.807129637585621,10.471726012618872,HER2_high
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",LB42708 (BRD:BRD-K18834913-001-01-1),0.662415883325688,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.81120284695847,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.875808346826029,6.273094358271646,HER2_mid
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.87520767228528,6.0496373016547365,HER2_mid
ACH-000117,EFM192A,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.911542785114439,11.393856978544296,HER2_high
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.618912592098995,5.127798338365821,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.799573367937289,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.800309660722591,5.314957492109641,HER2_mid
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,LB42708 (BRD:BRD-K18834913-001-01-1),0.796458717669908,4.90433958030868,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.669465521792671,5.580531438155187,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.857154601407655,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.599615747456231,5.40356427614107,HER2_mid
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.687350113215617,3.5059925243950385,HER2_low
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.740429373201576,8.432587832060696,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.692268349887814,4.596684735567345,HER2_mid
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",LB42708 (BRD:BRD-K18834913-001-01-1),0.664928180528558,3.871557840445523,HER2_low
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.812673327574993,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.79869502116371,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.753329803067774,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,LB42708 (BRD:BRD-K18834913-001-01-1),0.63884814281671,5.398114325909374,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,DALCETRAPIB (BRD:BRD-K18849474-001-04-4),0.98246497216794,5.398114325909374,HER2_mid
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",SALVIANOLIC-ACID-B (BRD:BRD-K18898553-001-01-1),0.901002832121745,4.085560624872626,HER2_low
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,SALVIANOLIC-ACID-B (BRD:BRD-K18898553-001-01-1),0.970107502391548,6.0496373016547365,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SALVIANOLIC-ACID-B (BRD:BRD-K18898553-001-01-1),0.935131713762105,11.642241271184114,HER2_high
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",SALVIANOLIC-ACID-B (BRD:BRD-K18898553-001-01-1),0.921306937591652,3.871557840445523,HER2_low
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SALVIANOLIC-ACID-B (BRD:BRD-K18898553-001-01-1),0.97537618675464,6.766449400825998,HER2_mid
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,ESTRADIOL (BRD:BRD-K18910433-001-36-6),0.955122038117626,4.596684735567345,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LY2801653 (BRD:BRD-K18961567-001-01-1),0.8736518289372318,10.471726012618872,HER2_high
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",LY2801653 (BRD:BRD-K18961567-001-01-1),0.9517184131950878,4.085560624872626,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,LY2801653 (BRD:BRD-K18961567-001-01-1),0.9504791425062812,6.273094358271646,HER2_mid
ACH-000117,EFM192A,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,LY2801653 (BRD:BRD-K18961567-001-01-1),0.9605244461735412,11.393856978544296,HER2_high
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LY2801653 (BRD:BRD-K18961567-001-01-1),0.8155851260159765,5.127798338365821,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LY2801653 (BRD:BRD-K18961567-001-01-1),0.938147763081303,5.580531438155187,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LY2801653 (BRD:BRD-K18961567-001-01-1),0.9255667089671944,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LY2801653 (BRD:BRD-K18961567-001-01-1),0.8943048070344749,5.40356427614107,HER2_mid
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LY2801653 (BRD:BRD-K18961567-001-01-1),0.6019007414812289,3.5059925243950385,HER2_low
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LY2801653 (BRD:BRD-K18961567-001-01-1),0.9728985890326288,8.432587832060696,HER2_high
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LY2801653 (BRD:BRD-K18961567-001-01-1),0.9075621704110926,7.454776342678837,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,LY2801653 (BRD:BRD-K18961567-001-01-1),0.9235006970084269,4.596684735567345,HER2_mid
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,LY2801653 (BRD:BRD-K18961567-001-01-1),0.9159721295621122,6.285341180473159,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,LY2801653 (BRD:BRD-K18961567-001-01-1),0.9779978898478092,5.398114325909374,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,PACRITINIB (BRD:BRD-K19034817-001-01-4),0.896726022262594,10.471726012618872,HER2_high
