depmap_id,cell_line_display_name,lineage_1,lineage_2,lineage_3,compound,AUC,ERBB2_expr,HER2_group
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CLINDAMYCIN-PHOSPHATE (BRD:BRD-K27771035-001-02-5),0.911292036443507,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CLINDAMYCIN-PHOSPHATE (BRD:BRD-K27771035-001-02-5),0.853626551812526,5.398114325909374,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),0.915887870984206,10.471726012618872,HER2_high
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),0.748946363274934,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),0.956331816728486,6.273094358271646,HER2_mid
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),0.931664914492377,6.0496373016547365,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),0.923043970307633,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),0.78860173601665,5.314957492109641,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),0.862847076457153,5.580531438155187,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),0.925521864039499,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),0.782669506252743,5.40356427614107,HER2_mid
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),0.826803783468498,8.432587832060696,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),0.808470553889817,4.596684735567345,HER2_mid
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),0.901622791181324,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),0.81665465185513,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),0.745693841845917,6.766449400825998,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.765592682212598,10.471726012618872,HER2_high
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.810886620841551,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.819566386326321,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.809528274551522,6.273094358271646,HER2_mid
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.769479946652495,6.0496373016547365,HER2_mid
ACH-000117,EFM192A,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.771415386095834,11.393856978544296,HER2_high
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.984296943397898,5.127798338365821,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.730760762245533,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.758073377571621,5.314957492109641,HER2_mid
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.799065417597112,4.90433958030868,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.742377790149241,5.580531438155187,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.741876040770161,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.74475045018507,5.40356427614107,HER2_mid
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.752120797247416,3.5059925243950385,HER2_low
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.79609420391891,8.432587832060696,HER2_high
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.773838049877958,7.454776342678837,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.801125785247846,4.596684735567345,HER2_mid
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.818846840050954,3.871557840445523,HER2_low
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.758232945709245,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.784813059614946,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.711236808321773,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),0.702646564038034,5.398114325909374,HER2_mid
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",CYPROHEPTADINE (BRD:BRD-K28143534-001-02-2),0.934426420085989,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CYPROHEPTADINE (BRD:BRD-K28143534-001-02-2),0.963459426693099,4.591308404185142,HER2_low
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CYPROHEPTADINE (BRD:BRD-K28143534-001-02-2),0.95415512086146,3.5059925243950385,HER2_low
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",CYPROHEPTADINE (BRD:BRD-K28143534-001-02-2),0.963245992816933,3.871557840445523,HER2_low
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CYPROHEPTADINE (BRD:BRD-K28143534-001-02-2),0.905128628948156,5.398114325909374,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.925857845956698,10.471726012618872,HER2_high
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.774477378968918,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.714228993932962,4.591308404185142,HER2_low
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.895835085967923,6.0496373016547365,HER2_mid
ACH-000117,EFM192A,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.871500081487372,11.393856978544296,HER2_high
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.847432807547063,5.127798338365821,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.881127908658235,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.762497379439509,5.314957492109641,HER2_mid
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.833594724911775,4.90433958030868,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.844554433379026,5.580531438155187,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.820434533336308,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.742436805545381,5.40356427614107,HER2_mid
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.84631795058099,8.432587832060696,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.838662968965076,4.596684735567345,HER2_mid
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.738682049003092,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.789301698778408,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.815918055974782,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,SPIRADOLINE (BRD:BRD-K28192623-066-08-1),0.802856602984961,5.398114325909374,HER2_mid
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,FLUTAMIDE (BRD:BRD-K28307902-001-21-7),0.944149008239517,4.591308404185142,HER2_low
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,FLUTAMIDE (BRD:BRD-K28307902-001-21-7),0.99373541808467,5.40356427614107,HER2_mid
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",CH5132799 (BRD:BRD-K28352084-001-02-3),0.846973621561449,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CH5132799 (BRD:BRD-K28352084-001-02-3),0.814520215259316,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CH5132799 (BRD:BRD-K28352084-001-02-3),0.802450983254227,6.273094358271646,HER2_mid
ACH-000117,EFM192A,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CH5132799 (BRD:BRD-K28352084-001-02-3),0.795008762432738,11.393856978544296,HER2_high
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CH5132799 (BRD:BRD-K28352084-001-02-3),0.831749397304713,5.127798338365821,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CH5132799 (BRD:BRD-K28352084-001-02-3),0.74930633831726,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CH5132799 (BRD:BRD-K28352084-001-02-3),0.835028166750697,5.314957492109641,HER2_mid
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,CH5132799 (BRD:BRD-K28352084-001-02-3),0.879061804941851,4.90433958030868,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CH5132799 (BRD:BRD-K28352084-001-02-3),0.846366844867154,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CH5132799 (BRD:BRD-K28352084-001-02-3),0.831611694416382,5.40356427614107,HER2_mid
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CH5132799 (BRD:BRD-K28352084-001-02-3),0.77563650641483,8.432587832060696,HER2_high
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CH5132799 (BRD:BRD-K28352084-001-02-3),0.844102125857362,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CH5132799 (BRD:BRD-K28352084-001-02-3),0.817269811277906,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CH5132799 (BRD:BRD-K28352084-001-02-3),0.78183458602933,6.766449400825998,HER2_mid
ACH-000927,BT474,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.740759212124394,10.471726012618872,HER2_high
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",TW 37 (BRD:BRD-K28360340-001-08-3),0.705737253548554,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.713318649662133,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.665216205702164,6.273094358271646,HER2_mid
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.923177022685407,6.0496373016547365,HER2_mid
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.736381363017559,5.127798338365821,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.684739787209964,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.759029584915346,5.314957492109641,HER2_mid
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,TW 37 (BRD:BRD-K28360340-001-08-3),0.740825875674344,4.90433958030868,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.717825149805402,5.580531438155187,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.712544040962742,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.71670582369436,5.40356427614107,HER2_mid
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.749814045662357,8.432587832060696,HER2_high
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.683243486265774,7.454776342678837,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.658866556411003,4.596684735567345,HER2_mid
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",TW 37 (BRD:BRD-K28360340-001-08-3),0.725508929721488,3.871557840445523,HER2_low
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.673077859871465,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.708157724148158,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.671468490021037,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,TW 37 (BRD:BRD-K28360340-001-08-3),0.68893874608132,5.398114325909374,HER2_mid
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",AP1903 (BRD:BRD-K28383148-001-01-4),0.881524907378615,4.085560624872626,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,AP1903 (BRD:BRD-K28383148-001-01-4),0.943668746577554,6.273094358271646,HER2_mid
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,AP1903 (BRD:BRD-K28383148-001-01-4),0.918541154627867,5.127798338365821,HER2_mid
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,AP1903 (BRD:BRD-K28383148-001-01-4),0.931998184672263,5.314957492109641,HER2_mid
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,AP1903 (BRD:BRD-K28383148-001-01-4),0.900471826392033,4.90433958030868,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,AP1903 (BRD:BRD-K28383148-001-01-4),0.982892891423325,7.114356612854375,HER2_mid
ACH-000643,HDQP1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,AP1903 (BRD:BRD-K28383148-001-01-4),0.869355630323178,5.40356427614107,HER2_mid
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,AP1903 (BRD:BRD-K28383148-001-01-4),0.922745496499718,8.432587832060696,HER2_high
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,AP1903 (BRD:BRD-K28383148-001-01-4),0.859921649634621,6.766449400825998,HER2_mid
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,1035270-39-3 (BRD:BRD-K28392481-001-05-1),0.943226519337681,4.591308404185142,HER2_low
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,1035270-39-3 (BRD:BRD-K28392481-001-05-1),0.968980144716357,4.90433958030868,HER2_mid
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,1035270-39-3 (BRD:BRD-K28392481-001-05-1),0.917364736343192,3.5059925243950385,HER2_low
ACH-000288,BT549,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.743603659050032,4.085560624872626,HER2_low
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.767273124253848,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.987288961971863,6.273094358271646,HER2_mid
ACH-000783,CAMA1,Breast,Invasive Breast Carcinoma,Breast Invasive Lobular Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.852582908355476,6.0496373016547365,HER2_mid
ACH-000117,EFM192A,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.994340933338198,11.393856978544296,HER2_high
ACH-000374,HCC1143,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.832004367818039,5.127798338365821,HER2_mid
ACH-000277,HCC1419,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.830155579916888,11.642241271184114,HER2_high
ACH-000352,HCC1428,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.770303750828164,5.314957492109641,HER2_mid
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.865450422786468,4.90433958030868,HER2_mid
ACH-000276,HCC38,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.947724611999235,7.114356612854375,HER2_mid
ACH-000721,HMC18,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.952289243924349,3.5059925243950385,HER2_low
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.765297601755046,8.432587832060696,HER2_high
ACH-000759,MDAMB175VII,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.767131684470933,7.454776342678837,HER2_high
ACH-000768,MDAMB231,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.923069407022395,4.596684735567345,HER2_mid
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.641180228141964,3.871557840445523,HER2_low
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.840262199808738,4.546999379348131,HER2_low
ACH-000147,T47D,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.799500403067763,6.285341180473159,HER2_mid
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.963899954501083,6.766449400825998,HER2_mid
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CHIDAMIDE (BRD:BRD-K28537285-001-01-8),0.920354174536112,5.398114325909374,HER2_mid
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,BENZYDAMINE (BRD:BRD-K28542495-003-13-5),0.974741427853487,4.90433958030868,HER2_mid
ACH-000573,MDAMB436,Breast,Invasive Breast Carcinoma,"Breast Invasive Carcinoma, NOS",BENZYDAMINE (BRD:BRD-K28542495-003-13-5),0.987897182157066,3.871557840445523,HER2_low
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BENZYDAMINE (BRD:BRD-K28542495-003-13-5),0.970470848052149,4.546999379348131,HER2_low
ACH-000019,MCF7,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,BENZYDAMINE (BRD:BRD-K28542495-003-13-5),0.919170959286404,5.398114325909374,HER2_mid
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,A-803467 (BRD:BRD-K28570407-001-02-0),0.913301082780867,4.591308404185142,HER2_low
ACH-000624,HCC1806,Breast,Breast Ductal Carcinoma In Situ,Breast Ductal Carcinoma In Situ,A-803467 (BRD:BRD-K28570407-001-02-0),0.995710769719812,4.90433958030868,HER2_mid
ACH-000223,HCC1937,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,A-803467 (BRD:BRD-K28570407-001-02-0),0.944408989486733,5.580531438155187,HER2_mid
ACH-000711,JIMT1,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,A-803467 (BRD:BRD-K28570407-001-02-0),0.918973221602838,8.432587832060696,HER2_high
ACH-000849,MDAMB468,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,A-803467 (BRD:BRD-K28570407-001-02-0),0.994125287604798,4.546999379348131,HER2_low
ACH-000097,ZR751,Breast,Invasive Breast Carcinoma,Breast Invasive Ductal Carcinoma,A-803467 (BRD:BRD-K28570407-001-02-0),0.890934354954903,6.766449400825998,HER2_mid
ACH-000212,CAL120,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CILOSTAMIDE (BRD:BRD-K28578425-001-07-0),0.982764545565486,4.591308404185142,HER2_low
ACH-000856,CAL51,Breast,Invasive Breast Carcinoma,Invasive Breast Carcinoma,CILOSTAMIDE (BRD:BRD-K28578425-001-07-0),0.951206918565808,6.273094358271646,HER2_mid
