compound,n_total_spearman,unique_cell_lines_spearman,spearman_rho,spearman_p,direction,spearman_fdr,significant_fdr_0_05_spearman,significant_p_0_05_spearman,significant_p_0_10_spearman,n_total_mw,unique_cell_lines_mw,n_high,n_low,auc_mean_high,auc_mean_low,auc_median_high,auc_median_low,delta_mean_high_minus_low,delta_median_high_minus_low,mw_p,mw_fdr,significant_fdr_0_05_mw,significant_p_0_05_mw,significant_p_0_10_mw
PUROMYCIN (BRD:BRD-A28970875-300-04-9),21,21,0.44285714285714284,0.04437704849154563,positive,0.3525300458925629,False,True,True,7.0,7.0,3.0,4.0,0.8394953483133439,0.7224616864784791,0.819886394641233,0.6846782741318005,0.11703366183486485,0.13520812050943254,0.22857142857142856,0.519205298013245,False,False,False
PYRITHIONE-ZINC (BRD:BRD-K16136380-001-01-7),21,21,0.3103896103896104,0.17087682060108259,positive,0.5932199448549884,False,False,False,8.0,8.0,3.0,5.0,0.6436685495287037,0.6158329267521758,0.63676921042251,0.605031764815242,0.027835622776527846,0.03173744560726799,0.7857142857142857,0.9556737588652482,False,False,False
PYROXAMIDE (BRD:BRD-K11663430-001-02-3),17,17,0.22549019607843138,0.3841966507618189,positive,0.7663692375297371,False,False,False,,,,,,,,,,,,,,,
R306465 (BRD:BRD-K86687746-001-01-3),15,15,0.08214285714285713,0.7710285652881773,positive,0.9382723639905493,False,False,False,,,,,,,,,,,,,,,
R406 (BRD:BRD-K20285085-074-04-5),16,16,-0.12058823529411765,0.6564245147485953,negative,0.8849203763710071,False,False,False,,,,,,,,,,,,,,,
R547 (BRD:BRD-K52233191-001-02-4),19,19,-0.03333333333333333,0.8922406862320765,negative,0.9746808320652924,False,False,False,7.0,7.0,3.0,4.0,0.7580281657268904,0.709595459445864,0.787791000761309,0.7177144111640366,0.04843270628102636,0.07007658959727248,0.4,0.638139534883721,False,False,False
RADEZOLID (BRD:BRD-K84683831-001-01-0),15,15,-0.05714285714285713,0.8396998687415759,negative,0.9601174438217321,False,False,False,,,,,,,,,,,,,,,
RAF265 (BRD:BRD-K93123848-001-04-1),16,16,-0.07647058823529412,0.778340980960703,negative,0.9382723639905493,False,False,False,,,,,,,,,,,,,,,
RALTITREXED (BRD:BRD-K89839824-001-05-3),21,21,0.38311688311688313,0.0864783097986004,positive,0.4348815721831591,False,False,True,8.0,8.0,3.0,5.0,0.659368010278934,0.5221541507552085,0.661146030816401,0.53745474719539,0.13721385952372545,0.123691283621011,0.14285714285714285,0.3951612903225806,False,False,False
RAPAMYCIN (BRD:BRD-K84937637-001-09-9),22,22,-0.35855448898927167,0.10129346168754431,negative,0.466494998120727,False,False,False,8.0,8.0,3.0,5.0,0.4679611634483223,0.5609489855496502,0.533544661589041,0.607361260990438,-0.09298782210132794,-0.07381659940139695,0.39285714285714285,0.638139534883721,False,False,False
REGORAFENIB (BRD:BRD-K16730910-001-10-7),16,16,-0.06176470588235294,0.8202418775044894,negative,0.949244531895759,False,False,False,7.0,7.0,3.0,4.0,0.9524105339676182,0.9574446963202774,0.9683312108391148,0.9782953685054023,-0.005034162352659188,-0.009964157666287554,0.8571428571428571,0.9639344262295081,False,False,False
REPSOX (BRD:BRD-K80480517-001-02-4),15,15,-0.33928571428571425,0.2160289253419548,negative,0.6379717092874452,False,False,False,,,,,,,,,,,,,,,
RESMINOSTAT (BRD:BRD-K28822270-001-03-7),17,17,-0.16666666666666669,0.5226031535880373,negative,0.8235977272609553,False,False,False,,,,,,,,,,,,,,,
RHEOCHRYSIDIN (BRD:BRD-K67772619-001-05-1),15,15,0.2678571428571428,0.3344436005123539,positive,0.7346111921701703,False,False,False,,,,,,,,,,,,,,,
RIBOCICLIB (BRD:BRD-K36788280-001-01-2),14,14,-0.3450549450549451,0.2269486800417004,negative,0.6591963305158601,False,False,False,,,,,,,,,,,,,,,
RIFAMPIN (BRD:BRD-K01507359-001-22-9),15,15,0.37499999999999994,0.16843274984674547,positive,0.5925343351182322,False,False,False,,,,,,,,,,,,,,,
RIGOSERTIB (BRD:BRD-K55187425-236-05-2),13,13,0.576923076923077,0.038992623432448296,positive,0.334276567872348,False,True,True,,,,,,,,,,,,,,,
RITA (BRD:BRD-K00317371-001-06-1),18,18,-0.25902992776057787,0.29930484205263064,negative,0.7142869608985752,False,False,False,,,,,,,,,,,,,,,
RN-1734 (BRD:BRD-K95581532-001-01-5),20,20,-0.12932330827067667,0.586852724489982,negative,0.8494933700404166,False,False,False,8.0,8.0,3.0,5.0,0.797374965367363,0.8315920530180205,0.804256036050657,0.796652067799248,-0.03421708765065756,0.007603968251408966,0.7857142857142857,0.9556737588652482,False,False,False
RO-106-9920 (BRD:BRD-A53134341-001-03-2),22,22,-0.014116318464144554,0.9502846499817856,negative,0.9893725661698659,False,False,False,8.0,8.0,3.0,5.0,0.7677994586650443,0.7935428010196254,0.783920931203682,0.776203857053211,-0.02574334235458109,0.0077170741504709595,1.0,1.0,False,False,False
RO-4987655 (BRD:BRD-K64538373-001-01-4),19,19,0.03859649122807017,0.8753438786249873,positive,0.9697975468329533,False,False,False,,,,,,,,,,,,,,,
RO-9187 (BRD:BRD-K57284066-001-01-6),18,18,-0.21362229102167182,0.3946884572555505,negative,0.771039618930644,False,False,False,7.0,7.0,3.0,4.0,0.8687426549406777,0.89931903611296,0.850178241590057,0.8988057458266661,-0.03057638117228234,-0.04862750423660911,0.4,0.638139534883721,False,False,False
ROCILETINIB (BRD:BRD-K33610132-001-02-9),13,13,-0.16483516483516483,0.590478988652005,negative,0.853343612078102,False,False,False,6.0,6.0,3.0,3.0,0.9129228693052284,0.909772332576365,0.8889398743951239,0.9339958189763942,0.00315053672886334,-0.04505594458127027,1.0,1.0,False,False,False
ROMIDEPSIN (BRD:BRD-K61397605-001-03-4),21,21,0.18051948051948052,0.433594674982858,positive,0.7797639470669321,False,False,False,7.0,7.0,3.0,4.0,0.2228906348845663,0.20169758989572,0.224766156296047,0.2024738037082015,0.021193044988846305,0.022292352587845482,0.8571428571428571,0.9639344262295081,False,False,False
RS-16566 (BRD:BRD-K80725821-300-02-9),17,17,0.25490196078431376,0.3234600340651103,positive,0.7331363636513977,False,False,False,,,,,,,,,,,,,,,
RS-17053 (BRD:BRD-K76840893-003-02-5),21,21,-0.22987012987012984,0.3161498376663409,negative,0.7273113963580073,False,False,False,8.0,8.0,3.0,5.0,0.9083077888555238,0.8955919671340062,0.90205071387249,0.913284912500934,0.012715821721517528,-0.011234198628443992,1.0,1.0,False,False,False
RS-504393 (BRD:BRD-K87510569-001-02-8),12,12,-0.20979020979020982,0.512840943181826,negative,0.8207631080131814,False,False,False,,,,,,,,,,,,,,,
RU-58841 (BRD:BRD-K62762455-001-01-3),10,10,-0.35757575757575755,0.31037609170568026,negative,0.7273113963580073,False,False,False,,,,,,,,,,,,,,,
RUBITECAN (BRD:BRD-K79821389-001-03-5),22,22,0.4477696216826652,0.03664259102857066,positive,0.3270828544447713,False,True,True,8.0,8.0,3.0,5.0,0.7080956866117353,0.34967117231372435,0.680077380953283,0.352580052073241,0.3584245142980109,0.32749732888004196,0.03571428571428571,0.33220338983050846,False,True,True
RUTIN (BRD:BRD-K20482099-001-09-4),18,18,-0.20330237358101136,0.4184467334719627,negative,0.7778704540120908,False,False,False,7.0,7.0,3.0,4.0,0.8527632642235491,0.8333396809356283,0.831237584674524,0.8639235427350775,0.01942358328792082,-0.03268595806055352,0.8571428571428571,0.9639344262295081,False,False,False
RUXOLITINIB (BRD:BRD-K53972329-001-07-0),16,16,0.1411764705882353,0.6020026838819792,positive,0.8544481574931787,False,False,False,,,,,,,,,,,,,,,
RYUVIDINE (BRD:BRD-K06426971-001-02-7),22,22,0.31451157538114066,0.1539966672539892,positive,0.5677037801887282,False,False,False,8.0,8.0,3.0,5.0,0.901688986389899,0.8432871461966753,0.856080592766053,0.82899399448347,0.0584018401932237,0.027086598282582974,0.39285714285714285,0.638139534883721,False,False,False
SALINOMYCIN (BRD:BRD-A28301258-001-03-0),15,15,0.3285714285714285,0.23180969720615963,positive,0.6595505708441295,False,False,False,7.0,7.0,3.0,4.0,0.8810477251152636,0.80690369896812,0.871886900594688,0.7951506850343935,0.07414402614714366,0.07673621556029453,0.11428571428571428,0.3733333333333333,False,False,False
SANGIVAMYCIN (BRD:BRD-A64064900-001-02-3),16,16,0.6970588235294117,0.0026905894025605944,positive,0.14848690265381279,False,True,True,,,,,,,,,,,,,,,
SAR131675 (BRD:BRD-K38904395-001-02-3),14,14,0.367032967032967,0.19673887170748847,positive,0.6204300847061154,False,False,False,,,,,,,,,,,,,,,
SAR245409 (BRD:BRD-K56291712-001-01-0),16,16,-0.13823529411764704,0.6096659407501827,negative,0.8589880702511523,False,False,False,,,,,,,,,,,,,,,
SARAFLOXACIN (BRD:BRD-K08525451-003-05-2),13,13,0.1758241758241758,0.5655798619595344,positive,0.8379312384400485,False,False,False,6.0,6.0,3.0,3.0,0.8833869800749931,0.8760782740538947,0.849251168827295,0.850808520221114,0.0073087060210983434,-0.001557351393818962,1.0,1.0,False,False,False
SATRAPLATIN (BRD:BRD-K42497885-001-01-1),14,14,0.745054945054945,0.002230037316742074,positive,0.14848690265381279,False,True,True,,,,,,,,,,,,,,,
SB-200646 (BRD:BRD-K77677632-003-02-6),15,15,0.014285714285714282,0.9596997645989476,positive,0.9893725661698659,False,False,False,,,,,,,,,,,,,,,
SB-205384 (BRD:BRD-A22707317-001-10-8),15,15,-0.010714285714285713,0.9697698761545686,negative,0.9917954842683878,False,False,False,,,,,,,,,,,,,,,
SB-216641 (BRD:BRD-K30867024-003-03-3),18,18,0.09184726522187822,0.7170028416617739,positive,0.9197616372409537,False,False,False,7.0,7.0,3.0,4.0,0.9068637119939601,0.91363448231255,0.946433405579833,0.919270263417153,-0.006770770318589858,0.02716314216268001,0.6285714285714286,0.8589641434262948,False,False,False
SB-218078 (BRD:BRD-A06352508-001-03-7),13,13,0.20329670329670327,0.5053147342962485,positive,0.8112598370610681,False,False,False,,,,,,,,,,,,,,,
SB-218795 (BRD:BRD-K61097567-001-08-5),14,14,0.2967032967032967,0.302966723838702,positive,0.720518171075762,False,False,False,,,,,,,,,,,,,,,
SB-225002 (BRD:BRD-K61323504-001-04-0),14,14,-0.054945054945054944,0.8520077036323678,negative,0.9639855930264206,False,False,False,,,,,,,,,,,,,,,
SB-2343 (BRD:BRD-K98795921-001-01-7),22,22,-0.3709768492377189,0.08918063289216062,negative,0.4396312173203439,False,False,True,8.0,8.0,3.0,5.0,0.683976524787647,0.7190771073582664,0.70133456232178,0.74382061532736,-0.03510058257061932,-0.04248605300557995,0.25,0.5196969696969697,False,False,False
SB-239063 (BRD:BRD-K82091397-001-03-0),16,16,0.1411764705882353,0.6020026838819792,positive,0.8544481574931787,False,False,False,,,,,,,,,,,,,,,
SB-431542 (BRD:BRD-K67298865-001-09-0),21,21,-0.14285714285714285,0.5367409296165598,negative,0.8343473658608532,False,False,False,8.0,8.0,3.0,5.0,0.8505664574266013,0.7863874946436604,0.795235540405384,0.843283856733389,0.06417896278294088,-0.04804831632800499,1.0,1.0,False,False,False
SB-505124 (BRD:BRD-K40109029-001-02-9),16,16,-0.4441176470588235,0.08482274417741573,negative,0.4304510523486097,False,False,True,,,,,,,,,,,,,,,
SB-525334 (BRD:BRD-K37720887-001-07-8),13,13,-0.12087912087912088,0.6940473279966857,negative,0.9086723568633107,False,False,False,,,,,,,,,,,,,,,
SB-939 (BRD:BRD-K86797399-001-05-1),22,22,0.4138904573687183,0.05550702963051303,positive,0.3741428027766642,False,False,True,8.0,8.0,3.0,5.0,0.685375068813991,0.5612281614165465,0.650154727537464,0.520455584082882,0.1241469073974445,0.129699143454582,0.39285714285714285,0.638139534883721,False,False,False
SC-144 (BRD:BRD-K55305701-001-01-2),10,10,0.16363636363636364,0.6514773427962428,positive,0.882292168234789,False,False,False,,,,,,,,,,,,,,,
SCH-900776 (BRD:BRD-K75009076-001-02-1),14,14,0.16483516483516483,0.5733464050131384,positive,0.8395769081701513,False,False,False,,,,,,,,,,,,,,,
SCRIPTAID (BRD:BRD-K22503835-001-11-0),20,20,-0.3278195488721804,0.1582438682640637,negative,0.5687870218257833,False,False,False,7.0,7.0,3.0,4.0,0.8708843454734453,0.8814179015807255,0.871645810412529,0.8889614512011175,-0.01053355610728024,-0.017315640788588493,0.8571428571428571,0.9639344262295081,False,False,False
SCS (BRD:BRD-K78496197-001-03-9),10,10,0.01818181818181818,0.9602404181286242,positive,0.9893725661698659,False,False,False,,,,,,,,,,,,,,,
SDZ-WAG-994 (BRD:BRD-K39558284-001-01-2),17,17,0.08088235294117649,0.7576329086921563,positive,0.9338387100159996,False,False,False,7.0,7.0,3.0,4.0,0.9525643574248677,0.9449151006277721,0.961512302866341,0.9458583526072606,0.007649256797095605,0.01565395025908045,0.6285714285714286,0.8589641434262948,False,False,False
SECNIDAZOLE (BRD:BRD-A70083328-001-23-5),13,13,-0.24175824175824176,0.4261755195945088,negative,0.7784837999874641,False,False,False,,,,,,,,,,,,,,,
SELINEXOR (BRD:BRD-K21361524-001-01-1),21,21,0.4948051948051948,0.022583594997581564,positive,0.26718639931158167,False,True,True,8.0,8.0,3.0,5.0,0.643584330733708,0.5378210446685099,0.604393099452461,0.523277949546691,0.10576328606519814,0.08111514990576996,0.14285714285714285,0.3951612903225806,False,False,False
SEMAXANIB (BRD:BRD-K63504947-001-14-7),12,12,0.0,1.0,zero,1.0,False,False,False,,,,,,,,,,,,,,,
SEPANTRONIUM BROMIDE (BRD:BRD-K76703230-004-04-1),22,22,0.5821569734613213,0.004475556134260241,positive,0.16434076220750218,False,True,True,8.0,8.0,3.0,5.0,0.468680569787312,0.1553241479433082,0.431122393535902,0.129887348005173,0.3133564218440038,0.301235045530729,0.03571428571428571,0.33220338983050846,False,True,True
SERTINDOLE (BRD:BRD-K69116396-001-04-1),16,16,0.10294117647058824,0.7044103818167708,positive,0.912015201091215,False,False,False,,,,,,,,,,,,,,,
SEVOFLURANE (BRD:BRD-K05638300-001-01-2),18,18,0.3519091847265222,0.15210693918997698,positive,0.5677037801887282,False,False,False,,,,,,,,,,,,,,,
SGI-1027 (BRD:BRD-K61228301-001-01-2),21,21,0.13766233766233765,0.551800840604731,positive,0.8343473658608532,False,False,False,8.0,8.0,3.0,5.0,0.8472512091750151,0.8125917027678407,0.836396388134065,0.814634209933041,0.03465950640717441,0.021762178201023996,0.39285714285714285,0.638139534883721,False,False,False
SID-7969543 (BRD:BRD-A43885598-001-08-1),10,10,0.49090909090909085,0.1496556734208368,positive,0.5647263232076876,False,False,False,,,,,,,,,,,,,,,
SIMVASTATIN (BRD:BRD-K22134346-001-24-9),17,17,0.21568627450980393,0.4057406886339276,positive,0.7737991966819828,False,False,False,8.0,8.0,3.0,5.0,0.963621633996565,0.9245155346537711,0.966067092132571,0.915698336985501,0.039106099342793854,0.050368755147070066,0.25,0.5196969696969697,False,False,False
SKF-96365 (BRD:BRD-A72703248-003-04-9),19,19,0.22807017543859648,0.3476780092350395,positive,0.7451448595983977,False,False,False,7.0,7.0,3.0,4.0,0.8086164668389113,0.788440558622777,0.816881760247639,0.7933849131180855,0.020175908216134353,0.023496847129553577,0.4,0.638139534883721,False,False,False
SKI-II (BRD:BRD-K20755323-001-05-9),12,12,-0.15384615384615385,0.6330906812462617,negative,0.8680420365534922,False,False,False,,,,,,,,,,,,,,,
SN38 (BRD:BRD-K89561498-001-01-7),16,16,0.6088235294117647,0.012315203198246461,positive,0.22192498824595153,False,True,True,6.0,6.0,3.0,3.0,0.5358350122469037,0.17759078632921513,0.501360615378125,0.169698476465036,0.35824422591768856,0.33166213891308904,0.1,0.3733333333333333,False,False,False
SNS-314 (BRD:BRD-K71512533-066-02-8),16,16,-0.014705882352941175,0.9568919240316421,negative,0.9893725661698659,False,False,False,,,,,,,,,,,,,,,
SNX 2112 (BRD:BRD-K71281111-001-04-3),21,21,0.287012987012987,0.20714101817766592,positive,0.6306617630108551,False,False,False,7.0,7.0,3.0,4.0,0.5581990238961426,0.40952293520893773,0.505839707010125,0.42600093675239303,0.1486760886872049,0.079838770257732,0.22857142857142856,0.519205298013245,False,False,False
SNX-5422 (BRD:BRD-K73197500-001-02-2),15,15,-0.03214285714285714,0.9094621170945906,negative,0.9779882166736967,False,False,False,,,,,,,,,,,,,,,
SODIUM-STIBOGLUCONATE (BRD:BRD-A60786380-412-01-5),15,15,0.16785714285714282,0.5498555542278021,positive,0.8343473658608532,False,False,False,,,,,,,,,,,,,,,
SPARFLOXACIN (BRD:BRD-K07612980-001-05-3),15,15,-0.24285714285714283,0.38312834183934164,negative,0.7663692375297371,False,False,False,,,,,,,,,,,,,,,
SPERMIDINE (BRD:BRD-K40438880-305-06-6),16,16,-0.4705882352941176,0.06581947250108111,negative,0.3953645865200994,False,False,True,,,,,,,,,,,,,,,
SPERMINE (BRD:BRD-K18375018-376-02-3),16,16,0.0058823529411764705,0.9827505044191351,positive,0.9951893714922184,False,False,False,,,,,,,,,,,,,,,
SPIRADOLINE (BRD:BRD-K28192623-066-08-1),18,18,0.6429308565531475,0.004002006540262527,positive,0.15757362130174973,False,True,True,6.0,6.0,3.0,3.0,0.8928286120341017,0.7424628073016574,0.881127908658235,0.738682049003092,0.15036580473244432,0.142445859655143,0.1,0.3733333333333333,False,False,False
SPIRONOLACTONE (BRD:BRD-K90027355-001-13-3),20,20,0.6240601503759398,0.0032741072368306203,positive,0.15190769301653867,False,True,True,7.0,7.0,3.0,4.0,0.8424804735535923,0.8015202406578298,0.838032202888164,0.80559695202089,0.04096023289576256,0.03243525086727406,0.05714285714285714,0.33220338983050846,False,False,True
SR-33805 (BRD:BRD-K43002771-034-01-6),15,15,-0.05357142857142857,0.8496099367776072,negative,0.9639855930264206,False,False,False,,,,,,,,,,,,,,,
SRT1720 (BRD:BRD-K95926480-003-03-6),19,19,0.13508771929824562,0.5813619464266702,positive,0.8429270914527911,False,False,False,,,,,,,,,,,,,,,
STATTIC (BRD:BRD-K17061841-001-03-5),21,21,0.3090909090909091,0.17276827264194697,positive,0.5932199448549884,False,False,False,7.0,7.0,3.0,4.0,0.9213277361405546,0.8744444975037458,0.936843965498405,0.8680446095696335,0.04688323863680888,0.06879935592877151,0.11428571428571428,0.3733333333333333,False,False,False
STF-118804 (BRD:BRD-K39171998-001-01-1),21,21,0.04025974025974026,0.8624424916554133,positive,0.9666466640636846,False,False,False,7.0,7.0,3.0,4.0,0.712823294223265,0.679954428462012,0.692244181227428,0.6785307887725945,0.03286886576125292,0.013713392454833495,0.6285714285714286,0.8589641434262948,False,False,False
SU014813 (BRD:BRD-K75911534-001-01-6),15,15,-0.039285714285714285,0.8894459296739486,negative,0.9746808320652924,False,False,False,,,,,,,,,,,,,,,
SU3327 (BRD:BRD-K32730239-001-01-0),22,22,0.07622811970638058,0.7359946162262682,positive,0.9231732340606531,False,False,False,8.0,8.0,3.0,5.0,0.8686505691577143,0.8537504904672513,0.854967131058471,0.879899362607472,0.014900078690463059,-0.024932231549001038,0.7857142857142857,0.9556737588652482,False,False,False
SULCONAZOLE (BRD:BRD-A70649075-008-30-8),22,22,0.14398644833427443,0.5226413445457572,positive,0.8235977272609553,False,False,False,8.0,8.0,3.0,5.0,0.9085733333138176,0.9021784087668484,0.909861816166308,0.904067449162025,0.006394924546969216,0.005794367004283041,1.0,1.0,False,False,False
SULFABENZAMIDE (BRD:BRD-K59983611-001-21-9),12,12,0.2657342657342658,0.4038330883147116,positive,0.7734882591591963,False,False,False,,,,,,,,,,,,,,,
SULFANILAMIDE (BRD:BRD-K02594908-001-16-4),14,14,-0.06813186813186813,0.8169838797817922,negative,0.9492062708517403,False,False,False,,,,,,,,,,,,,,,
SUXIBUZONE (BRD:BRD-K78815826-001-14-6),11,11,-0.29090909090909095,0.3854569696913654,negative,0.7663692375297371,False,False,False,,,,,,,,,,,,,,,
TACEDINALINE (BRD:BRD-K52313696-001-12-3),17,17,0.17647058823529413,0.49806765732373415,positive,0.807040166382094,False,False,False,,,,,,,,,,,,,,,
TAK-285 (BRD:BRD-K80343549-001-02-6),19,19,0.08596491228070174,0.7263970439793996,positive,0.9212238582232287,False,False,False,6.0,6.0,3.0,3.0,0.8861566489419189,0.8729615647921384,0.898205969070218,0.891176965159757,0.013195084149780545,0.007029003910461018,0.7,0.9164122137404579,False,False,False
TAK-632 (BRD:BRD-K31866293-001-01-6),21,21,0.27662337662337666,0.22479050345941629,positive,0.6550825562860216,False,False,False,7.0,7.0,3.0,4.0,0.8491914637937213,0.8185166623647977,0.857167777028559,0.804120941175769,0.030674801428923648,0.05304683585278991,0.6285714285714286,0.8589641434262948,False,False,False
TAK-733 (BRD:BRD-K26667523-001-02-5),18,18,0.2961816305469556,0.23271685741068446,positive,0.6595505708441295,False,False,False,,,,,,,,,,,,,,,
TAK-901 (BRD:BRD-K01683783-001-02-6),22,22,0.2377188029361943,0.2867488375178757,positive,0.7068166923000795,False,False,False,8.0,8.0,3.0,5.0,0.874426609485759,0.7256615598709993,0.899338667571752,0.722483970096204,0.14876504961475967,0.17685469747554794,0.07142857142857142,0.35,False,False,True
TALAZOPARIB (BRD:BRD-K95142244-001-01-5),11,11,0.33636363636363636,0.31182431390038634,positive,0.7273113963580073,False,False,False,,,,,,,,,,,,,,,
TALMAPIMOD (BRD:BRD-K17555800-003-02-3),10,10,0.05454545454545454,0.8810361811618526,positive,0.9736607609085305,False,False,False,,,,,,,,,,,,,,,
TALTOBULIN (BRD:BRD-K87512222-019-01-7),15,15,0.18214285714285713,0.5158816817070393,positive,0.8207631080131814,False,False,False,,,,,,,,,,,,,,,
TAMIBAROTENE (BRD:BRD-K36627727-001-05-4),12,12,-0.41958041958041964,0.1745190081300594,negative,0.5932199448549884,False,False,False,,,,,,,,,,,,,,,
TANAPROGET (BRD:BRD-K99604664-001-01-1),16,16,0.5235294117647059,0.037412648130149384,positive,0.3270828544447713,False,True,True,,,,,,,,,,,,,,,
TANSHINONE-I (BRD:BRD-K34073885-001-09-3),17,17,0.05392156862745098,0.8371514461082936,positive,0.9587609946999005,False,False,False,,,,,,,,,,,,,,,
TAS-103 (BRD:BRD-K09426783-300-01-0),19,19,-0.07017543859649124,0.7752817747006227,negative,0.9382723639905493,False,False,False,,,,,,,,,,,,,,,
TASELISIB (BRD:BRD-K44844162-001-01-6),19,19,-0.5280701754385965,0.020124315761969946,negative,0.2588831710841135,False,True,True,7.0,7.0,3.0,4.0,0.6779779684704271,0.8451985543210332,0.689572764797527,0.84208654449127,-0.16722058585060606,-0.1525137796937429,0.05714285714285714,0.33220338983050846,False,False,True
TASISULAM (BRD:BRD-K42495768-001-01-7),14,14,0.09010989010989012,0.7593388378159543,positive,0.9338387100159996,False,False,False,,,,,,,,,,,,,,,
TEDIZOLID (BRD:BRD-K59436580-001-01-7),16,16,0.19117647058823528,0.47816401281702847,positive,0.8011742377939964,False,False,False,7.0,7.0,3.0,4.0,0.907841639055604,0.8403796112227258,0.89011142412797,0.82397417857204,0.06746202783287825,0.06613724555592992,0.22857142857142856,0.519205298013245,False,False,False
TEDIZOLID-PHOSPHATE (BRD:BRD-K89121095-001-01-7),20,20,-0.003007518796992481,0.989959729518499,negative,0.9970679177476885,False,False,False,,,,,,,,,,,,,,,
TEMAZEPAM (BRD:BRD-A93093700-001-02-9),15,15,0.25,0.3688462917839305,positive,0.758049607842563,False,False,False,,,,,,,,,,,,,,,
TEMSIROLIMUS (BRD:BRD-K42898655-001-01-8),15,15,-0.22142857142857136,0.42771371901637,negative,0.7784837999874641,False,False,False,6.0,6.0,3.0,3.0,0.7651822763066104,0.7989796117580447,0.7792637290427685,0.8671091504568661,-0.03379733545143426,-0.08784542141409757,0.7,0.9164122137404579,False,False,False
TENIPOSIDE (BRD:BRD-A35588707-001-05-5),18,18,0.13106295149638802,0.6041941281040611,positive,0.8544481574931787,False,False,False,,,,,,,,,,,,,,,
TENOVIN-6 (BRD:BRD-K13949769-001-01-7),21,21,0.287012987012987,0.20714101817766592,positive,0.6306617630108551,False,False,False,7.0,7.0,3.0,4.0,0.88656165794286,0.839588521226558,0.879167715104804,0.8658245586018765,0.04697313671630199,0.0133431565029275,0.4,0.638139534883721,False,False,False
TEPOXALIN (BRD:BRD-K89714990-001-01-5),10,10,0.28484848484848485,0.4250381548921454,positive,0.7784837999874641,False,False,False,,,,,,,,,,,,,,,
TEPRENONE (BRD:BRD-K11510141-001-01-8),14,14,0.03736263736263736,0.8990930969739669,positive,0.9746808320652924,False,False,False,,,,,,,,,,,,,,,
TERFENADINE (BRD:BRD-A06352418-001-25-9),16,16,-0.2058823529411765,0.4442846410521442,negative,0.780776068598229,False,False,False,,,,,,,,,,,,,,,
TERIFLUNOMIDE (BRD:BRD-A42699921-001-03-6),16,16,0.09705882352941177,0.7206513082372035,positive,0.9197616372409537,False,False,False,,,,,,,,,,,,,,,
TEROXIRONE (BRD:BRD-A39935389-001-05-9),21,21,0.30129870129870134,0.18441900148730597,positive,0.604994430854705,False,False,False,8.0,8.0,3.0,5.0,0.829327069358119,0.6455254666514453,0.821925067393445,0.719336038028659,0.18380160270667367,0.10258902936478598,0.14285714285714285,0.3951612903225806,False,False,False
TETRAMETHYLTHIURAM-MONOSULFIDE (BRD:BRD-K36889451-001-01-1),16,16,0.2058823529411765,0.4442846410521442,positive,0.780776068598229,False,False,False,7.0,7.0,3.0,4.0,0.7806002318059716,0.7861390992412671,0.839541013955078,0.7849943819907259,-0.005538867435295525,0.054546631964352055,0.6285714285714286,0.8589641434262948,False,False,False
TETRANDRINE (BRD:BRD-K08078237-001-19-8),19,19,0.18947368421052632,0.43721498110006213,positive,0.7799208652754643,False,False,False,,,,,,,,,,,,,,,
TG-02 (BRD:BRD-K14560436-001-01-4),22,22,0.3867871259175608,0.07536283227083158,positive,0.4158424847475296,False,False,True,8.0,8.0,3.0,5.0,0.832573520395466,0.77641608668338,0.825630273612264,0.7827151001063,0.056157433712085925,0.04291517350596408,0.03571428571428571,0.33220338983050846,False,True,True
TG-100572 (BRD:BRD-K18424115-003-01-3),21,21,-0.13376623376623376,0.5632192812726847,negative,0.8379312384400485,False,False,False,8.0,8.0,3.0,5.0,0.8104850604414784,0.8373210829929987,0.828725724191512,0.844429319593062,-0.02683602255152029,-0.015703595401549975,0.5714285714285714,0.8340425531914892,False,False,False
TG-100713 (BRD:BRD-K46392623-001-02-5),19,19,-0.07543859649122807,0.7588868686262759,negative,0.9338387100159996,False,False,False,7.0,7.0,3.0,4.0,0.8814767811854587,0.8832523980687432,0.839666737399028,0.8954177545224196,-0.0017756168832845365,-0.05575101712339159,1.0,1.0,False,False,False
TG-101209 (BRD:BRD-K39841531-001-02-1),15,15,0.24642857142857136,0.37595051597380513,positive,0.7641955766791809,False,False,False,,,,,,,,,,,,,,,
TH-302 (BRD:BRD-K20958582-001-01-4),15,15,0.2285714285714285,0.4125661704963605,positive,0.7778704540120908,False,False,False,,,,,,,,,,,,,,,
THEOPHYLLINE (BRD:BRD-K97799481-001-16-0),17,17,0.002450980392156863,0.9925511887884692,positive,0.9970679177476885,False,False,False,7.0,7.0,3.0,4.0,0.9103142298134084,0.8881485732078378,0.891701888935013,0.884231918154568,0.02216565660557057,0.007469970780444979,0.4,0.638139534883721,False,False,False
THIAMINE (BRD:BRD-K95785345-300-14-8),16,16,-0.31764705882352945,0.2305734636218452,negative,0.6595505708441295,False,False,False,,,,,,,,,,,,,,,
THIOMERSAL (BRD:BRD-K61443650-236-13-1),22,22,-0.12817617165443254,0.569722895073283,negative,0.8395769081701513,False,False,False,8.0,8.0,3.0,5.0,0.8913911470469994,0.9046751529725269,0.93771987517286,0.909829370959147,-0.013284005925527476,0.027890504213713085,0.7857142857142857,0.9556737588652482,False,False,False
