compound,n_total_spearman,unique_cell_lines_spearman,spearman_rho,spearman_p,direction,spearman_fdr,significant_fdr_0_05_spearman,significant_p_0_05_spearman,significant_p_0_10_spearman,n_total_mw,unique_cell_lines_mw,n_high,n_low,auc_mean_high,auc_mean_low,auc_median_high,auc_median_low,delta_mean_high_minus_low,delta_median_high_minus_low,mw_p,mw_fdr,significant_fdr_0_05_mw,significant_p_0_05_mw,significant_p_0_10_mw
"CP-945,598 (BRD:BRD-K09090949-001-01-9)",20,20,0.1413533834586466,0.552214438632242,positive,0.8343473658608532,False,False,False,8.0,8.0,3.0,5.0,0.893428568188955,0.881301065035181,0.883439948587337,0.872519985975345,0.012127503153773977,0.010919962611992018,0.39285714285714285,0.638139534883721,False,False,False
CPI-1189 (BRD:BRD-K11073688-001-01-6),11,11,0.5636363636363637,0.07095173447637551,positive,0.41196636887186605,False,False,True,,,,,,,,,,,,,,,
CPP (BRD:BRD-K66094457-001-01-5),14,14,-0.11208791208791209,0.7028331631967695,negative,0.9113093731317877,False,False,False,,,,,,,,,,,,,,,
CR8-(R) (BRD:BRD-K40331046-305-01-5),22,22,0.2298136645962733,0.30354785916215565,positive,0.720518171075762,False,False,False,8.0,8.0,3.0,5.0,0.6873024575582244,0.6369295825616095,0.692160932988103,0.586793285837666,0.050372874996614914,0.105367647150437,0.39285714285714285,0.638139534883721,False,False,False
CRA-032765 (BRD:BRD-K70301465-001-05-9),15,15,-0.6428571428571428,0.009739944695595268,negative,0.20477074205263385,False,True,True,,,,,,,,,,,,,,,
CRENOLANIB (BRD:BRD-K22127577-001-03-7),21,21,0.5532467532467533,0.009281014982756764,positive,0.19988137145790788,False,True,True,8.0,8.0,3.0,5.0,0.8556285115314957,0.6663213636982237,0.841697483344696,0.69416512947516,0.18930714783327196,0.147532353869536,0.03571428571428571,0.33220338983050846,False,True,True
CRIZOTINIB (BRD:BRD-K78431006-001-15-1),15,15,-0.13928571428571426,0.6205460876279013,negative,0.8642621378161465,False,False,False,,,,,,,,,,,,,,,
CRIZOTINIB-(S) (BRD:BRD-K40308497-001-01-2),20,20,0.3082706766917293,0.18605556077810143,positive,0.604994430854705,False,False,False,7.0,7.0,3.0,4.0,0.8727927071966866,0.8443662977834794,0.877275612436658,0.839147880203666,0.028426409413207177,0.03812773223299193,0.11428571428571428,0.3733333333333333,False,False,False
CROMAKALIM (BRD:BRD-M89827113-001-01-5),12,12,-0.10489510489510491,0.7456094809807079,negative,0.9308243185298914,False,False,False,,,,,,,,,,,,,,,
CRYSTAL-VIOLET (BRD:BRD-K60025295-003-06-6),22,22,0.1044607566346697,0.6436271470407505,positive,0.8770413130200351,False,False,False,8.0,8.0,3.0,5.0,0.6162474445493614,0.43554316816143757,0.442667318718658,0.504994807680241,0.18070427638792386,-0.062327488961582966,0.7857142857142857,0.9556737588652482,False,False,False
CUDC 101 (BRD:BRD-K41278234-001-03-0),10,10,-0.04242424242424241,0.9073638178128159,negative,0.9770759160106299,False,False,False,,,,,,,,,,,,,,,
CUDC-907 (BRD:BRD-K77638923-001-02-0),22,22,0.34161490683229817,0.11970214821095865,positive,0.5106135114506111,False,False,False,8.0,8.0,3.0,5.0,0.4804204848847056,0.42848999957854,0.487184123520068,0.426816201567535,0.05193048530616562,0.06036792195253299,0.25,0.5196969696969697,False,False,False
CURCUMIN (BRD:BRD-K07572174-001-39-4),22,22,-0.1202710333145116,0.5939407703391391,negative,0.8544481574931787,False,False,False,8.0,8.0,3.0,5.0,0.8189513923910127,0.8459234792080178,0.809032032991699,0.846105142233449,-0.026972086817005136,-0.03707310924175,0.25,0.5196969696969697,False,False,False
CYC116 (BRD:BRD-K64866502-001-03-9),12,12,-0.1188811188811189,0.712884219214772,negative,0.9177426551750772,False,False,False,,,,,,,,,,,,,,,
CYCLOCYTIDINE (BRD:BRD-K67536197-003-11-4),18,18,0.49638802889576883,0.03614032375695943,positive,0.3270828544447713,False,True,True,7.0,7.0,3.0,4.0,0.8547205211649619,0.7182325941731383,0.814570482729401,0.7157753416102746,0.13648792699182355,0.09879514111912646,0.05714285714285714,0.33220338983050846,False,False,True
CYCLOHEXIMIDE (BRD:BRD-K36055864-001-19-2),17,17,0.4730392156862746,0.055144481799935384,positive,0.3741428027766642,False,False,True,,,,,,,,,,,,,,,
CYCLOVALONE (BRD:BRD-K59866480-001-07-3),21,21,0.1012987012987013,0.6621759840226068,positive,0.8886039420850483,False,False,False,,,,,,,,,,,,,,,
CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),14,14,0.3802197802197802,0.17990614630608132,positive,0.6049015183003066,False,False,False,,,,,,,,,,,,,,,
CYPROTERONE-ACETATE (BRD:BRD-K41141507-001-16-2),16,16,-0.2323529411764706,0.386511349907985,negative,0.7663692375297371,False,False,False,6.0,6.0,3.0,3.0,0.8884486459540809,0.9492297373342707,0.882430375979808,0.970028097779598,-0.06078109138018983,-0.08759772179978997,0.4,0.638139534883721,False,False,False
CYT-997 (BRD:BRD-K23363278-001-02-1),20,20,0.5759398496240601,0.007870940177445083,positive,0.1827542325058525,False,True,True,8.0,8.0,3.0,5.0,0.6846456075665864,0.5433845010986318,0.66193182367911,0.536603017586546,0.14126110646795464,0.12532880609256392,0.03571428571428571,0.33220338983050846,False,True,True
CYTOCHALASIN-B (BRD:BRD-K47000838-001-01-6),19,19,0.15614035087719297,0.5232597112042989,positive,0.8235977272609553,False,False,False,,,,,,,,,,,,,,,
CYTOCHLOR (BRD:BRD-K48988407-001-01-2),17,17,0.32598039215686275,0.20163694355296405,positive,0.6285637561054869,False,False,False,,,,,,,,,,,,,,,
D-64131 (BRD:BRD-K26997899-001-02-2),18,18,0.281733746130031,0.2573753757323143,positive,0.6800117094722046,False,False,False,7.0,7.0,3.0,4.0,0.8186791660696624,0.6143282910678878,0.791604786485004,0.6113398589550565,0.20435087500177462,0.1802649275299475,0.11428571428571428,0.3733333333333333,False,False,False
D-7193 (BRD:BRD-K32372024-001-01-0),17,17,-0.06862745098039216,0.7935424429160596,negative,0.9402289225394803,False,False,False,,,,,,,,,,,,,,,
DABRAFENIB (BRD:BRD-K09951645-001-11-8),10,10,0.49090909090909085,0.1496556734208368,positive,0.5647263232076876,False,False,False,,,,,,,,,,,,,,,
DACARBAZINE (BRD:BRD-K35520305-001-16-9),12,12,-0.16783216783216784,0.6020994277865379,negative,0.8544481574931787,False,False,False,,,,,,,,,,,,,,,
DACINOSTAT (BRD:BRD-K56957086-001-06-3),21,21,0.2857142857142857,0.2092950927335546,positive,0.6307425490912243,False,False,False,7.0,7.0,3.0,4.0,0.629320847233098,0.5770206250421177,0.590659354206359,0.54972845613166,0.052300222190980294,0.04093089807469896,0.22857142857142856,0.519205298013245,False,False,False
DACLATASVIR (BRD:BRD-K82861010-001-02-5),14,14,-0.5340659340659341,0.04915991637198507,negative,0.3558049684955969,False,True,True,,,,,,,,,,,,,,,
DACOMITINIB (BRD:BRD-K57169635-001-04-5),20,20,-0.38947368421052625,0.08961904769837135,negative,0.4396312173203439,False,False,True,8.0,8.0,3.0,5.0,0.692927155048098,0.852389483469428,0.6898761733636252,0.8240575019647307,-0.15946232842133,-0.13418132860110554,0.25,0.5196969696969697,False,False,False
DANUSERTIB (BRD:BRD-K07881437-001-04-6),21,21,0.4207792207792207,0.05750513790191279,positive,0.3782528700529743,False,False,True,7.0,7.0,3.0,4.0,0.751624577545166,0.42000845217392874,0.817280347967666,0.394844315614417,0.33161612537123725,0.422436032353249,0.11428571428571428,0.3733333333333333,False,False,False
DAPIVIRINE (BRD:BRD-K12885236-001-02-7),17,17,0.6299019607843138,0.00672792962173471,positive,0.1697360530283357,False,True,True,,,,,,,,,,,,,,,
DARAPLADIB (BRD:BRD-K19085898-001-01-8),17,17,0.11029411764705883,0.6734589975422938,positive,0.8982844332777121,False,False,False,,,,,,,,,,,,,,,
DARIFENACIN (BRD:BRD-K95773607-004-03-8),14,14,-0.3406593406593406,0.23331605103682382,negative,0.6595505708441295,False,False,False,,,,,,,,,,,,,,,
DASATINIB (BRD:BRD-K49328571-001-15-0),12,12,-0.07692307692307693,0.8121826980280591,negative,0.948620796770868,False,False,False,,,,,,,,,,,,,,,
DAUNORUBICIN (BRD:BRD-K43389675-001-02-1),19,19,0.5157894736842105,0.02379180877011268,positive,0.2755039064647447,False,True,True,7.0,7.0,3.0,4.0,0.9341862419725424,0.6943781901119405,0.9640047772262214,0.7610686208421683,0.23980805186060195,0.20293615638405305,0.05714285714285714,0.33220338983050846,False,False,True
DCEBIO (BRD:BRD-K89299012-001-06-0),18,18,0.6305469556243549,0.005025142219255446,positive,0.16434076220750218,False,True,True,7.0,7.0,3.0,4.0,0.92199236661896,0.78934453243579,0.914179095561016,0.79070284539438,0.13264783418317005,0.12347625016663599,0.05714285714285714,0.33220338983050846,False,False,True
DECITABINE (BRD:BRD-K79254416-001-21-8),16,16,0.2647058823529412,0.3218043958686153,positive,0.7331363636513977,False,False,False,,,,,,,,,,,,,,,
DEFACTINIB (BRD:BRD-K43578482-001-01-4),15,15,-0.13214285714285715,0.6387442188840664,negative,0.8725981673429464,False,False,False,,,,,,,,,,,,,,,
DEFLAZACORT (BRD:BRD-K96006502-001-02-6),14,14,0.1076923076923077,0.7140308087262492,positive,0.9177426551750772,False,False,False,,,,,,,,,,,,,,,
DEFOROLIMUS (BRD:BRD-K62304154-001-04-2),21,21,-0.07532467532467534,0.7455550758529895,negative,0.9308243185298914,False,False,False,8.0,8.0,3.0,5.0,0.5747824887170834,0.5630131246144414,0.629538686062214,0.565018146050756,0.011769364102641955,0.06452054001145802,1.0,1.0,False,False,False
DELANZOMIB (BRD:BRD-K59325863-001-02-8),22,22,0.012987012987012988,0.9542576793321902,positive,0.9893725661698659,False,False,False,8.0,8.0,3.0,5.0,0.46500808766330565,0.48567516772663477,0.454709137492305,0.460368911210944,-0.020667080063329124,-0.005659773718638961,0.7857142857142857,0.9556737588652482,False,False,False
DEOXYCORTICOSTERONE-ACETATE (BRD:BRD-K24556098-001-16-7),21,21,0.34675324675324676,0.12357109818269166,positive,0.5122689187573556,False,False,False,8.0,8.0,3.0,5.0,0.7361525926102269,0.7269742481104944,0.7476907805755,0.736770829203966,0.009178344499732538,0.010919951371534009,0.7857142857142857,0.9556737588652482,False,False,False
DEQUALINIUM (BRD:BRD-K77685957-300-09-1),18,18,-0.11455108359133126,0.6508342238705321,negative,0.882292168234789,False,False,False,,,,,,,,,,,,,,,
DESONIDE (BRD:BRD-K21528677-001-02-8),11,11,0.10000000000000002,0.7698749998921367,positive,0.9382723639905493,False,False,False,,,,,,,,,,,,,,,
DEXRAZOXANE (BRD:BRD-K07265709-003-05-6),19,19,0.4333333333333333,0.06382621222101989,positive,0.38609573035697053,False,False,True,,,,,,,,,,,,,,,
DIANHYDROGALACTITOL (BRD:BRD-K68502831-001-01-2),18,18,0.1991744066047472,0.42815803191920493,positive,0.7784837999874641,False,False,False,8.0,8.0,3.0,5.0,0.8321072424867669,0.791191505945361,0.828450643031419,0.809236739720329,0.0409157365414059,0.019213903311090075,0.39285714285714285,0.638139534883721,False,False,False
DICHLORVOS (BRD:BRD-K23779958-001-05-8),21,21,0.16623376623376623,0.471422022315551,positive,0.7928869441992983,False,False,False,8.0,8.0,3.0,5.0,0.7354652911026527,0.7458276553396004,0.778723466213034,0.796106600882539,-0.010362364236947696,-0.01738313466950503,0.7857142857142857,0.9556737588652482,False,False,False
DICLAZURIL (BRD:BRD-A06426627-001-03-5),20,20,0.5338345864661653,0.015337046800217394,positive,0.2441677750204731,False,True,True,7.0,7.0,3.0,4.0,0.8791376784089926,0.7909903278738935,0.851347240579032,0.7863983975753774,0.08814735053509914,0.06494884300365455,0.05714285714285714,0.33220338983050846,False,False,True
DIFLUPREDNATE (BRD:BRD-K33720171-001-01-0),20,20,0.24661654135338343,0.2945519940720424,positive,0.7113692473211594,False,False,False,8.0,8.0,3.0,5.0,0.8136647609480749,0.7610412352480633,0.846285729184354,0.793886851465108,0.05262352570001161,0.052398877719246006,0.39285714285714285,0.638139534883721,False,False,False
DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),22,22,0.21964991530208924,0.32601325111651935,positive,0.7339887610086854,False,False,False,8.0,8.0,3.0,5.0,0.7146880091396026,0.6787211724939997,0.711250227258069,0.665473196485823,0.03596683664560296,0.04577703077224593,0.39285714285714285,0.638139534883721,False,False,False
DIGITOXIN (BRD:BRD-A93236127-001-04-5),11,11,-0.07272727272727274,0.831716405381337,negative,0.9537734882489877,False,False,False,,,,,,,,,,,,,,,
DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),19,19,-0.08596491228070174,0.7263970439793996,negative,0.9212238582232287,False,False,False,8.0,8.0,3.0,5.0,0.8618845586204316,0.8852548585571013,0.865823664460373,0.872616954257704,-0.023370299936669725,-0.00679328979733107,0.5714285714285714,0.8340425531914892,False,False,False
DIGOXIN (BRD:BRD-A94756469-001-04-7),20,20,0.024060150375939848,0.9197997451459456,positive,0.9785339457396024,False,False,False,7.0,7.0,3.0,4.0,0.6254306686220766,0.60354538864441,0.628423530564466,0.599063538498091,0.02188527997766665,0.029359992066374963,0.8571428571428571,0.9639344262295081,False,False,False
DIHYDROMYRICETIN (BRD:BRD-K01614093-001-02-6),15,15,0.18214285714285713,0.5158816817070393,positive,0.8207631080131814,False,False,False,,,,,,,,,,,,,,,
DINACICLIB (BRD:BRD-K13662825-001-07-5),21,21,0.7779220779220779,3.305455558896248e-05,positive,0.02918717258505387,True,True,True,8.0,8.0,3.0,5.0,0.8457853692500787,0.5306354163682995,0.7985577259730812,0.554394719775519,0.31514995288177927,0.24416300619756215,0.03571428571428571,0.33220338983050846,False,True,True
DIOSCIN (BRD:BRD-K37723606-001-01-5),21,21,0.3,0.18641143545847969,positive,0.604994430854705,False,False,False,8.0,8.0,3.0,5.0,0.9247707272817457,0.8307508844872714,0.932197971125384,0.829146281218645,0.09401984279447428,0.10305168990673907,0.14285714285714285,0.3951612903225806,False,False,False
DIPHENYLENEIODONIUM (BRD:BRD-K65814004-003-02-9),19,19,0.04035087719298246,0.8697227104002634,positive,0.9697975468329533,False,False,False,7.0,7.0,3.0,4.0,0.574809185174898,0.5138490031305812,0.549336799479306,0.479548061984731,0.060960182044316746,0.06978873749457504,0.4,0.638139534883721,False,False,False
DISULFIRAM (BRD:BRD-K32744045-001-31-2),22,22,0.16996047430830044,0.44954166436454235,positive,0.780776068598229,False,False,False,8.0,8.0,3.0,5.0,0.7621587448818691,0.6999911070539122,0.733396188744195,0.709893928053714,0.06216763782795687,0.023502260690481003,0.25,0.5196969696969697,False,False,False
DOCETAXEL (BRD:BRD-K30577245-001-05-0),13,13,0.23626373626373626,0.43708354383118136,positive,0.7799208652754643,False,False,False,,,,,,,,,,,,,,,
DOLASTATIN-10 (BRD:BRD-K78567475-001-01-4),21,21,0.4142857142857143,0.061879942683025164,positive,0.38209782789588265,False,False,True,8.0,8.0,3.0,5.0,0.2961351033606263,0.11332772196206949,0.274578843048274,0.0924247457825988,0.18280738139855685,0.18215409726567522,0.03571428571428571,0.33220338983050846,False,True,True
DOLUTEGRAVIR (BRD:BRD-K36386086-001-01-1),17,17,-0.4852941176470589,0.048308194284258345,negative,0.3525300458925629,False,True,True,6.0,6.0,3.0,3.0,0.839443656560431,0.8795545961869796,0.828398018775616,0.896510501658927,-0.04011093962654866,-0.06811248288331095,0.2,0.519205298013245,False,False,False
DOMIPHEN (BRD:BRD-K30431096-004-01-3),17,17,0.46813725490196084,0.058071924895836145,positive,0.3782528700529743,False,False,True,,,,,,,,,,,,,,,
DOVITINIB (BRD:BRD-K85402309-043-01-9),16,16,-0.25,0.35039147910720203,negative,0.7491420727643084,False,False,False,,,,,,,,,,,,,,,
DOXIFLURIDINE (BRD:BRD-K58262659-001-09-7),14,14,0.1252747252747253,0.6695823965448445,positive,0.8944648353238998,False,False,False,,,,,,,,,,,,,,,
DOXORUBICIN (BRD:BRD-K92093830-003-30-8),21,21,0.26493506493506497,0.24579261871540742,positive,0.6680064625656237,False,False,False,7.0,7.0,3.0,4.0,0.655317467585506,0.570460873411582,0.662443737213834,0.556735281981418,0.084856594173924,0.10570845523241601,0.11428571428571428,0.3733333333333333,False,False,False
DPI-201106 (BRD:BRD-A64553394-001-04-4),18,18,0.06914344685242517,0.785147870866694,positive,0.9402289225394803,False,False,False,7.0,7.0,3.0,4.0,0.8093763508055263,0.8149640712667945,0.779392118841364,0.811285554898312,-0.0055877204612682085,-0.031893436056948055,0.6285714285714286,0.8589641434262948,False,False,False
DRONEDARONE (BRD:BRD-K05524748-003-04-4),19,19,-0.14736842105263157,0.5471363428592276,negative,0.8343473658608532,False,False,False,,,,,,,,,,,,,,,
DROSPIRENONE (BRD:BRD-K04394237-001-03-7),16,16,0.032352941176470584,0.9053195187918449,positive,0.9770759160106299,False,False,False,,,,,,,,,,,,,,,
E7449 (BRD:BRD-K05444225-001-01-7),16,16,-0.24705882352941175,0.35627504151257744,negative,0.7508135123045486,False,False,False,,,,,,,,,,,,,,,
EBASTINE (BRD:BRD-K13314656-001-01-0),20,20,-0.23308270676691725,0.3226780250046228,negative,0.7331363636513977,False,False,False,,,,,,,,,,,,,,,
ECAMSULE-TRIETHANOLAMINE (BRD:BRD-A47953250-001-01-7),11,11,0.10909090909090911,0.7495085962341481,positive,0.9308243185298914,False,False,False,,,,,,,,,,,,,,,
ECHINOMYCIN (BRD:BRD-A68969091-001-12-7),21,21,0.2584415584415584,0.2579885873988545,positive,0.6800117094722046,False,False,False,7.0,7.0,3.0,4.0,0.23836826484877163,0.18030458647990075,0.283495979671008,0.142304469767109,0.058063678368870886,0.14119150990389898,0.6285714285714286,0.8589641434262948,False,False,False
EFONIDIPINE-MONOETHANOLATE (BRD:BRD-M92675308-003-07-1),14,14,-0.18681318681318684,0.5225040123791592,negative,0.8235977272609553,False,False,False,,,,,,,,,,,,,,,
EKB 569 (BRD:BRD-K08799216-001-05-3),17,17,-0.19117647058823534,0.46232612062451384,negative,0.7911510940144296,False,False,False,7.0,7.0,3.0,4.0,0.8222612961217782,0.892044001679625,0.7665448944711422,0.9360491252743357,-0.06978270555784682,-0.16950423080319355,0.8571428571428571,0.9639344262295081,False,False,False
ELACRIDAR (BRD:BRD-K88807631-001-01-3),15,15,-0.4964285714285714,0.05979741374992394,negative,0.3782528700529743,False,False,True,,,,,,,,,,,,,,,
ELESCLOMOL (BRD:BRD-K82135108-001-04-3),17,17,0.002450980392156863,0.9925511887884692,positive,0.9970679177476885,False,False,False,,,,,,,,,,,,,,,
ELOXATIN (BRD:BRD-K78960041-001-05-7),17,17,0.35539215686274517,0.16154091235760815,positive,0.570562502447072,False,False,False,,,,,,,,,,,,,,,
ELTROMBOPAG (BRD:BRD-K40496271-396-01-1),14,14,-0.03736263736263736,0.8990930969739669,negative,0.9746808320652924,False,False,False,,,,,,,,,,,,,,,
EMBELIC ACID (BRD:BRD-K86727142-001-12-4),17,17,0.5343137254901961,0.027139775804459698,positive,0.28755148979330303,False,True,True,7.0,7.0,3.0,4.0,0.9363076730947686,0.8872809558591737,0.924872291811778,0.905554845326149,0.04902671723559493,0.019317446485628942,0.05714285714285714,0.33220338983050846,False,False,True
EMETINE (BRD:BRD-A25687296-300-04-3),20,20,0.7233082706766917,0.00031340341734179564,positive,0.06918380437820139,False,True,True,7.0,7.0,3.0,4.0,0.7071823562236513,0.5564118214389765,0.71603303529261,0.5663975671730546,0.15077053478467484,0.14963546811955541,0.05714285714285714,0.33220338983050846,False,False,True
ENDO-IWR-1 (BRD:BRD-K61314889-001-04-4),19,19,0.28947368421052627,0.22933513423022364,positive,0.6595505708441295,False,False,False,6.0,6.0,3.0,3.0,0.8790088931426516,0.82897046993155,0.858072930018707,0.833842934767401,0.050038423211101635,0.02422999525130598,0.1,0.3733333333333333,False,False,False
ENMD-2076 (BRD:BRD-K68488863-001-04-9),18,18,0.06914344685242517,0.785147870866694,positive,0.9402289225394803,False,False,False,,,,,,,,,,,,,,,
ENTINOSTAT (BRD:BRD-K77908580-001-09-6),21,21,0.33896103896103896,0.1328105963995839,positive,0.5308699567441867,False,False,False,8.0,8.0,3.0,5.0,0.85984641465008,0.780295853893444,0.895028537845442,0.828733838910254,0.07955056075663602,0.06629469893518802,0.25,0.5196969696969697,False,False,False
EPINEPHRINE (BRD:BRD-K63126190-003-01-6),16,16,0.07058823529411765,0.7950393023376281,positive,0.9402289225394803,False,False,False,,,,,,,,,,,,,,,
EPIRUBICIN (BRD:BRD-K04548931-003-16-5),11,11,-0.4090909090909091,0.21154501034209602,negative,0.632497173542649,False,False,False,,,,,,,,,,,,,,,
EPLERENONE (BRD:BRD-K19761926-001-03-6),18,18,0.17440660474716205,0.4888387099593369,positive,0.804321107938609,False,False,False,7.0,7.0,3.0,4.0,0.9197269062162,0.8867380414230089,0.927130721137585,0.873217564351472,0.032988864793191075,0.05391315678611297,0.8571428571428571,0.9639344262295081,False,False,False
EPOTHILONE-A (BRD:BRD-K71823332-001-03-7),22,22,0.4138904573687183,0.05550702963051303,positive,0.3741428027766642,False,False,True,8.0,8.0,3.0,5.0,0.5776478975269831,0.4438260864550142,0.579392272535308,0.43736136300633,0.1338218110719689,0.142030909528978,0.07142857142857142,0.35,False,False,True
EPOTHILONE-B (BRD:BRD-K68164687-001-01-6),22,22,0.21174477696216829,0.34415653121964956,positive,0.7411956513828063,False,False,False,8.0,8.0,3.0,5.0,0.380170629482739,0.2622511234767716,0.38543520195372,0.262773043854361,0.1179195060059674,0.12266215809935899,0.14285714285714285,0.3951612903225806,False,False,False
EPOTHILONE-D (BRD:BRD-K52762805-001-01-2),20,20,0.5548872180451127,0.011103504265934592,positive,0.22192498824595153,False,True,True,7.0,7.0,3.0,4.0,0.32382865981036424,0.0971145627720056,0.432611894087301,0.08156790937308755,0.22671409703835865,0.35104398471421344,0.22857142857142856,0.519205298013245,False,False,False
EPRINOMECTIN (BRD:BRD-A91366704-001-01-9),12,12,-0.06293706293706294,0.8459309212287789,negative,0.9638154883161442,False,False,False,,,,,,,,,,,,,,,
EPROBEMIDE (BRD:BRD-K17979676-001-01-2),10,10,-0.0303030303030303,0.9337729580941466,negative,0.9826561405588721,False,False,False,,,,,,,,,,,,,,,
EQUOL (BRD:BRD-K54847683-001-04-0),11,11,-0.05454545454545456,0.8734465775233149,negative,0.9697975468329533,False,False,False,,,,,,,,,,,,,,,
ER-27319 (BRD:BRD-K11927976-050-02-9),22,22,0.4669678147939018,0.028449501046477796,positive,0.28874608533379187,False,True,True,8.0,8.0,3.0,5.0,0.8685297970330407,0.8007372948747861,0.871633460117594,0.819078247188588,0.06779250215825461,0.052555212929006,0.03571428571428571,0.33220338983050846,False,True,True
ERASTIN (BRD:BRD-A25004090-001-08-4),11,11,-0.4272727272727273,0.18994372496542714,negative,0.6076822795089571,False,False,False,,,,,,,,,,,,,,,
ERCALCITRIOL (BRD:BRD-K84163249-001-01-9),13,13,-0.19780219780219782,0.5171309114848299,negative,0.821270854030764,False,False,False,,,,,,,,,,,,,,,
ERDAFITINIB (BRD:BRD-K84868168-001-01-0),10,10,0.29696969696969694,0.40470167127015705,positive,0.7734882591591963,False,False,False,,,,,,,,,,,,,,,
ESTRAMUSTINE (BRD:BRD-A70858459-001-01-7),12,12,0.7342657342657343,0.006543490146837884,positive,0.1697360530283357,False,True,True,,,,,,,,,,,,,,,
ETHACRIDINE-LACTATE-MONOHYDRATE (BRD:BRD-K24715592-406-02-1),16,16,0.15,0.5792486306642535,positive,0.841731368421053,False,False,False,,,,,,,,,,,,,,,
ETOPOSIDE (BRD:BRD-K37798499-001-27-2),16,16,0.18235294117647058,0.4990748572458002,positive,0.807040166382094,False,False,False,,,,,,,,,,,,,,,
ETOPOSIDE-PHOSPHATE (BRD:BRD-K72533376-001-01-2),11,11,-0.20000000000000004,0.5554454421055853,negative,0.8346329721632294,False,False,False,,,,,,,,,,,,,,,
ETP-46464 (BRD:BRD-K24556407-001-02-3),22,22,-0.026538678712591763,0.9066765277008432,negative,0.9770759160106299,False,False,False,8.0,8.0,3.0,5.0,0.8089530898258289,0.802602707283049,0.779348087331022,0.823179792927201,0.006350382542779864,-0.043831705596178994,1.0,1.0,False,False,False
EVACETRAPIB (BRD:BRD-K16551357-001-03-2),17,17,0.08823529411764706,0.7363051515421217,positive,0.9231732340606531,False,False,False,7.0,7.0,3.0,4.0,0.9500698368103843,0.8457000018343664,0.954972852680968,0.8526254828602515,0.10436983497601782,0.10234736982071646,0.4,0.638139534883721,False,False,False
EVEROLIMUS (BRD:BRD-K13514097-001-04-6),11,11,0.09090909090909091,0.7903727377532903,positive,0.9402289225394803,False,False,False,,,,,,,,,,,,,,,
EVODIAMINE (BRD:BRD-A68631409-001-05-4),19,19,-0.021052631578947368,0.9318278746837038,negative,0.9826561405588721,False,False,False,,,,,,,,,,,,,,,
EVP4593 (BRD:BRD-K68395654-001-03-1),22,22,0.17899491812535295,0.4254382439036578,positive,0.7784837999874641,False,False,False,8.0,8.0,3.0,5.0,0.658424201614041,0.5884369181672888,0.577305746313776,0.542575270131905,0.0699872834467522,0.03473047618187097,0.5714285714285714,0.8340425531914892,False,False,False
EX-8678 (BRD:BRD-K07972848-001-02-0),15,15,-0.39999999999999997,0.13959512937214466,negative,0.5454092886531138,False,False,False,,,,,,,,,,,,,,,
EXATECAN-MESYLATE (BRD:BRD-K92150287-066-01-2),15,15,0.47142857142857136,0.07607042915033116,positive,0.4158424847475296,False,False,True,,,,,,,,,,,,,,,
EXEL-2880 (BRD:BRD-K03449891-001-08-6),12,12,-0.04195804195804196,0.8969858708195542,negative,0.9746808320652924,False,False,False,,,,,,,,,,,,,,,
EXELBINE (BRD:BRD-K69280563-001-01-8),22,22,0.38565782044042923,0.07629273219603601,positive,0.4158424847475296,False,False,True,8.0,8.0,3.0,5.0,0.7769296647443861,0.5974788065582339,0.78662715980719,0.600253879615388,0.17945085818615214,0.186373280191802,0.03571428571428571,0.33220338983050846,False,True,True
FDCYD (BRD:BRD-K18157228-001-01-7),18,18,0.07120743034055728,0.7788829476841139,positive,0.9382723639905493,False,False,False,7.0,7.0,3.0,4.0,0.7732990573205649,0.7037063554216055,0.773141054540985,0.711815451714369,0.06959270189895939,0.06132560282661603,0.22857142857142856,0.519205298013245,False,False,False
FEDRATINIB (BRD:BRD-K12502280-001-08-0),19,19,0.1456140350877193,0.5519696732095334,positive,0.8343473658608532,False,False,False,,,,,,,,,,,,,,,
FENBENDAZOLE (BRD:BRD-K51318897-001-15-3),19,19,0.2789473684210526,0.24747875892631568,positive,0.6682683306787056,False,False,False,6.0,6.0,3.0,3.0,0.7183741024516174,0.566308547402947,0.769049567797911,0.472654935882937,0.15206555504867036,0.296394631914974,0.4,0.638139534883721,False,False,False
FENOPROFEN (BRD:BRD-A81129465-001-03-8),13,13,-0.2857142857142857,0.3440002182586698,negative,0.7411956513828063,False,False,False,,,,,,,,,,,,,,,
FERB-033 (BRD:BRD-K61642990-001-01-0),11,11,-0.26363636363636367,0.43344073761161456,negative,0.7797639470669321,False,False,False,,,,,,,,,,,,,,,
FEXINIDAZOLE (BRD:BRD-K37069697-001-01-3),11,11,0.7090909090909092,0.014552051953727713,positive,0.24256264117551216,False,True,True,,,,,,,,,,,,,,,
FILANESIB (BRD:BRD-K37379014-001-02-0),14,14,0.6351648351648352,0.014657881327289134,positive,0.24256264117551216,False,True,True,,,,,,,,,,,,,,,
FK-3311 (BRD:BRD-K38350380-001-01-8),14,14,0.05054945054945055,0.8637420361792153,positive,0.9666466640636846,False,False,False,,,,,,,,,,,,,,,
FK-866 (BRD:BRD-K58550667-001-08-7),15,15,-0.007142857142857141,0.9798442277615982,negative,0.9951893714922184,False,False,False,,,,,,,,,,,,,,,
