compound,n_total,unique_cell_lines,n_high,n_low,auc_mean_high,auc_mean_low,auc_median_high,auc_median_low,delta_mean_high_minus_low,delta_median_high_minus_low,mw_p,mw_fdr,significant_fdr_0_05,significant_p_0_05,significant_p_0_10
GENZ-644282 (BRD:BRD-K99475619-001-01-2),7,7,3,4,0.48777060071941497,0.26269927649186475,0.466130574610746,0.2797689525390915,0.22507132422755022,0.18636162207165446,0.05714285714285714,0.33220338983050846,False,False,True
IXABEPILONE (BRD:BRD-K03601870-001-01-2),7,7,3,4,0.708985446129894,0.6109488721022875,0.711281824028335,0.6121572380003795,0.09803657402760646,0.09912458602795549,0.05714285714285714,0.33220338983050846,False,False,True
JK-184 (BRD:BRD-K38860038-001-01-2),7,7,3,4,0.7153340188122698,0.5616844503062639,0.673645300855512,0.579487914556201,0.15364956850600586,0.09415738629931103,0.05714285714285714,0.33220338983050846,False,False,True
K-858 (BRD:BRD-A67748489-001-10-0),7,7,3,4,0.8096866756132778,0.715540652231357,0.808680612376926,0.712460926170229,0.0941460233819208,0.09621968620669696,0.05714285714285714,0.33220338983050846,False,False,True
NMS-1286937 (BRD:BRD-K83699324-001-01-1),7,7,3,4,0.6042973129073633,0.5206841983863725,0.603278324422409,0.5245158745592959,0.08361311452099085,0.0787624498631131,0.05714285714285714,0.33220338983050846,False,False,True
NSC-3852 (BRD:BRD-K13169950-001-14-4),7,7,3,4,0.9133350243205207,0.838116711726558,0.890047727919858,0.839305033546235,0.07521831259396272,0.050742694373623,0.05714285714285714,0.33220338983050846,False,False,True
NSC-632839 (BRD:BRD-K81197548-003-01-4),7,7,3,4,0.9006624024202123,0.8456012990467413,0.897070247270073,0.8537666864725479,0.05506110337347103,0.043303560797525065,0.05714285714285714,0.33220338983050846,False,False,True
PERUVOSIDE (BRD:BRD-A72716251-001-01-5),7,7,3,4,0.642055095025306,0.5077435657914535,0.636567084411532,0.5529684491660485,0.13431152923385248,0.0835986352454835,0.05714285714285714,0.33220338983050846,False,False,True
PR-619 (BRD:BRD-K54395039-001-01-7),7,7,3,4,0.8757949952317383,0.8267287846468162,0.869889523650758,0.829980029500704,0.04906621058492211,0.03990949415005396,0.05714285714285714,0.33220338983050846,False,False,True
PU-H71 (BRD:BRD-K36529613-001-02-6),7,7,3,4,0.812378468680124,0.6810067332521464,0.785397385592913,0.6766688813012015,0.13137173542797753,0.10872850429171155,0.05714285714285714,0.33220338983050846,False,False,True
SPIRONOLACTONE (BRD:BRD-K90027355-001-13-3),7,7,3,4,0.8424804735535923,0.8015202406578298,0.838032202888164,0.80559695202089,0.04096023289576256,0.03243525086727406,0.05714285714285714,0.33220338983050846,False,False,True
TASELISIB (BRD:BRD-K44844162-001-01-6),7,7,3,4,0.6779779684704271,0.8451985543210332,0.689572764797527,0.84208654449127,-0.16722058585060606,-0.1525137796937429,0.05714285714285714,0.33220338983050846,False,False,True
VALRUBICIN (BRD:BRD-K72951360-001-01-4),7,7,3,4,0.7619465448079724,0.6609454722186311,0.754033847326003,0.653318390801982,0.10100107258934132,0.10071545652402103,0.05714285714285714,0.33220338983050846,False,False,True
XL888 (BRD:BRD-A03506276-001-01-5),7,7,3,4,0.6876994755961796,0.5702274293680798,0.661642749433067,0.581442870999249,0.11747204622809981,0.08019987843381804,0.05714285714285714,0.33220338983050846,False,False,True
ANISOMYCIN (BRD:BRD-K91370081-001-25-1),8,8,3,5,0.8167006699662346,0.6960833522200419,0.831741247291914,0.69239233804205,0.12061731774619266,0.13934890924986398,0.07142857142857142,0.35,False,False,True
BERZOSERTIB (BRD:BRD-K04701033-001-03-9),8,8,3,5,0.7486902764270487,0.585747106426581,0.756553311078853,0.544677817601152,0.16294317000046765,0.21187549347770107,0.07142857142857142,0.35,False,False,True
EPOTHILONE-A (BRD:BRD-K71823332-001-03-7),8,8,3,5,0.5776478975269831,0.4438260864550142,0.579392272535308,0.43736136300633,0.1338218110719689,0.142030909528978,0.07142857142857142,0.35,False,False,True
GW-843682X (BRD:BRD-K90382497-001-10-7),8,8,3,5,0.7925863023622427,0.72299712763363,0.798306953003105,0.718886004476273,0.0695891747286127,0.0794209485268319,0.07142857142857142,0.35,False,False,True
JTC-801 (BRD:BRD-K17705806-003-04-4),8,8,3,5,0.8428826288812084,0.8665624776651193,0.841392996986004,0.860533919262665,-0.02367984878391094,-0.019140922276660977,0.07142857142857142,0.35,False,False,True
LY2784544 (BRD:BRD-K25630527-001-03-8),8,8,3,5,0.9000534388836706,0.742670534617073,0.88233346727984,0.735484940995058,0.15738290426659762,0.14684852628478196,0.07142857142857142,0.35,False,False,True
NERATINIB (BRD:BRD-K85606544-001-09-1),8,8,3,5,0.7277200621205299,0.9103670046072019,0.6875432292406777,0.9327450620755304,-0.18264694248667201,-0.24520183283485275,0.07142857142857142,0.35,False,False,True
PIRENPERONE (BRD:BRD-K25224017-001-25-0),8,8,3,5,0.814889378296353,0.7393991641915982,0.816117610628351,0.729748864624165,0.07549021410475476,0.08636874600418598,0.07142857142857142,0.35,False,False,True
TAK-901 (BRD:BRD-K01683783-001-02-6),8,8,3,5,0.874426609485759,0.7256615598709993,0.899338667571752,0.722483970096204,0.14876504961475967,0.17685469747554794,0.07142857142857142,0.35,False,False,True
TUCATINIB (BRD:BRD-K26026438-001-01-0),8,8,3,5,0.7279584974767846,0.8961828016092692,0.6912884420880188,0.906733126252985,-0.16822430413248457,-0.2154446841649662,0.07142857142857142,0.35,False,False,True
VINFLUNINE (BRD:BRD-K64120610-001-01-4),8,8,3,5,0.8183197137109223,0.5604279255384886,0.906758918129703,0.546445708489661,0.25789178817243363,0.360313209640042,0.07142857142857142,0.35,False,False,True
AMSACRINE (BRD:BRD-K68346641-001-01-4),6,6,3,3,0.7757199121766744,0.6101903535978417,0.765666482224823,0.634424321255811,0.16552955857883267,0.13124216096901198,0.1,0.3733333333333333,False,False,False
