compound,n_total,unique_cell_lines,n_high,n_low,auc_mean_high,auc_mean_low,auc_median_high,auc_median_low,delta_mean_high_minus_low,delta_median_high_minus_low,mw_p,mw_fdr,significant_fdr_0_05,significant_p_0_05,significant_p_0_10
PODOPHYLLOTOXIN (BRD:BRD-K47869605-001-32-0),8,8,3,5,0.626869622898924,0.47132102400187553,0.618436485529126,0.458305319436066,0.15554859889704847,0.16013116609306,0.03571428571428571,0.33220338983050846,False,True,True
RUBITECAN (BRD:BRD-K79821389-001-03-5),8,8,3,5,0.7080956866117353,0.34967117231372435,0.680077380953283,0.352580052073241,0.3584245142980109,0.32749732888004196,0.03571428571428571,0.33220338983050846,False,True,True
SEPANTRONIUM BROMIDE (BRD:BRD-K76703230-004-04-1),8,8,3,5,0.468680569787312,0.1553241479433082,0.431122393535902,0.129887348005173,0.3133564218440038,0.301235045530729,0.03571428571428571,0.33220338983050846,False,True,True
TG-02 (BRD:BRD-K14560436-001-01-4),8,8,3,5,0.832573520395466,0.77641608668338,0.825630273612264,0.7827151001063,0.056157433712085925,0.04291517350596408,0.03571428571428571,0.33220338983050846,False,True,True
TOPOTECAN (BRD:BRD-K55696337-003-24-4),8,8,3,5,0.7622127853506823,0.4499552730166959,0.77099657049264,0.489008464271443,0.31225751233398635,0.281988106221197,0.03571428571428571,0.33220338983050846,False,True,True
VELBAN (BRD:BRD-K06519765-065-01-6),8,8,3,5,0.6342851750863927,0.336962871599765,0.68065142152417,0.309593249505525,0.2973223034866277,0.371058172018645,0.03571428571428571,0.33220338983050846,False,True,True
VERUBULIN (BRD:BRD-K42673188-001-01-1),8,8,3,5,0.5946201535373823,0.30952489968072155,0.598982168700051,0.281035019342229,0.28509525385666074,0.31794714935782203,0.03571428571428571,0.33220338983050846,False,True,True
VINCRISTINE (BRD:BRD-K12251893-065-04-7),8,8,3,5,0.6651868946082613,0.30223855554099266,0.707243624296141,0.213902227713162,0.36294833906726864,0.49334139658297893,0.03571428571428571,0.33220338983050846,False,True,True
VINDESINE (BRD:BRD-K59753975-001-02-6),8,8,3,5,0.7209261645763609,0.42159503669659903,0.768388722091438,0.363532465527401,0.2993311278797619,0.40485625656403706,0.03571428571428571,0.33220338983050846,False,True,True
WP1130 (BRD:BRD-K43644456-001-04-0),8,8,3,5,0.7903730826286056,0.6968874663440007,0.796624469247416,0.698229436110131,0.09348561628460494,0.09839503313728504,0.03571428571428571,0.33220338983050846,False,True,True
10-HYDROXYCAMPTOTHECIN (BRD:BRD-K63784565-001-06-2),7,7,3,4,0.52046181621371,0.2253105742793975,0.526395750484696,0.245346688579506,0.2951512419343125,0.28104906190518997,0.05714285714285714,0.33220338983050846,False,False,True
A-674563 (BRD:BRD-K78177893-001-02-4),7,7,3,4,0.8357008763511403,0.7450839509716514,0.840320687539781,0.746146270454753,0.09061692537948896,0.09417441708502794,0.05714285714285714,0.33220338983050846,False,False,True
