Compuesto completo,Compuesto,n,Líneas celulares,Rho de Spearman,p-valor_Spearman,FDR_Spearman,n HER2-high,n HER2-low,Mediana AUC HER2-high,Mediana AUC HER2-low,Diferencia de medianas,p-valor_MannWhitney,Criterio n>=3,FDR_MannWhitney
CYTOCHLOR (BRD:BRD-K48988407-001-01-2),CYTOCHLOR,17.0,17.0,0.32598039215686275,0.20163694355296405,0.6285637561054869,,,,,,,,
D-64131 (BRD:BRD-K26997899-001-02-2),D-64131,18.0,18.0,0.281733746130031,0.2573753757323143,0.6800117094722046,4.0,4.0,0.7280283158004766,0.6113398589550565,0.11668845684542006,0.34285714285714286,Sí,0.7268978084688055
D-7193 (BRD:BRD-K32372024-001-01-0),D-7193,17.0,17.0,-0.06862745098039216,0.7935424429160596,0.9402289225394803,,,,,,,,
DABRAFENIB (BRD:BRD-K09951645-001-11-8),DABRAFENIB,10.0,10.0,0.49090909090909085,0.1496556734208368,0.5647263232076876,3.0,3.0,0.9550916156890886,0.924200723781636,0.030890891907452644,0.7,Sí,0.9268518518518518
DACARBAZINE (BRD:BRD-K35520305-001-16-9),DACARBAZINE,12.0,12.0,-0.16783216783216784,0.6020994277865379,0.8544481574931787,,,,,,,,
DACINOSTAT (BRD:BRD-K56957086-001-06-3),DACINOSTAT,21.0,21.0,0.2857142857142857,0.2092950927335546,0.6307425490912243,5.0,4.0,0.590974286896577,0.54972845613166,0.04124583076491706,0.19047619047619047,Sí,0.5691542288557214
DACLATASVIR (BRD:BRD-K82861010-001-02-5),DACLATASVIR,14.0,14.0,-0.5340659340659341,0.04915991637198507,0.3558049684955969,,,,,,,,
DACOMITINIB (BRD:BRD-K57169635-001-04-5),DACOMITINIB,20.0,20.0,-0.38947368421052625,0.08961904769837135,0.4396312173203439,5.0,5.0,0.6898761733636252,0.8240575019647307,-0.13418132860110554,0.05555555555555555,Sí,0.38228905597326646
DANUSERTIB (BRD:BRD-K07881437-001-04-6),DANUSERTIB,21.0,21.0,0.4207792207792207,0.05750513790191279,0.3782528700529743,5.0,4.0,0.769277108195846,0.394844315614417,0.37443279258142903,0.031746031746031744,Sí,0.38228905597326646
DAPIVIRINE (BRD:BRD-K12885236-001-02-7),DAPIVIRINE,17.0,17.0,0.6299019607843138,0.00672792962173471,0.1697360530283357,4.0,3.0,0.8873622011480995,0.758176256681432,0.12918594446666753,0.05714285714285714,Sí,0.38228905597326646
DARAPLADIB (BRD:BRD-K19085898-001-01-8),DARAPLADIB,17.0,17.0,0.11029411764705883,0.6734589975422938,0.8982844332777121,4.0,4.0,0.9329995082058815,0.941266205935576,-0.008266697729694461,1.0,Sí,1.0
DARIFENACIN (BRD:BRD-K95773607-004-03-8),DARIFENACIN,14.0,14.0,-0.3406593406593406,0.23331605103682382,0.6595505708441295,3.0,3.0,0.872958097523862,0.911773772502339,-0.038815674978477044,0.1,Sí,0.42448979591836733
DASATINIB (BRD:BRD-K49328571-001-15-0),DASATINIB,12.0,12.0,-0.07692307692307693,0.8121826980280591,0.948620796770868,,,,,,,,
DAUNORUBICIN (BRD:BRD-K43389675-001-02-1),DAUNORUBICIN,19.0,19.0,0.5157894736842105,0.02379180877011268,0.2755039064647447,5.0,4.0,0.8467139641436761,0.7610686208421683,0.08564534330150775,0.1111111111111111,Sí,0.42448979591836733
DCEBIO (BRD:BRD-K89299012-001-06-0),DCEBIO,18.0,18.0,0.6305469556243549,0.005025142219255446,0.16434076220750218,4.0,4.0,0.884385600393041,0.79070284539438,0.09368275499866108,0.02857142857142857,Sí,0.38228905597326646
DECITABINE (BRD:BRD-K79254416-001-21-8),DECITABINE,16.0,16.0,0.2647058823529412,0.3218043958686153,0.7331363636513977,3.0,4.0,0.9508938260956596,0.7938739866519122,0.15701983944374742,0.4,Sí,0.7268978084688055
DEFACTINIB (BRD:BRD-K43578482-001-01-4),DEFACTINIB,15.0,15.0,-0.13214285714285715,0.6387442188840664,0.8725981673429464,,,,,,,,
DEFLAZACORT (BRD:BRD-K96006502-001-02-6),DEFLAZACORT,14.0,14.0,0.1076923076923077,0.7140308087262492,0.9177426551750772,,,,,,,,
DEFOROLIMUS (BRD:BRD-K62304154-001-04-2),DEFOROLIMUS,21.0,21.0,-0.07532467532467534,0.7455550758529895,0.9308243185298914,5.0,5.0,0.629538686062214,0.565018146050756,0.06452054001145802,1.0,Sí,1.0
DELANZOMIB (BRD:BRD-K59325863-001-02-8),DELANZOMIB,22.0,22.0,0.012987012987012988,0.9542576793321902,0.9893725661698659,5.0,5.0,0.454709137492305,0.460368911210944,-0.005659773718638961,0.8412698412698413,Sí,1.0
DEOXYCORTICOSTERONE-ACETATE (BRD:BRD-K24556098-001-16-7),DEOXYCORTICOSTERONE-ACETATE,21.0,21.0,0.34675324675324676,0.12357109818269166,0.5122689187573556,5.0,5.0,0.7476907805755,0.736770829203966,0.010919951371534009,0.42063492063492064,Sí,0.7268978084688055
DEQUALINIUM (BRD:BRD-K77685957-300-09-1),DEQUALINIUM,18.0,18.0,-0.11455108359133126,0.6508342238705321,0.882292168234789,,,,,,,,
DESONIDE (BRD:BRD-K21528677-001-02-8),DESONIDE,11.0,11.0,0.10000000000000002,0.7698749998921367,0.9382723639905493,,,,,,,,
DEXRAZOXANE (BRD:BRD-K07265709-003-05-6),DEXRAZOXANE,19.0,19.0,0.4333333333333333,0.06382621222101989,0.38609573035697053,3.0,4.0,0.883496072194134,0.7883224638598675,0.09517360833426647,0.11428571428571428,Sí,0.42448979591836733
DIANHYDROGALACTITOL (BRD:BRD-K68502831-001-01-2),DIANHYDROGALACTITOL,18.0,18.0,0.1991744066047472,0.42815803191920493,0.7784837999874641,4.0,5.0,0.817067306485864,0.809236739720329,0.007830566765535063,0.5555555555555556,Sí,0.8635265700483092
DICHLOROACETATE (BRD:BRD-M97302542-001-04-4),DICHLOROACETATE,,,,,,3.0,3.0,0.9632875809886324,0.9255579871281284,0.03772959386050401,0.2,Sí,0.5691542288557214
DICHLORVOS (BRD:BRD-K23779958-001-05-8),DICHLORVOS,21.0,21.0,0.16623376623376623,0.471422022315551,0.7928869441992983,5.0,5.0,0.79647649456756,0.796106600882539,0.0003698936850209389,0.8412698412698413,Sí,1.0
DICLAZURIL (BRD:BRD-A06426627-001-03-5),DICLAZURIL,20.0,20.0,0.5338345864661653,0.015337046800217394,0.2441677750204731,4.0,4.0,0.865276335393425,0.7863983975753774,0.07887793781804753,0.02857142857142857,Sí,0.38228905597326646
DIFLUPREDNATE (BRD:BRD-K33720171-001-01-0),DIFLUPREDNATE,20.0,20.0,0.24661654135338343,0.2945519940720424,0.7113692473211594,4.0,5.0,0.8505397096729845,0.793886851465108,0.05665285820787658,0.19047619047619047,Sí,0.5691542288557214
DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),DIGITOXIGENIN,22.0,22.0,0.21964991530208924,0.32601325111651935,0.7339887610086854,5.0,5.0,0.711250227258069,0.665473196485823,0.04577703077224593,0.5476190476190477,Sí,0.8635265700483092
DIGITOXIN (BRD:BRD-A93236127-001-04-5),DIGITOXIN,11.0,11.0,-0.07272727272727274,0.831716405381337,0.9537734882489877,,,,,,,,
DIGOXIGENIN (BRD:BRD-K18619710-001-14-4),DIGOXIGENIN,19.0,19.0,-0.08596491228070174,0.7263970439793996,0.9212238582232287,5.0,5.0,0.865823664460373,0.872616954257704,-0.00679328979733107,0.8412698412698413,Sí,1.0
DIGOXIN (BRD:BRD-A94756469-001-04-7),DIGOXIN,20.0,20.0,0.024060150375939848,0.9197997451459456,0.9785339457396024,4.0,4.0,0.6395836998577775,0.599063538498091,0.0405201613596865,0.4857142857142857,Sí,0.8123642439431913
DIHYDROMYRICETIN (BRD:BRD-K01614093-001-02-6),DIHYDROMYRICETIN,15.0,15.0,0.18214285714285713,0.5158816817070393,0.8207631080131814,,,,,,,,
DINACICLIB (BRD:BRD-K13662825-001-07-5),DINACICLIB,21.0,21.0,0.7779220779220779,3.305455558896248e-05,0.02918717258505387,4.0,5.0,0.781549987843766,0.554394719775519,0.22715526806824693,0.015873015873015872,Sí,0.38228905597326646
DIOSCIN (BRD:BRD-K37723606-001-01-5),DIOSCIN,21.0,21.0,0.3,0.18641143545847969,0.604994430854705,5.0,5.0,0.858108402774129,0.829146281218645,0.028962121555484055,0.30952380952380953,Sí,0.7081904761904761
DIPHENYLENEIODONIUM (BRD:BRD-K65814004-003-02-9),DIPHENYLENEIODONIUM,19.0,19.0,0.04035087719298246,0.8697227104002634,0.9697975468329533,4.0,4.0,0.5623005310760965,0.479548061984731,0.08275246909136547,0.34285714285714286,Sí,0.7268978084688055
DISULFIRAM (BRD:BRD-K32744045-001-31-2),DISULFIRAM,22.0,22.0,0.16996047430830044,0.44954166436454235,0.780776068598229,5.0,5.0,0.733396188744195,0.709893928053714,0.023502260690481003,0.30952380952380953,Sí,0.7081904761904761
DOCETAXEL (BRD:BRD-K30577245-001-05-0),DOCETAXEL,13.0,13.0,0.23626373626373626,0.43708354383118136,0.7799208652754643,,,,,,,,
DOLASTATIN-10 (BRD:BRD-K78567475-001-01-4),DOLASTATIN-10,21.0,21.0,0.4142857142857143,0.061879942683025164,0.38209782789588265,5.0,5.0,0.274578843048274,0.0924247457825988,0.18215409726567522,0.15079365079365079,Sí,0.5291654494108482
DOLUTEGRAVIR (BRD:BRD-K36386086-001-01-1),DOLUTEGRAVIR,17.0,17.0,-0.4852941176470589,0.048308194284258345,0.3525300458925629,4.0,3.0,0.8486809171568435,0.896510501658927,-0.04782958450208352,0.22857142857142856,Sí,0.5889317889317889
DOMIPHEN (BRD:BRD-K30431096-004-01-3),DOMIPHEN,17.0,17.0,0.46813725490196084,0.058071924895836145,0.3782528700529743,3.0,4.0,0.905912449711381,0.8606608598796559,0.04525158983172506,0.11428571428571428,Sí,0.42448979591836733
DOVITINIB (BRD:BRD-K85402309-043-01-9),DOVITINIB,16.0,16.0,-0.25,0.35039147910720203,0.7491420727643084,3.0,5.0,0.9185964480310572,0.9404613738744074,-0.021864925843350203,0.5714285714285714,Sí,0.8669950738916256
DOXIFLURIDINE (BRD:BRD-K58262659-001-09-7),DOXIFLURIDINE,14.0,14.0,0.1252747252747253,0.6695823965448445,0.8944648353238998,,,,,,,,
DOXORUBICIN (BRD:BRD-K92093830-003-30-8),DOXORUBICIN,21.0,21.0,0.26493506493506497,0.24579261871540742,0.6680064625656237,5.0,4.0,0.622687177938792,0.556735281981418,0.06595189595737405,0.1111111111111111,Sí,0.42448979591836733
DPI-201106 (BRD:BRD-A64553394-001-04-4),DPI-201106,18.0,18.0,0.06914344685242517,0.785147870866694,0.9402289225394803,4.0,4.0,0.837118818510105,0.811285554898312,0.025833263611792945,1.0,Sí,1.0
DRONEDARONE (BRD:BRD-K05524748-003-04-4),DRONEDARONE,19.0,19.0,-0.14736842105263157,0.5471363428592276,0.8343473658608532,3.0,4.0,0.846256797013009,0.875868974326449,-0.029612177313439902,0.11428571428571428,Sí,0.42448979591836733
DROSPIRENONE (BRD:BRD-K04394237-001-03-7),DROSPIRENONE,16.0,16.0,0.032352941176470584,0.9053195187918449,0.9770759160106299,3.0,3.0,0.979162987952817,0.876003897627527,0.10315909032529003,0.7,Sí,0.9268518518518518
E7449 (BRD:BRD-K05444225-001-01-7),E7449,16.0,16.0,-0.24705882352941175,0.35627504151257744,0.7508135123045486,,,,,,,,
EBASTINE (BRD:BRD-K13314656-001-01-0),EBASTINE,20.0,20.0,-0.23308270676691725,0.3226780250046228,0.7331363636513977,3.0,5.0,0.914009491493016,0.938691235877808,-0.02468174438479198,0.5714285714285714,Sí,0.8669950738916256
ECAMSULE-TRIETHANOLAMINE (BRD:BRD-A47953250-001-01-7),ECAMSULE-TRIETHANOLAMINE,11.0,11.0,0.10909090909090911,0.7495085962341481,0.9308243185298914,,,,,,,,
ECHINOMYCIN (BRD:BRD-A68969091-001-12-7),ECHINOMYCIN,21.0,21.0,0.2584415584415584,0.2579885873988545,0.6800117094722046,5.0,4.0,0.258198797950187,0.142304469767109,0.11589432818307802,0.4126984126984127,Sí,0.7268978084688055
EFONIDIPINE-MONOETHANOLATE (BRD:BRD-M92675308-003-07-1),EFONIDIPINE-MONOETHANOLATE,14.0,14.0,-0.18681318681318684,0.5225040123791592,0.8235977272609553,,,,,,,,
EKB 569 (BRD:BRD-K08799216-001-05-3),EKB 569,17.0,17.0,-0.19117647058823534,0.46232612062451384,0.7911510940144296,5.0,4.0,0.7665448944711422,0.9360491252743357,-0.16950423080319355,0.4126984126984127,Sí,0.7268978084688055
ELACRIDAR (BRD:BRD-K88807631-001-01-3),ELACRIDAR,15.0,15.0,-0.4964285714285714,0.05979741374992394,0.3782528700529743,,,,,,,,
ELESCLOMOL (BRD:BRD-K82135108-001-04-3),ELESCLOMOL,17.0,17.0,0.002450980392156863,0.9925511887884692,0.9970679177476885,4.0,5.0,0.7064430422942256,0.6204481431542304,0.08599489913999525,0.7301587301587302,Sí,0.9301799413157988
ELOXATIN (BRD:BRD-K78960041-001-05-7),ELOXATIN,17.0,17.0,0.35539215686274517,0.16154091235760815,0.570562502447072,4.0,5.0,0.895708730777239,0.800239690612781,0.09546904016445801,0.2857142857142857,Sí,0.6838015540944411
ELTROMBOPAG (BRD:BRD-K40496271-396-01-1),ELTROMBOPAG,14.0,14.0,-0.03736263736263736,0.8990930969739669,0.9746808320652924,,,,,,,,
EMBELIC ACID (BRD:BRD-K86727142-001-12-4),EMBELIC ACID,17.0,17.0,0.5343137254901961,0.027139775804459698,0.28755148979330303,4.0,4.0,0.9450671917047965,0.905554845326149,0.03951234637864742,0.02857142857142857,Sí,0.38228905597326646
EMETINE (BRD:BRD-A25687296-300-04-3),EMETINE,20.0,20.0,0.7233082706766917,0.00031340341734179564,0.06918380437820139,4.0,4.0,0.722438946335915,0.5663975671730546,0.15604137916286043,0.02857142857142857,Sí,0.38228905597326646
ENDO-IWR-1 (BRD:BRD-K61314889-001-04-4),ENDO-IWR-1,19.0,19.0,0.28947368421052627,0.22933513423022364,0.6595505708441295,4.0,3.0,0.8743039263947675,0.833842934767401,0.040460991627366494,0.05714285714285714,Sí,0.38228905597326646
ENMD-2076 (BRD:BRD-K68488863-001-04-9),ENMD-2076,18.0,18.0,0.06914344685242517,0.785147870866694,0.9402289225394803,3.0,3.0,0.921098302593459,0.881194615031166,0.03990368756229301,0.4,Sí,0.7268978084688055
ENTINOSTAT (BRD:BRD-K77908580-001-09-6),ENTINOSTAT,21.0,21.0,0.33896103896103896,0.1328105963995839,0.5308699567441867,5.0,5.0,0.895028537845442,0.828733838910254,0.06629469893518802,0.15079365079365079,Sí,0.5291654494108482
EPINEPHRINE (BRD:BRD-K63126190-003-01-6),EPINEPHRINE,16.0,16.0,0.07058823529411765,0.7950393023376281,0.9402289225394803,3.0,3.0,0.944907941149251,0.920795754793839,0.024112186355412013,0.7,Sí,0.9268518518518518
EPIRUBICIN (BRD:BRD-K04548931-003-16-5),EPIRUBICIN,11.0,11.0,-0.4090909090909091,0.21154501034209602,0.632497173542649,,,,,,,,
EPLERENONE (BRD:BRD-K19761926-001-03-6),EPLERENONE,18.0,18.0,0.17440660474716205,0.4888387099593369,0.804321107938609,4.0,4.0,0.881785542548341,0.873217564351472,0.008567978196868942,0.8857142857142857,Sí,1.0
EPOTHILONE-A (BRD:BRD-K71823332-001-03-7),EPOTHILONE-A,22.0,22.0,0.4138904573687183,0.05550702963051303,0.3741428027766642,5.0,5.0,0.579392272535308,0.43736136300633,0.142030909528978,0.2222222222222222,Sí,0.5889317889317889
EPOTHILONE-B (BRD:BRD-K68164687-001-01-6),EPOTHILONE-B,22.0,22.0,0.21174477696216829,0.34415653121964956,0.7411956513828063,5.0,5.0,0.38543520195372,0.262773043854361,0.12266215809935899,0.2222222222222222,Sí,0.5889317889317889
EPOTHILONE-D (BRD:BRD-K52762805-001-01-2),EPOTHILONE-D,20.0,20.0,0.5548872180451127,0.011103504265934592,0.22192498824595153,4.0,4.0,0.40976855549644353,0.08156790937308755,0.328200646123356,0.11428571428571428,Sí,0.42448979591836733
EPRINOMECTIN (BRD:BRD-A91366704-001-01-9),EPRINOMECTIN,12.0,12.0,-0.06293706293706294,0.8459309212287789,0.9638154883161442,,,,,,,,
EPROBEMIDE (BRD:BRD-K17979676-001-01-2),EPROBEMIDE,10.0,10.0,-0.0303030303030303,0.9337729580941466,0.9826561405588721,,,,,,,,
EQUOL (BRD:BRD-K54847683-001-04-0),EQUOL,11.0,11.0,-0.05454545454545456,0.8734465775233149,0.9697975468329533,,,,,,,,
ER-27319 (BRD:BRD-K11927976-050-02-9),ER-27319,22.0,22.0,0.4669678147939018,0.028449501046477796,0.28874608533379187,5.0,5.0,0.863316122940566,0.819078247188588,0.04423787575197802,0.007936507936507936,Sí,0.38228905597326646
ERASTIN (BRD:BRD-A25004090-001-08-4),ERASTIN,11.0,11.0,-0.4272727272727273,0.18994372496542714,0.6076822795089571,,,,,,,,
ERCALCITRIOL (BRD:BRD-K84163249-001-01-9),ERCALCITRIOL,13.0,13.0,-0.19780219780219782,0.5171309114848299,0.821270854030764,,,,,,,,
ERDAFITINIB (BRD:BRD-K84868168-001-01-0),ERDAFITINIB,10.0,10.0,0.29696969696969694,0.40470167127015705,0.7734882591591963,,,,,,,,
ESTRAMUSTINE (BRD:BRD-A70858459-001-01-7),ESTRAMUSTINE,12.0,12.0,0.7342657342657343,0.006543490146837884,0.1697360530283357,,,,,,,,
ETHACRIDINE-LACTATE-MONOHYDRATE (BRD:BRD-K24715592-406-02-1),ETHACRIDINE-LACTATE-MONOHYDRATE,16.0,16.0,0.15,0.5792486306642535,0.841731368421053,3.0,3.0,0.840241546477658,0.807204641891735,0.03303690458592301,0.4,Sí,0.7268978084688055
ETOPOSIDE (BRD:BRD-K37798499-001-27-2),ETOPOSIDE,16.0,16.0,0.18235294117647058,0.4990748572458002,0.807040166382094,,,,,,,,
ETOPOSIDE-PHOSPHATE (BRD:BRD-K72533376-001-01-2),ETOPOSIDE-PHOSPHATE,11.0,11.0,-0.20000000000000004,0.5554454421055853,0.8346329721632294,,,,,,,,
ETP-46464 (BRD:BRD-K24556407-001-02-3),ETP-46464,22.0,22.0,-0.026538678712591763,0.9066765277008432,0.9770759160106299,5.0,5.0,0.779348087331022,0.823179792927201,-0.043831705596178994,1.0,Sí,1.0
EVACETRAPIB (BRD:BRD-K16551357-001-03-2),EVACETRAPIB,17.0,17.0,0.08823529411764706,0.7363051515421217,0.9231732340606531,4.0,4.0,0.9437864915279706,0.8526254828602515,0.09116100866771903,0.4857142857142857,Sí,0.8123642439431913
EVEROLIMUS (BRD:BRD-K13514097-001-04-6),EVEROLIMUS,11.0,11.0,0.09090909090909091,0.7903727377532903,0.9402289225394803,,,,,,,,
EVODIAMINE (BRD:BRD-A68631409-001-05-4),EVODIAMINE,19.0,19.0,-0.021052631578947368,0.9318278746837038,0.9826561405588721,3.0,5.0,0.832699852283405,0.823725337086374,0.008974515197031074,0.5714285714285714,Sí,0.8669950738916256
EVP4593 (BRD:BRD-K68395654-001-03-1),EVP4593,22.0,22.0,0.17899491812535295,0.4254382439036578,0.7784837999874641,5.0,5.0,0.613850288408304,0.542575270131905,0.07127501827639904,0.42063492063492064,Sí,0.7268978084688055
EX-8678 (BRD:BRD-K07972848-001-02-0),EX-8678,15.0,15.0,-0.39999999999999997,0.13959512937214466,0.5454092886531138,3.0,4.0,0.459131547018241,0.5512947822060119,-0.09216323518777092,0.22857142857142856,Sí,0.5889317889317889
EXATECAN-MESYLATE (BRD:BRD-K92150287-066-01-2),EXATECAN-MESYLATE,15.0,15.0,0.47142857142857136,0.07607042915033116,0.4158424847475296,,,,,,,,
EXEL-2880 (BRD:BRD-K03449891-001-08-6),EXEL-2880,12.0,12.0,-0.04195804195804196,0.8969858708195542,0.9746808320652924,,,,,,,,
EXELBINE (BRD:BRD-K69280563-001-01-8),EXELBINE,22.0,22.0,0.38565782044042923,0.07629273219603601,0.4158424847475296,5.0,5.0,0.78662715980719,0.600253879615388,0.186373280191802,0.15079365079365079,Sí,0.5291654494108482
FDCYD (BRD:BRD-K18157228-001-01-7),FDCYD,18.0,18.0,0.07120743034055728,0.7788829476841139,0.9382723639905493,3.0,4.0,0.773141054540985,0.711815451714369,0.06132560282661603,0.22857142857142856,Sí,0.5889317889317889
FEDRATINIB (BRD:BRD-K12502280-001-08-0),FEDRATINIB,19.0,19.0,0.1456140350877193,0.5519696732095334,0.8343473658608532,3.0,5.0,0.891292508759454,0.857750331980202,0.033542176779251975,0.5714285714285714,Sí,0.8669950738916256
FENBENDAZOLE (BRD:BRD-K51318897-001-15-3),FENBENDAZOLE,19.0,19.0,0.2789473684210526,0.24747875892631568,0.6682683306787056,4.0,3.0,0.7794868801699946,0.472654935882937,0.30683194428705757,0.22857142857142856,Sí,0.5889317889317889
FENOPROFEN (BRD:BRD-A81129465-001-03-8),FENOPROFEN,13.0,13.0,-0.2857142857142857,0.3440002182586698,0.7411956513828063,,,,,,,,
FERB-033 (BRD:BRD-K61642990-001-01-0),FERB-033,11.0,11.0,-0.26363636363636367,0.43344073761161456,0.7797639470669321,,,,,,,,
FEXINIDAZOLE (BRD:BRD-K37069697-001-01-3),FEXINIDAZOLE,11.0,11.0,0.7090909090909092,0.014552051953727713,0.24256264117551216,,,,,,,,
FILANESIB (BRD:BRD-K37379014-001-02-0),FILANESIB,14.0,14.0,0.6351648351648352,0.014657881327289134,0.24256264117551216,,,,,,,,
FK-3311 (BRD:BRD-K38350380-001-01-8),FK-3311,14.0,14.0,0.05054945054945055,0.8637420361792153,0.9666466640636846,3.0,3.0,0.845555941610397,0.86740259712199,-0.021846655511592927,1.0,Sí,1.0
FK-866 (BRD:BRD-K58550667-001-08-7),FK-866,15.0,15.0,-0.007142857142857141,0.9798442277615982,0.9951893714922184,,,,,,,,
FLI-06 (BRD:BRD-A44500574-001-01-8),FLI-06,12.0,12.0,0.09090909090909093,0.7787253962454419,0.9382723639905493,,,,,,,,
FLOXURIDINE (BRD:BRD-K47832606-001-30-1),FLOXURIDINE,20.0,20.0,0.4120300751879699,0.07104721866412453,0.41196636887186605,5.0,4.0,0.769721495140663,0.6458008180850755,0.12392067705558751,0.031746031746031744,Sí,0.38228905597326646
FLUBENDAZOLE (BRD:BRD-K86003836-001-10-5),FLUBENDAZOLE,19.0,19.0,0.12280701754385966,0.6164660517594382,0.8612967147208607,,,,,,,,
FLUDARA (BRD:BRD-K66788707-001-14-3),FLUDARA,11.0,11.0,0.5,0.11730680301423817,0.5051310020891897,,,,,,,,
FLUDARABINE-PHOSPHATE (BRD:BRD-K71106091-001-06-1),FLUDARABINE-PHOSPHATE,13.0,13.0,0.010989010989010988,0.971577682777073,0.9917954842683878,,,,,,,,
FLUMETHASONE (BRD:BRD-K61496577-001-20-2),FLUMETHASONE,11.0,11.0,0.3181818181818182,0.34029761418190335,0.7401054022724647,3.0,3.0,0.961396175105014,0.837129747405944,0.12426642769906993,0.4,Sí,0.7268978084688055
FLUOROMETHOLONE (BRD:BRD-A13133631-001-04-0),FLUOROMETHOLONE,17.0,17.0,0.058823529411764705,0.8225588681711513,0.9506799484229406,,,,,,,,
FLUOROURACIL (BRD:BRD-K24844714-001-24-5),FLUOROURACIL,13.0,13.0,0.07142857142857142,0.8166280406760861,0.9492062708517403,,,,,,,,
FLUTICASONE-PROPIONATE (BRD:BRD-K62310379-001-10-5),FLUTICASONE-PROPIONATE,17.0,17.0,-0.07598039215686275,0.7719448512425435,0.9382723639905493,4.0,3.0,0.8709391998262925,0.896674938023987,-0.02573573819769448,1.0,Sí,1.0
FLUVASTATIN (BRD:BRD-K66296774-236-11-3),FLUVASTATIN,21.0,21.0,0.33766233766233766,0.13439697248841173,0.5308699567441867,5.0,5.0,0.87080430040993,0.763689898764151,0.1071144016457789,0.09523809523809523,Sí,0.42448979591836733
FOSBRETABULIN (BRD:BRD-K06814349-304-02-7),FOSBRETABULIN,14.0,14.0,0.3186813186813187,0.26678496081136144,0.6830530000476708,,,,,,,,
FOSCARNET (BRD:BRD-K85146014-314-05-4),FOSCARNET,15.0,15.0,-0.024999999999999998,0.9295289708192378,0.9826561405588721,3.0,4.0,0.893998478459532,0.8937088213605555,0.0002896570989764369,1.0,Sí,1.0
FR-139317 (BRD:BRD-K19318328-001-01-3),FR-139317,10.0,10.0,0.06666666666666665,0.8548130882487427,0.9639855930264206,,,,,,,,
FRENTIZOLE (BRD:BRD-K07202345-001-19-4),FRENTIZOLE,19.0,19.0,-0.24035087719298245,0.32160243714265596,0.7331363636513977,4.0,5.0,0.7746333815124304,0.820385720146078,-0.04575233863364758,0.2857142857142857,Sí,0.6838015540944411
FUDOSTEINE (BRD:BRD-K54838207-001-03-8),FUDOSTEINE,11.0,11.0,0.36363636363636365,0.27163754099382253,0.6853027105644152,,,,,,,,
G-1 (BRD:BRD-K62696033-001-01-4),G-1,16.0,16.0,-0.23823529411764705,0.37425412972798855,0.7641955766791809,,,,,,,,
GALETERONE (BRD:BRD-A07986123-001-02-8),GALETERONE,20.0,20.0,-0.4360902255639097,0.05458409967322206,0.3741428027766642,5.0,4.0,0.790973225058534,0.8248154991182325,-0.03384227405969853,0.19047619047619047,Sí,0.5691542288557214
GAMBOGIC-ACID (BRD:BRD-K08542803-001-02-3),GAMBOGIC-ACID,21.0,21.0,0.22467532467532467,0.3275102738815652,0.7339887610086854,4.0,5.0,0.7029362894060869,0.6657295270627336,0.037206762343353295,0.5555555555555556,Sí,0.8635265700483092
GANETESPIB (BRD:BRD-K38852836-001-02-1),GANETESPIB,16.0,16.0,0.01764705882352941,0.9482801500547113,0.9893725661698659,,,,,,,,
GASTRODIN (BRD:BRD-K81613478-001-01-8),GASTRODIN,15.0,15.0,-0.25357142857142856,0.3618161038158894,0.7573771421435671,,,,,,,,
GDC-0152 (BRD:BRD-K68938568-001-01-7),GDC-0152,16.0,16.0,0.0823529411764706,0.7617330787524739,0.9346575308954613,,,,,,,,
GDC-0349 (BRD:BRD-K43187018-001-03-3),GDC-0349,21.0,21.0,-0.07792207792207792,0.7370748924266822,0.9231732340606531,4.0,5.0,0.6907051183399799,0.67544760987334,0.01525750846663998,0.9047619047619049,Sí,1.0
GDC-0980 (BRD:BRD-K23228615-001-02-8),GDC-0980,17.0,17.0,-0.14705882352941177,0.5732772908660001,0.8395769081701513,5.0,3.0,0.7510249796669406,0.8001949078856424,-0.04916992821870181,0.7857142857142857,Sí,0.9834323226008127
GEFITINIB (BRD:BRD-K64052750-001-22-5),GEFITINIB,18.0,18.0,-0.5583075335397317,0.01603820039772077,0.2441677750204731,5.0,4.0,0.6751559262881893,0.9187664431011355,-0.2436105168129462,0.015873015873015872,Sí,0.38228905597326646
GEMCITABINE (BRD:BRD-K15108141-001-06-6),GEMCITABINE,17.0,17.0,0.6397058823529412,0.005684790088863981,0.1697360530283357,4.0,4.0,0.5082607348699275,0.202655840049217,0.3056048948207105,0.02857142857142857,Sí,0.38228905597326646
GENIPIN (BRD:BRD-K28824103-001-02-8),GENIPIN,18.0,18.0,0.4757481940144479,0.0459785720312123,0.3525300458925629,4.0,5.0,0.9368982587066506,0.797229072999745,0.13966918570690556,0.06349206349206349,Sí,0.38228905597326646
GENZ-644282 (BRD:BRD-K99475619-001-01-2),GENZ-644282,21.0,21.0,0.6246753246753247,0.002467394475033326,0.14848690265381279,5.0,4.0,0.441138663779056,0.2797689525390915,0.16136971123996446,0.015873015873015872,Sí,0.38228905597326646
GGTI-298 (BRD:BRD-K19669037-001-01-1),GGTI-298,10.0,10.0,0.19999999999999998,0.5795840000000002,0.841731368421053,,,,,,,,
GINKGOLIDE-A (BRD:BRD-A95121829-001-08-9),GINKGOLIDE-A,12.0,12.0,-0.08391608391608392,0.7954145018538978,0.9402289225394803,,,,,,,,
