Compuesto completo,Compuesto,n,Líneas celulares,Rho de Spearman,p-valor_Spearman,FDR_Spearman,n HER2-high,n HER2-low,Mediana AUC HER2-high,Mediana AUC HER2-low,Diferencia de medianas,p-valor_MannWhitney,Criterio n>=3,FDR_MannWhitney
BERBERINE (BRD:BRD-K14796088-003-26-8),BERBERINE,19.0,19.0,0.12105263157894736,0.6215490254755144,0.8642957314879988,4.0,4.0,0.772708537350256,0.72089901254467,0.05180952480558598,0.34285714285714286,Sí,0.7268978084688055
BERZOSERTIB (BRD:BRD-K04701033-001-03-9),BERZOSERTIB,22.0,22.0,0.4330886504799548,0.044075426333464486,0.3525300458925629,5.0,5.0,0.684651407389368,0.544677817601152,0.13997358978821606,0.09523809523809523,Sí,0.42448979591836733
BETA-LAPACHONE (BRD:BRD-K28061410-001-06-6),BETA-LAPACHONE,22.0,22.0,-0.36645962732919257,0.09345377564913727,0.450927234416329,5.0,5.0,0.771415386095834,0.810886620841551,-0.03947123474571701,0.42063492063492064,Sí,0.7268978084688055
BETULINIC-ACID (BRD:BRD-K45401373-001-20-9),BETULINIC-ACID,12.0,12.0,0.8251748251748254,0.0009513628555555001,0.09724142871853086,,,,,,,,
BEXAROTENE (BRD:BRD-K92441787-001-04-1),BEXAROTENE,14.0,14.0,-0.6087912087912088,0.020856616017223235,0.2593858020170157,,,,,,,,
BEZ235 (BRD:BRD-K12184916-001-19-6),BEZ235,19.0,19.0,-0.19298245614035087,0.42861312244412475,0.7784837999874641,5.0,4.0,0.5091193522775799,0.6220477237032442,-0.11292837142566436,0.5555555555555556,Sí,0.8635265700483092
BGT226 (BRD:BRD-K29415052-050-04-8),BGT226,21.0,21.0,-0.2662337662337662,0.2433987795806379,0.6680064625656237,5.0,4.0,0.3591258349891,0.365411257579625,-0.006285422590525003,0.5555555555555556,Sí,0.8635265700483092
BI-2536 (BRD:BRD-K64890080-001-13-8),BI-2536,19.0,19.0,0.5403508771929825,0.01691948997160229,0.24532142067760862,4.0,5.0,0.6625063930765129,0.4713849419544,0.19112145112211293,0.06349206349206349,Sí,0.38228905597326646
BI-78D3 (BRD:BRD-K73982490-001-02-9),BI-78D3,21.0,21.0,0.14285714285714285,0.5367409296165598,0.8343473658608532,5.0,4.0,0.886942470391391,0.8313243080366175,0.05561816235477346,0.19047619047619047,Sí,0.5691542288557214
BIBR-1532 (BRD:BRD-K04623885-001-07-5),BIBR-1532,18.0,18.0,0.12693498452012383,0.6157269826949076,0.8612967147208607,4.0,5.0,0.872494703726215,0.834707186444321,0.037787517281894,0.2857142857142857,Sí,0.6838015540944411
BIBU-1361 (BRD:BRD-K49294207-300-03-8),BIBU-1361,13.0,13.0,0.03846153846153846,0.9007243023389339,0.9746808320652924,,,,,,,,
BIBX-1382 (BRD:BRD-K70914287-300-02-8),BIBX-1382,12.0,12.0,-0.08391608391608392,0.7954145018538978,0.9402289225394803,,,,,,,,
BIIB-057 (BRD:BRD-K53734668-003-02-0),BIIB-057,21.0,21.0,0.2675324675324675,0.24102003675627295,0.667149506131,4.0,5.0,0.918343746298239,0.916763162730459,0.001580583567780014,0.7301587301587302,Sí,0.9301799413157988
BIIB021 (BRD:BRD-K51967704-001-03-6),BIIB021,16.0,16.0,-0.07352941176470588,0.7866792491258566,0.9402289225394803,,,,,,,,
BINIMETINIB (BRD:BRD-K82244583-001-01-3),BINIMETINIB,18.0,18.0,0.29411764705882354,0.23614329729664102,0.6598561123827026,4.0,3.0,0.8645550554945389,0.870692888843199,-0.006137833348660027,0.8571428571428571,Sí,1.0
BIRABRESIB (BRD:BRD-K43471985-001-03-0),BIRABRESIB,10.0,10.0,-0.5515151515151515,0.09840117666963498,0.46496030030267527,,,,,,,,
BIRINAPANT (BRD:BRD-K71221037-001-01-6),BIRINAPANT,18.0,18.0,0.04643962848297213,0.8548139516870751,0.9639855930264206,4.0,5.0,0.8298287381022655,0.827811422759766,0.0020173153424994927,0.9047619047619049,Sí,1.0
BISACODYL (BRD:BRD-K39987650-001-24-1),BISACODYL,13.0,13.0,-0.021978021978021976,0.9431862416608071,0.9879400372319012,,,,,,,,
BISINDOLYLMALEIMIDE-IX (BRD:BRD-K06543683-066-02-1),BISINDOLYLMALEIMIDE-IX,22.0,22.0,0.2241671372106155,0.3159085603715583,0.7273113963580073,5.0,5.0,0.832047098110905,0.813664113028267,0.018382985082638026,0.42063492063492064,Sí,0.7268978084688055
BITOPERTIN (BRD:BRD-K13756951-001-01-4),BITOPERTIN,14.0,14.0,-0.3318681318681319,0.24637718314961166,0.6680064625656237,3.0,3.0,0.917129570266648,0.95758586248772,-0.040456292221072054,0.4,Sí,0.7268978084688055
BIX-01294 (BRD:BRD-K26818574-305-04-3),BIX-01294,21.0,21.0,0.4194805194805195,0.05836062913446332,0.3782528700529743,5.0,4.0,0.902975817367606,0.8790024883396005,0.02397332902800553,0.2857142857142857,Sí,0.6838015540944411
BIX-02188 (BRD:BRD-K20290250-001-02-1),BIX-02188,20.0,20.0,0.1263157894736842,0.5956535128148984,0.8544481574931787,4.0,5.0,0.9392968197798386,0.885695741431318,0.05360107834852057,0.5555555555555556,Sí,0.8635265700483092
BKM120 (BRD:BRD-K42191735-001-05-3),BKM120,21.0,21.0,0.2558441558441559,0.26297294224172296,0.6830530000476708,5.0,4.0,0.846279080927374,0.7944785598151289,0.05180052111224509,0.2857142857142857,Sí,0.6838015540944411
BMS-265246 (BRD:BRD-K62814476-001-03-3),BMS-265246,21.0,21.0,0.24415584415584415,0.286152904374841,0.7068166923000795,4.0,5.0,0.7859803864524946,0.808144544383446,-0.02216415793095139,0.7301587301587302,Sí,0.9301799413157988
BMS-345541 (BRD:BRD-K13566078-001-02-3),BMS-345541,17.0,17.0,0.08823529411764706,0.7363051515421217,0.9231732340606531,3.0,4.0,0.843612014618391,0.8399885063848855,0.0036235082335054347,0.8571428571428571,Sí,1.0
BMS-387032 (BRD:BRD-K43389698-001-09-9),BMS-387032,20.0,20.0,0.5533834586466165,0.011370353471172339,0.22192498824595153,4.0,4.0,0.6920393589205784,0.535062691276408,0.1569766676441704,0.11428571428571428,Sí,0.42448979591836733
BMS-626529 (BRD:BRD-K97883416-001-01-4),BMS-626529,14.0,14.0,0.16483516483516483,0.5733464050131384,0.8395769081701513,,,,,,,,
BMS-690514 (BRD:BRD-K76239644-001-02-6),BMS-690514,15.0,15.0,-0.7107142857142856,0.002978994886802742,0.15190769301653867,,,,,,,,
BMS-754807 (BRD:BRD-K13049116-001-04-0),BMS-754807,13.0,13.0,0.0,1.0,1.0,,,,,,,,
BNC105 (BRD:BRD-K20468903-001-01-6),BNC105,21.0,21.0,0.6220779220779221,0.002603522985558966,0.14848690265381279,4.0,5.0,0.745690086254195,0.408991223167816,0.336698863086379,0.015873015873015872,Sí,0.38228905597326646
BNTX (BRD:BRD-A55484088-050-02-5),BNTX,21.0,21.0,0.4714285714285714,0.030978075295294817,0.307344275120734,5.0,4.0,0.942055949852863,0.8562129400926111,0.08584300976025194,0.1111111111111111,Sí,0.42448979591836733
BORTEZOMIB (BRD:BRD-K88510285-001-17-8),BORTEZOMIB,20.0,20.0,0.3037593984962406,0.19291416827770458,0.6127453618317019,4.0,5.0,0.8343787256863757,0.5972467476146853,0.2371319780716904,0.06349206349206349,Sí,0.38228905597326646
BOSENTAN (BRD:BRD-K74763371-002-04-0),BOSENTAN,10.0,10.0,-0.18787878787878787,0.6032176100292089,0.8544481574931787,,,,,,,,
BREFELDIN-A (BRD:BRD-K77841042-001-14-1),BREFELDIN-A,22.0,22.0,-0.10671936758893281,0.6364319056668153,0.8712703452772061,5.0,5.0,0.588281325318032,0.571902015064519,0.016379310253513024,0.8412698412698413,Sí,1.0
BRIGATINIB (BRD:BRD-K56032964-001-02-1),BRIGATINIB,15.0,15.0,-0.4142857142857142,0.12471544223657087,0.5145968948359443,,,,,,,,
BRIGATINIB (BRD:BRD-K56981171-001-02-8),BRIGATINIB,16.0,16.0,-0.12941176470588234,0.6328823324682601,0.8680420365534922,3.0,4.0,0.864598123007027,0.9007695009040224,-0.03617137789699543,0.6285714285714286,Sí,0.8921658986175115
BRILLIANT-GREEN (BRD:BRD-K60348325-065-09-9),BRILLIANT-GREEN,20.0,20.0,0.3293233082706767,0.15623105162611658,0.5677037801887282,4.0,4.0,0.6284383642451674,0.5443141347663485,0.08412422947881892,0.11428571428571428,Sí,0.42448979591836733
BRIVARACETAM (BRD:BRD-K00634421-001-01-0),BRIVARACETAM,21.0,21.0,0.09090909090909091,0.6951310760397714,0.9086723568633107,4.0,5.0,0.789625371963222,0.748722062809575,0.04090330915364704,1.0,Sí,1.0
BROXALDINE (BRD:BRD-K36222532-001-01-8),BROXALDINE,19.0,19.0,0.09473684210526316,0.6996571784752554,0.9098634589008109,4.0,4.0,0.876539744645521,0.8261128355546085,0.05042690909091252,0.4857142857142857,Sí,0.8123642439431913
BROXYQUINOLINE (BRD:BRD-K23301018-001-11-7),BROXYQUINOLINE,15.0,15.0,0.6142857142857142,0.01483395540597696,0.24256264117551216,,,,,,,,
BRUCEANTIN (BRD:BRD-A36057565-001-01-0),BRUCEANTIN,22.0,22.0,0.2173913043478261,0.3311374194883425,0.7346111921701703,5.0,5.0,0.724405537789344,0.600392117912936,0.12401341987640802,0.2222222222222222,Sí,0.5889317889317889
BUSULFAN (BRD:BRD-K23204545-001-16-4),BUSULFAN,15.0,15.0,0.23928571428571427,0.3903793119202356,0.7690332286281288,,,,,,,,
BUTYLSCOPOLAMINE-BROMIDE (BRD:BRD-A53951045-004-01-6),BUTYLSCOPOLAMINE-BROMIDE,12.0,12.0,0.6713286713286714,0.016831456186893416,0.24532142067760862,,,,,,,,
BVD-523 (BRD:BRD-K28965160-001-01-1),BVD-523,13.0,13.0,-0.005494505494505494,0.9857869107140622,0.9957645606687721,3.0,4.0,0.842031260182853,0.8620102798423614,-0.019979019659508435,0.8571428571428571,Sí,1.0
BVT-948 (BRD:BRD-K68567222-001-01-2),BVT-948,14.0,14.0,0.3054945054945055,0.2881698858754571,0.7068166923000795,3.0,4.0,0.96519856526557,0.950121920218091,0.015076645047478965,0.4,Sí,0.7268978084688055
BX-912 (BRD:BRD-K49669041-001-08-4),BX-912,18.0,18.0,0.5067079463364293,0.03187313226051144,0.31032670559076486,3.0,4.0,0.933344006007419,0.743173551121023,0.19017045488639595,0.05714285714285714,Sí,0.38228905597326646
CABAZITAXEL (BRD:BRD-K06858286-001-01-3),CABAZITAXEL,22.0,22.0,0.4217955957086392,0.05055239993921572,0.36290869224656486,5.0,5.0,0.502675031021815,0.335904899761882,0.166770131259933,0.05555555555555555,Sí,0.38228905597326646
CABOZANTINIB (BRD:BRD-K51544265-001-04-2),CABOZANTINIB,12.0,12.0,-0.1958041958041958,0.5419358857313173,0.8343473658608532,,,,,,,,
CAL-101 (BRD:BRD-K60866521-001-07-1),CAL-101,15.0,15.0,0.007142857142857141,0.9798442277615982,0.9951893714922184,3.0,3.0,0.8965466291155471,0.867131925084643,0.02941470403090407,0.7,Sí,0.9268518518518518
CALCITRIOL (BRD:BRD-K27316855-001-13-3),CALCITRIOL,16.0,16.0,0.17058823529411765,0.5276097688612683,0.8289669500080069,,,,,,,,
CANERTINIB (BRD:BRD-K50168500-001-07-9),CANERTINIB,20.0,20.0,-0.706766917293233,0.0004940441153149171,0.08724819076461438,5.0,5.0,0.8212459257585515,0.9505704186043828,-0.12932449284583136,0.015873015873015872,Sí,0.38228905597326646
CAPECITABINE (BRD:BRD-K61192372-001-08-9),CAPECITABINE,18.0,18.0,-0.20330237358101136,0.4184467334719627,0.7778704540120908,4.0,3.0,0.8764719385139664,0.8841269570176417,-0.007655018503675226,1.0,Sí,1.0
CAPIVASERTIB (BRD:BRD-K99023089-001-03-7),CAPIVASERTIB,19.0,19.0,-0.26491228070175443,0.27305117556176156,0.6869065185784486,5.0,4.0,0.838841128175619,0.8607450447737675,-0.0219039165981485,0.9047619047619049,Sí,1.0
CAPMATINIB (BRD:BRD-K81016934-001-02-0),CAPMATINIB,11.0,11.0,-0.009090909090909092,0.9788365001441937,0.9951893714922184,,,,,,,,
CAPTAMINE (BRD:BRD-K81645907-001-01-1),CAPTAMINE,13.0,13.0,-0.23076923076923078,0.4481273823153657,0.780776068598229,,,,,,,,
CARBOXYAMIDOTRIAZOLE (BRD:BRD-K68408772-001-05-4),CARBOXYAMIDOTRIAZOLE,10.0,10.0,-0.0303030303030303,0.9337729580941466,0.9826561405588721,,,,,,,,
CARFILZOMIB (BRD:BRD-K15179879-001-03-2),CARFILZOMIB,21.0,21.0,0.6350649350649351,0.001980984234047954,0.14576742322202862,4.0,5.0,0.6894507412337432,0.442249221396922,0.24720151983682115,0.06349206349206349,Sí,0.38228905597326646
CARIPORIDE (BRD:BRD-K21670884-001-01-9),CARIPORIDE,14.0,14.0,0.16923076923076924,0.5630172739962107,0.8379312384400485,,,,,,,,
CARVEDILOL (BRD:BRD-A10977446-001-12-1),CARVEDILOL,10.0,10.0,0.35757575757575755,0.31037609170568026,0.7273113963580073,,,,,,,,
CCG-50014 (BRD:BRD-K08893438-001-04-9),CCG-50014,21.0,21.0,0.33766233766233766,0.13439697248841173,0.5308699567441867,5.0,4.0,0.884561445440011,0.8166964186008006,0.06786502683921047,0.19047619047619047,Sí,0.5691542288557214
CCT128930 (BRD:BRD-K76406695-001-02-9),CCT128930,11.0,11.0,-0.29090909090909095,0.3854569696913654,0.7663692375297371,,,,,,,,
CCT129202 (BRD:BRD-K57136142-001-02-4),CCT129202,16.0,16.0,0.29705882352941176,0.26386301461352274,0.6830530000476708,,,,,,,,
CCT137690 (BRD:BRD-K03289018-001-02-7),CCT137690,20.0,20.0,0.13233082706766916,0.5781074593622942,0.841731368421053,4.0,5.0,0.8261623940060455,0.766198567959092,0.059963826046953494,0.1111111111111111,Sí,0.42448979591836733
CD-437 (BRD:BRD-K28907958-001-04-3),CD-437,22.0,22.0,-0.02992659514398645,0.8948231841333145,0.9746808320652924,5.0,5.0,0.77679729251025,0.766498673904185,0.010298618606064958,0.8412698412698413,Sí,1.0
CEFDITOREN-PIVOXIL (BRD:BRD-K72167406-001-02-1),CEFDITOREN-PIVOXIL,17.0,17.0,-0.3382352941176471,0.18421188285210155,0.604994430854705,3.0,4.0,0.88109546290431,0.9504331422316845,-0.06933767932737456,0.6285714285714286,Sí,0.8921658986175115
CEP-33779 (BRD:BRD-K37237504-001-02-7),CEP-33779,11.0,11.0,0.10909090909090911,0.7495085962341481,0.9308243185298914,,,,,,,,
CEP-37440 (BRD:BRD-K72827473-001-01-0),CEP-37440,20.0,20.0,-0.09323308270676692,0.6958288642370746,0.9086723568633107,4.0,4.0,0.9283102096921965,0.933461381069183,-0.0051511713769865075,0.4857142857142857,Sí,0.8123642439431913
CEPHALOMANNINE (BRD:BRD-K68904758-001-03-5),CEPHALOMANNINE,22.0,22.0,0.409373235460192,0.05850104223477929,0.3782528700529743,5.0,5.0,0.605063795165262,0.488145966218337,0.11691782894692498,0.007936507936507936,Sí,0.38228905597326646
CETRIMONIUM (BRD:BRD-K47079459-004-04-6),CETRIMONIUM,21.0,21.0,0.36363636363636365,0.10514930870551215,0.4737083652396287,5.0,5.0,0.887132446954426,0.864950669012587,0.022181777941838954,0.15079365079365079,Sí,0.5291654494108482
CETYLPYRIDINIUM (BRD:BRD-K87700323-003-05-1),CETYLPYRIDINIUM,20.0,20.0,0.2992481203007519,0.19994045290488688,0.6282826331495199,4.0,4.0,0.859408865398203,0.8077536311767355,0.05165523422146756,0.8857142857142857,Sí,1.0
CGP-52411 (BRD:BRD-K13087974-001-02-5),CGP-52411,18.0,18.0,0.13519091847265222,0.5927498112228585,0.8544481574931787,4.0,4.0,0.8332466446529605,0.8203966129292539,0.012850031723706579,0.6857142857142857,Sí,0.9268518518518518
CGS-15943 (BRD:BRD-K49049886-001-08-7),CGS-15943,20.0,20.0,-0.30977443609022554,0.1838064324119103,0.604994430854705,5.0,3.0,0.72483431370744,0.828181430635884,-0.103347116928444,0.39285714285714285,Sí,0.7268978084688055
CGS-20625 (BRD:BRD-K68103045-001-02-9),CGS-20625,13.0,13.0,-0.09890109890109891,0.7478683035983906,0.9308243185298914,3.0,3.0,0.918102210147937,0.936833581128573,-0.01873137098063593,1.0,Sí,1.0
CH5132799 (BRD:BRD-K28352084-001-02-3),CH5132799,14.0,14.0,-0.7142857142857143,0.004104409161880231,0.15757362130174973,3.0,3.0,0.77563650641483,0.844102125857362,-0.06846561944253204,0.1,Sí,0.42448979591836733
CHIDAMIDE (BRD:BRD-K28537285-001-01-8),CHIDAMIDE,19.0,19.0,0.19824561403508772,0.41587984219447305,0.7778704540120908,4.0,5.0,0.7986436321939105,0.767273124253848,0.031370507940062575,0.7301587301587302,Sí,0.9301799413157988
CHIR-124 (BRD:BRD-K02241333-001-02-7),CHIR-124,17.0,17.0,0.3651960784313726,0.14947236965165778,0.5647263232076876,3.0,4.0,0.803640459457538,0.7451370433431406,0.058503416114397466,0.22857142857142856,Sí,0.5889317889317889
CHLORAMBUCIL (BRD:BRD-K29458283-001-29-9),CHLORAMBUCIL,12.0,12.0,0.6013986013986015,0.03858845292201946,0.3340549404915999,,,,,,,,
CHLORHEXIDINE (BRD:BRD-K52256627-300-06-6),CHLORHEXIDINE,17.0,17.0,-0.019607843137254905,0.9404583435037518,0.9862526333893264,4.0,3.0,0.884188512309503,0.882250820640155,0.001937691669347985,1.0,Sí,1.0
CHLORIDINE (BRD:BRD-K88429204-001-35-1),CHLORIDINE,16.0,16.0,-0.22647058823529412,0.39898292664128926,0.7734882591591963,5.0,4.0,0.870953888976901,0.9152229999004945,-0.044269110923593535,0.19047619047619047,Sí,0.5691542288557214
CHLORMIDAZOLE (BRD:BRD-K60443845-001-08-6),CHLORMIDAZOLE,20.0,20.0,-0.021052631578947364,0.9297994024457079,0.9826561405588721,5.0,5.0,0.861166284993766,0.858544863097708,0.0026214218960579627,0.8412698412698413,Sí,1.0
CHLOROGENIC-ACID (BRD:BRD-K47114202-001-14-6),CHLOROGENIC-ACID,11.0,11.0,-0.08181818181818183,0.8109903943000459,0.948620796770868,3.0,4.0,0.920952645327355,0.9005665505571174,0.02038609477023756,0.8571428571428571,Sí,1.0
CHLOROXINE (BRD:BRD-K17075857-001-18-4),CHLOROXINE,20.0,20.0,0.14436090225563908,0.543700799199015,0.8343473658608532,5.0,5.0,0.884384465152799,0.829632929696558,0.05475153545624101,0.6904761904761905,Sí,0.9268518518518518
CHLORPROPAMIDE (BRD:BRD-K97746869-001-27-0),CHLORPROPAMIDE,10.0,10.0,0.22424242424242422,0.5334005612725947,0.8321425717379879,,,,,,,,
CHLORPYRIFOS (BRD:BRD-K08303368-001-10-0),CHLORPYRIFOS,11.0,11.0,-0.5,0.11730680301423817,0.5051310020891897,,,,,,,,
CHLORQUINALDOL (BRD:BRD-K90374350-001-09-2),CHLORQUINALDOL,13.0,13.0,0.21428571428571427,0.4820544547023681,0.804321107938609,,,,,,,,
CHOLECALCIFEROL (BRD:BRD-K62779383-001-05-5),CHOLECALCIFEROL,21.0,21.0,0.3675324675324675,0.10119902708769574,0.466494998120727,4.0,5.0,0.879883948709878,0.838147155547526,0.041736793162352015,0.19047619047619047,Sí,0.5691542288557214
CICLOPIROX (BRD:BRD-K13044802-213-20-7),CICLOPIROX,14.0,14.0,0.07252747252747253,0.8053763135410923,0.948196379809046,,,,,,,,
CID-5458317 (BRD:BRD-A08840375-001-01-3),CID-5458317,21.0,21.0,0.07272727272727272,0.7540636728389067,0.9325465309758468,5.0,4.0,0.861558396606527,0.8401810640981315,0.021377332508395464,0.7301587301587302,Sí,0.9301799413157988
CIMETIDINE (BRD:BRD-K34157611-001-16-0),CIMETIDINE,10.0,10.0,0.0303030303030303,0.9337729580941466,0.9826561405588721,,,,,,,,
CINACALCET (BRD:BRD-K73838513-003-05-5),CINACALCET,21.0,21.0,-0.005194805194805195,0.9821704184352004,0.9951893714922184,4.0,5.0,0.9073793905901975,0.9598225510504212,-0.05244316046022379,1.0,Sí,1.0
CIPROFIBRATE (BRD:BRD-A49358627-001-14-6),CIPROFIBRATE,16.0,16.0,-0.3029411764705882,0.25406688060961136,0.6765364408503279,,,,,,,,
CIS-DDP (BRD:BRD-K69172251-001-08-9),CIS-DDP,17.0,17.0,-0.4926470588235295,0.0445245262088992,0.3525300458925629,3.0,4.0,0.934555616502763,0.9661097107288905,-0.03155409422612754,0.4,Sí,0.7268978084688055
CLADRIBINE (BRD:BRD-K93034159-001-25-8),CLADRIBINE,13.0,13.0,-0.34615384615384615,0.24662526251007172,0.6680064625656237,,,,,,,,
CLOFARABINE (BRD:BRD-K34022604-001-06-6),CLOFARABINE,21.0,21.0,0.574025974025974,0.006506006572823369,0.1697360530283357,4.0,5.0,0.8214678863168605,0.68371657072925,0.13775131558761056,0.031746031746031744,Sí,0.38228905597326646
CLOMIFENE (BRD:BRD-K29950728-048-17-4),CLOMIFENE,16.0,16.0,-0.31176470588235294,0.23980004767411275,0.6658598808057911,4.0,4.0,0.9172928915116461,0.951310853636235,-0.03401796212458896,0.6857142857142857,Sí,0.9268518518518518
CLONAZEPAM (BRD:BRD-K38183498-001-02-0),CLONAZEPAM,20.0,20.0,0.6947368421052631,0.0006752714633826033,0.09127794571811906,4.0,4.0,0.763486201838626,0.6401653208665725,0.12332088097205351,0.02857142857142857,Sí,0.38228905597326646
CMPD-1 (BRD:BRD-K54095730-001-03-1),CMPD-1,22.0,22.0,0.45454545454545453,0.033562881866437376,0.31547598093781004,5.0,5.0,0.922427072712685,0.836844072749624,0.08558299996306096,0.007936507936507936,Sí,0.38228905597326646
CNX-2006 (BRD:BRD-K24869513-001-02-1),CNX-2006,11.0,11.0,-0.14545454545454548,0.6695786456420787,0.8944648353238998,,,,,,,,
CNX-774 (BRD:BRD-K48443249-001-01-0),CNX-774,12.0,12.0,-0.055944055944055944,0.8628980736949713,0.9666466640636846,3.0,3.0,0.884654373481167,0.89997474435016,-0.01532037086899296,0.4,Sí,0.7268978084688055
COBICISTAT (BRD:BRD-K51040301-001-02-1),COBICISTAT,14.0,14.0,-0.01978021978021978,0.9464892274080116,0.9893725661698659,,,,,,,,
COLCHICINE (BRD:BRD-K00259736-001-16-4),COLCHICINE,19.0,19.0,0.12280701754385966,0.6164660517594382,0.8612967147208607,3.0,4.0,0.511756842717522,0.47331544353315547,0.03844139918436651,0.4,Sí,0.7268978084688055
COMBRETASTATIN-A-4 (BRD:BRD-K61195623-001-01-4),COMBRETASTATIN-A-4,21.0,21.0,0.3766233766233766,0.092405309430575,0.4483180671824051,4.0,5.0,0.6845338257894225,0.481285636195958,0.20324818959346447,0.06349206349206349,Sí,0.38228905597326646
COSTUNOLIDE (BRD:BRD-K26833429-001-02-8),COSTUNOLIDE,10.0,10.0,0.406060606060606,0.24428229408662647,0.6680064625656237,,,,,,,,
CP-724714 (BRD:BRD-K76908866-001-07-6),CP-724714,18.0,18.0,-0.5170278637770898,0.02800614736378716,0.28755148979330303,,,,,,,,
"CP-945,598 (BRD:BRD-K09090949-001-01-9)","CP-945,598",20.0,20.0,0.1413533834586466,0.552214438632242,0.8343473658608532,4.0,5.0,0.8844493070489534,0.872519985975345,0.011929321073608445,0.2857142857142857,Sí,0.6838015540944411
CPI-1189 (BRD:BRD-K11073688-001-01-6),CPI-1189,11.0,11.0,0.5636363636363637,0.07095173447637551,0.41196636887186605,,,,,,,,
CPP (BRD:BRD-K66094457-001-01-5),CPP,14.0,14.0,-0.11208791208791209,0.7028331631967695,0.9113093731317877,,,,,,,,
CR8-(R) (BRD:BRD-K40331046-305-01-5),CR8-(R),22.0,22.0,0.2298136645962733,0.30354785916215565,0.720518171075762,5.0,5.0,0.692160932988103,0.586793285837666,0.105367647150437,0.2222222222222222,Sí,0.5889317889317889
CRA-032765 (BRD:BRD-K70301465-001-05-9),CRA-032765,15.0,15.0,-0.6428571428571428,0.009739944695595268,0.20477074205263385,,,,,,,,
CRENOLANIB (BRD:BRD-K22127577-001-03-7),CRENOLANIB,21.0,21.0,0.5532467532467533,0.009281014982756764,0.19988137145790788,5.0,5.0,0.823307847254675,0.69416512947516,0.12914271777951503,0.031746031746031744,Sí,0.38228905597326646
CRIZOTINIB (BRD:BRD-K78431006-001-15-1),CRIZOTINIB,15.0,15.0,-0.13928571428571426,0.6205460876279013,0.8642621378161465,3.0,5.0,0.9276423083874888,0.9548859906824864,-0.027243682294997518,1.0,Sí,1.0
CRIZOTINIB-(S) (BRD:BRD-K40308497-001-01-2),CRIZOTINIB-(S),20.0,20.0,0.3082706766917293,0.18605556077810143,0.604994430854705,4.0,4.0,0.8798262562451744,0.839147880203666,0.04067837604150837,0.05714285714285714,Sí,0.38228905597326646
CROMAKALIM (BRD:BRD-M89827113-001-01-5),CROMAKALIM,12.0,12.0,-0.10489510489510491,0.7456094809807079,0.9308243185298914,,,,,,,,
CRYSTAL-VIOLET (BRD:BRD-K60025295-003-06-6),CRYSTAL-VIOLET,22.0,22.0,0.1044607566346697,0.6436271470407505,0.8770413130200351,5.0,5.0,0.442667318718658,0.504994807680241,-0.062327488961582966,1.0,Sí,1.0
CUDC 101 (BRD:BRD-K41278234-001-03-0),CUDC 101,10.0,10.0,-0.04242424242424241,0.9073638178128159,0.9770759160106299,3.0,3.0,0.782562622652954,0.774031407658031,0.008531214994922931,1.0,Sí,1.0
CUDC-907 (BRD:BRD-K77638923-001-02-0),CUDC-907,22.0,22.0,0.34161490683229817,0.11970214821095865,0.5106135114506111,5.0,5.0,0.487184123520068,0.426816201567535,0.06036792195253299,0.09523809523809523,Sí,0.42448979591836733
CURCUMIN (BRD:BRD-K07572174-001-39-4),CURCUMIN,22.0,22.0,-0.1202710333145116,0.5939407703391391,0.8544481574931787,5.0,5.0,0.855232225267402,0.846105142233449,0.009127083033952932,0.8412698412698413,Sí,1.0
CYC116 (BRD:BRD-K64866502-001-03-9),CYC116,12.0,12.0,-0.1188811188811189,0.712884219214772,0.9177426551750772,,,,,,,,
CYCLOCYTIDINE (BRD:BRD-K67536197-003-11-4),CYCLOCYTIDINE,18.0,18.0,0.49638802889576883,0.03614032375695943,0.3270828544447713,4.0,4.0,0.79952496736198,0.7157753416102746,0.08374962575170541,0.11428571428571428,Sí,0.42448979591836733
CYCLOHEXIMIDE (BRD:BRD-K36055864-001-19-2),CYCLOHEXIMIDE,17.0,17.0,0.4730392156862746,0.055144481799935384,0.3741428027766642,3.0,4.0,0.877733824694573,0.7795382801040756,0.0981955445904974,0.6285714285714286,Sí,0.8921658986175115
CYCLOVALONE (BRD:BRD-K59866480-001-07-3),CYCLOVALONE,21.0,21.0,0.1012987012987013,0.6621759840226068,0.8886039420850483,4.0,5.0,0.8924807169053645,0.892326236914819,0.00015447999054540862,0.9047619047619049,Sí,1.0
CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),CYCLOVIROBUXIN-D,14.0,14.0,0.3802197802197802,0.17990614630608132,0.6049015183003066,,,,,,,,
CYPROTERONE-ACETATE (BRD:BRD-K41141507-001-16-2),CYPROTERONE-ACETATE,16.0,16.0,-0.2323529411764706,0.386511349907985,0.7663692375297371,4.0,3.0,0.9022596348467524,0.970028097779598,-0.06776846293284555,0.6285714285714286,Sí,0.8921658986175115
CYT-997 (BRD:BRD-K23363278-001-02-1),CYT-997,20.0,20.0,0.5759398496240601,0.007870940177445083,0.1827542325058525,4.0,5.0,0.6553644047785105,0.536603017586546,0.1187613871919645,0.015873015873015872,Sí,0.38228905597326646
CYTOCHALASIN-B (BRD:BRD-K47000838-001-01-6),CYTOCHALASIN-B,19.0,19.0,0.15614035087719297,0.5232597112042989,0.8235977272609553,4.0,5.0,0.8750915003682449,0.816393590768327,0.05869790959991794,0.2857142857142857,Sí,0.6838015540944411
