Compuesto completo,Compuesto,n,Líneas celulares,Rho de Spearman,p-valor,FDR
AT-7519 (BRD:BRD-K13390322-001-06-3),AT-7519,22,22,0.3551665725578769,0.10479718977207556,0.4737083652396287
CETRIMONIUM (BRD:BRD-K47079459-004-04-6),CETRIMONIUM,21,21,0.36363636363636365,0.10514930870551215,0.4737083652396287
BARDOXOLONE-METHYL (BRD:BRD-K69694239-001-02-2),BARDOXOLONE-METHYL,21,21,0.35974025974025975,0.10921076405040113,0.48950814546448834
PHA 793887 (BRD:BRD-K64800655-001-07-4),PHA 793887,20,20,0.3684210526315789,0.10996436611637704,0.49039664283212586
IDRA-21 (BRD:BRD-A14344385-001-03-2),IDRA-21,12,12,-0.4825174825174825,0.11210929146889187,0.4974497706886006
U-0126 (BRD:BRD-K18787491-001-08-6),U-0126,16,16,0.4088235294117647,0.11588783814878345,0.5051310020891897
LY2334737 (BRD:BRD-K04993719-001-01-7),LY2334737,20,20,0.362406015037594,0.1163446491875469,0.5051310020891897
AZ 960 (BRD:BRD-K64888243-001-03-7),AZ 960,19,19,0.3719298245614035,0.11687923396377863,0.5051310020891897
CHLORPYRIFOS (BRD:BRD-K08303368-001-10-0),CHLORPYRIFOS,11,11,-0.5,0.11730680301423817,0.5051310020891897
FLUDARA (BRD:BRD-K66788707-001-14-3),FLUDARA,11,11,0.5,0.11730680301423817,0.5051310020891897
MECHLORETHAMINE (BRD:BRD-K12829205-003-02-8),MECHLORETHAMINE,10,10,0.5272727272727272,0.11730806555020232,0.5051310020891897
17-AAG (BRD:BRD-K81473043-001-19-5),17-AAG,14,14,-0.43736263736263736,0.11784483174447688,0.5051310020891897
CUDC-907 (BRD:BRD-K77638923-001-02-0),CUDC-907,22,22,0.34161490683229817,0.11970214821095865,0.5106135114506111
MRS-1220 (BRD:BRD-K37618799-001-03-0),MRS-1220,13,13,-0.4505494505494505,0.1223318876780357,0.5122689187573556
THIOSTREPTON (BRD:BRD-K58049875-001-04-7),THIOSTREPTON,19,19,0.3666666666666667,0.12256059977421578,0.5122689187573556
ALBENDAZOLE (BRD:BRD-K79131256-001-17-9),ALBENDAZOLE,18,18,0.3766769865841073,0.12337214538125062,0.5122689187573556
GSK461364 (BRD:BRD-K92428232-001-10-6),GSK461364,18,18,0.3766769865841073,0.12337214538125062,0.5122689187573556
TYRPHOSTIN-AG-1296 (BRD:BRD-K76064317-001-07-3),TYRPHOSTIN-AG-1296,18,18,0.3766769865841073,0.12337214538125062,0.5122689187573556
DEOXYCORTICOSTERONE-ACETATE (BRD:BRD-K24556098-001-16-7),DEOXYCORTICOSTERONE-ACETATE,21,21,0.34675324675324676,0.12357109818269166,0.5122689187573556
BRIGATINIB (BRD:BRD-K56032964-001-02-1),BRIGATINIB,15,15,-0.4142857142857142,0.12471544223657087,0.5145968948359443
10-DEACETYLBACCATIN (BRD:BRD-K96631475-001-02-4),10-DEACETYLBACCATIN,18,18,0.37254901960784315,0.12787268607330352,0.5251701479196605
TRIPTOLIDE (BRD:BRD-K39484304-001-16-5),TRIPTOLIDE,21,21,0.34155844155844156,0.12967786415595978,0.530118305785706
IXAZOMIB-CITRATE (BRD:BRD-A66419424-001-02-4),IXAZOMIB-CITRATE,21,21,0.34025974025974026,0.1312375765277249,0.5308699567441867
LDN-212854 (BRD:BRD-K59831625-001-01-6),LDN-212854,22,22,0.3314511575381141,0.13184479008712227,0.5308699567441867
ACIVICIN (BRD:BRD-K13050541-001-01-9),ACIVICIN,17,17,-0.37990196078431376,0.13254890262758853,0.5308699567441867
ENTINOSTAT (BRD:BRD-K77908580-001-09-6),ENTINOSTAT,21,21,0.33896103896103896,0.1328105963995839,0.5308699567441867
284461-73-0 (BRD:BRD-K23984367-001-07-5),284461-73-0,11,11,0.48181818181818187,0.13343383825682875,0.5308699567441867
CCG-50014 (BRD:BRD-K08893438-001-04-9),CCG-50014,21,21,0.33766233766233766,0.13439697248841173,0.5308699567441867
FLUVASTATIN (BRD:BRD-K66296774-236-11-3),FLUVASTATIN,21,21,0.33766233766233766,0.13439697248841173,0.5308699567441867
PF-03814735 (BRD:BRD-K68747584-001-02-0),PF-03814735,14,14,0.4197802197802198,0.13510107382914258,0.5308699567441867
K-858 (BRD:BRD-A67748489-001-10-0),K-858,17,17,0.3774509803921569,0.13527263903447564,0.5308699567441867
EX-8678 (BRD:BRD-K07972848-001-02-0),EX-8678,15,15,-0.39999999999999997,0.13959512937214466,0.5454092886531138
NONOXYNOL-9 (BRD:BRD-K88625236-001-04-2),NONOXYNOL-9,17,17,-0.37009803921568635,0.14367547273095146,0.5572774934626994
AZD-8055 (BRD:BRD-K69932463-001-10-6),AZD-8055,21,21,-0.32987012987012987,0.14419837372344504,0.5572774934626994
GSK-2141795 (BRD:BRD-K38332599-001-01-3),GSK-2141795,20,20,-0.3383458646616541,0.14452609966359925,0.5572774934626994
TPCA-1 (BRD:BRD-K51575138-001-13-2),TPCA-1,16,16,0.37941176470588234,0.1472271338628926,0.5647263232076876
KX2-391 (BRD:BRD-K29968218-001-03-2),KX2-391,19,19,0.343859649122807,0.14944730840911596,0.5647263232076876
CHIR-124 (BRD:BRD-K02241333-001-02-7),CHIR-124,17,17,0.3651960784313726,0.14947236965165778,0.5647263232076876
DABRAFENIB (BRD:BRD-K09951645-001-11-8),DABRAFENIB,10,10,0.49090909090909085,0.1496556734208368,0.5647263232076876
SID-7969543 (BRD:BRD-A43885598-001-08-1),SID-7969543,10,10,0.49090909090909085,0.1496556734208368,0.5647263232076876
ZK-93426 (BRD:BRD-K68392338-003-02-0),ZK-93426,12,12,-0.44055944055944063,0.1517350357167303,0.5677037801887282
SEVOFLURANE (BRD:BRD-K05638300-001-01-2),SEVOFLURANE,18,18,0.3519091847265222,0.15210693918997698,0.5677037801887282
XL-647 (BRD:BRD-K03765900-001-01-9),XL-647,22,22,-0.3156408808582722,0.15244364055052628,0.5677037801887282
NOVOBIOCIN (BRD:BRD-K85307935-236-09-5),NOVOBIOCIN,14,14,0.4021978021978022,0.1539744295414035,0.5677037801887282
RYUVIDINE (BRD:BRD-K06426971-001-02-7),RYUVIDINE,22,22,0.31451157538114066,0.1539966672539892,0.5677037801887282
P5091 (BRD:BRD-K13606314-001-01-3),P5091,18,18,-0.3498452012383901,0.15469232181385817,0.5677037801887282
MELPHALAN (BRD:BRD-K87827419-001-16-8),MELPHALAN,15,15,0.3857142857142856,0.15563079458596027,0.5677037801887282
ANGUIDINE (BRD:BRD-K45724504-001-01-6),ANGUIDINE,20,20,0.3293233082706767,0.15623105162611658,0.5677037801887282
BRILLIANT-GREEN (BRD:BRD-K60348325-065-09-9),BRILLIANT-GREEN,20,20,0.3293233082706767,0.15623105162611658,0.5677037801887282
SCRIPTAID (BRD:BRD-K22503835-001-11-0),SCRIPTAID,20,20,-0.3278195488721804,0.1582438682640637,0.5687870218257833
AMSACRINE (BRD:BRD-K68346641-001-01-4),AMSACRINE,19,19,0.3368421052631579,0.1584830429639541,0.5687870218257833
NORFLOXACIN (BRD:BRD-K11196887-001-22-0),NORFLOXACIN,14,14,0.39780219780219783,0.1589507745108346,0.5687870218257833
ACDPP (BRD:BRD-K68633617-003-02-9),ACDPP,12,12,-0.43356643356643365,0.15910576941219534,0.5687870218257833
LITRONESIB (BRD:BRD-K83029223-001-01-3),LITRONESIB,11,11,0.45454545454545453,0.16014543725525893,0.5701952463564259
ZIPRASIDONE (BRD:BRD-K29582115-066-01-2),ZIPRASIDONE,16,16,0.36764705882352944,0.1612323576755898,0.570562502447072
ELOXATIN (BRD:BRD-K78960041-001-05-7),ELOXATIN,17,17,0.35539215686274517,0.16154091235760815,0.570562502447072
RIFAMPIN (BRD:BRD-K01507359-001-22-9),RIFAMPIN,15,15,0.37499999999999994,0.16843274984674547,0.5925343351182322
POSACONAZOLE (BRD:BRD-K06222852-001-03-2),POSACONAZOLE,11,11,-0.44545454545454555,0.16973260492681183,0.5932199448549884
AK-55409 (BRD:BRD-K58772419-001-07-0),AK-55409,21,21,0.3103896103896104,0.17087682060108259,0.5932199448549884
PYRITHIONE-ZINC (BRD:BRD-K16136380-001-01-7),PYRITHIONE-ZINC,21,21,0.3103896103896104,0.17087682060108259,0.5932199448549884
ASYMMETRICAL-DIMETHYLARGININE (BRD:BRD-K36269323-300-02-6),ASYMMETRICAL-DIMETHYLARGININE,19,19,0.32631578947368417,0.17272947700679211,0.5932199448549884
STATTIC (BRD:BRD-K17061841-001-03-5),STATTIC,21,21,0.3090909090909091,0.17276827264194697,0.5932199448549884
GSK-1070916 (BRD:BRD-K36740062-001-06-6),GSK-1070916,17,17,0.34558823529411764,0.17425156925857005,0.5932199448549884
ACIPIMOX (BRD:BRD-K63736853-001-04-8),ACIPIMOX,12,12,0.41958041958041964,0.1745190081300594,0.5932199448549884
TAMIBAROTENE (BRD:BRD-K36627727-001-05-4),TAMIBAROTENE,12,12,-0.41958041958041964,0.1745190081300594,0.5932199448549884
LLL CPD (BRD:BRD-K60230970-001-17-5),LLL CPD,21,21,0.3077922077922078,0.17467404944767495,0.5932199448549884
BAY-11-7085 (BRD:BRD-K48684885-001-04-2),BAY-11-7085,21,21,0.3064935064935065,0.17659418586665693,0.5974431652117167
CYCLOVIROBUXIN-D (BRD:BRD-K27799744-001-02-8),CYCLOVIROBUXIN-D,14,14,0.3802197802197802,0.17990614630608132,0.6049015183003066
HYOSCYAMINE (BRD:BRD-K40530731-001-11-6),HYOSCYAMINE,19,19,-0.32105263157894737,0.18016885539408906,0.6049015183003066
JNJ-7706621 (BRD:BRD-K11636097-001-03-1),JNJ-7706621,19,19,0.3192982456140351,0.1826959462168638,0.604994430854705
CGS-15943 (BRD:BRD-K49049886-001-08-7),CGS-15943,20,20,-0.30977443609022554,0.1838064324119103,0.604994430854705
CEFDITOREN-PIVOXIL (BRD:BRD-K72167406-001-02-1),CEFDITOREN-PIVOXIL,17,17,-0.3382352941176471,0.18421188285210155,0.604994430854705
XL388 (BRD:BRD-K03549949-001-01-0),XL388,17,17,-0.3382352941176471,0.18421188285210155,0.604994430854705
TEROXIRONE (BRD:BRD-A39935389-001-05-9),TEROXIRONE,21,21,0.30129870129870134,0.18441900148730597,0.604994430854705
WAY-170523 (BRD:BRD-K36198571-001-02-0),WAY-170523,19,19,-0.3175438596491228,0.18524679262954077,0.604994430854705
OLTIPRAZ (BRD:BRD-K86972824-001-01-4),OLTIPRAZ,14,14,0.3758241758241759,0.18541002869712306,0.604994430854705
CRIZOTINIB-(S) (BRD:BRD-K40308497-001-01-2),CRIZOTINIB-(S),20,20,0.3082706766917293,0.18605556077810143,0.604994430854705
DIOSCIN (BRD:BRD-K37723606-001-01-5),DIOSCIN,21,21,0.3,0.18641143545847969,0.604994430854705
PROSCILLARIDIN-A (BRD:BRD-A11815689-001-01-1),PROSCILLARIDIN-A,13,13,0.39010989010989006,0.18757411613383787,0.604994430854705
TMC-353121 (BRD:BRD-K66097663-001-01-8),TMC-353121,20,20,-0.306766917293233,0.18832319847855758,0.604994430854705
IXABEPILONE (BRD:BRD-K03601870-001-01-2),IXABEPILONE,21,21,0.2987012987012987,0.18841842410537243,0.604994430854705
ERASTIN (BRD:BRD-A25004090-001-08-4),ERASTIN,11,11,-0.4272727272727273,0.18994372496542714,0.6076822795089571
LY3023414 (BRD:BRD-K82967180-001-01-6),LY3023414,21,21,-0.2961038961038961,0.19247618519439216,0.6127453618317019
BORTEZOMIB (BRD:BRD-K88510285-001-17-8),BORTEZOMIB,20,20,0.3037593984962406,0.19291416827770458,0.6127453618317019
PIK-75 (BRD:BRD-K49371609-003-03-8),PIK-75,22,22,0.2862789384528515,0.19648801204618047,0.6204300847061154
SAR131675 (BRD:BRD-K38904395-001-02-3),SAR131675,14,14,0.367032967032967,0.19673887170748847,0.6204300847061154
CETYLPYRIDINIUM (BRD:BRD-K87700323-003-05-1),CETYLPYRIDINIUM,20,20,0.2992481203007519,0.19994045290488688,0.6282826331495199
NILOTINIB (BRD:BRD-K81528515-001-13-8),NILOTINIB,15,15,-0.35,0.2009453508162933,0.6285637561054869
CYTOCHLOR (BRD:BRD-K48988407-001-01-2),CYTOCHLOR,17,17,0.32598039215686275,0.20163694355296405,0.6285637561054869
AEE788 (BRD:BRD-K40718343-001-02-6),AEE788,14,14,-0.3626373626373627,0.2025645438172416,0.6285637561054869
GSK-J4 (BRD:BRD-K98203492-003-04-1),GSK-J4,21,21,0.2896103896103896,0.2028773165232885,0.6285637561054869
ONC201 (BRD:BRD-K58529924-001-01-5),ONC201,15,15,-0.34642857142857136,0.2058959920935511,0.6306617630108551
ZM 447439 (BRD:BRD-K72703948-001-10-1),ZM 447439,18,18,0.3126934984520124,0.2064536417438368,0.6306617630108551
SNX 2112 (BRD:BRD-K71281111-001-04-3),SNX 2112,21,21,0.287012987012987,0.20714101817766592,0.6306617630108551
TENOVIN-6 (BRD:BRD-K13949769-001-01-7),TENOVIN-6,21,21,0.287012987012987,0.20714101817766592,0.6306617630108551
IBUTILIDE (BRD:BRD-A74391928-051-01-3),IBUTILIDE,12,12,0.3916083916083916,0.20806346369535322,0.6306617630108551
ASP-7487 (BRD:BRD-K86118762-001-01-8),ASP-7487,14,14,0.35824175824175825,0.20849812479076704,0.6306617630108551
PEPSTATIN (BRD:BRD-K13571841-001-14-4),PEPSTATIN,13,13,0.3736263736263736,0.20855405979520916,0.6306617630108551
DACINOSTAT (BRD:BRD-K56957086-001-06-3),DACINOSTAT,21,21,0.2857142857142857,0.2092950927335546,0.6307425490912243
BAM7 (BRD:BRD-K07442505-001-03-6),BAM7,11,11,0.4090909090909091,0.21154501034209602,0.632497173542649
EPIRUBICIN (BRD:BRD-K04548931-003-16-5),EPIRUBICIN,11,11,-0.4090909090909091,0.21154501034209602,0.632497173542649
AZD8330 (BRD:BRD-K37687095-001-06-9),AZD8330,20,20,0.29172932330827067,0.21202623258054826,0.632497173542649
MONENSIN (BRD:BRD-A06627858-236-03-0),MONENSIN,18,18,0.3085655314757482,0.21282870595868356,0.6327533581195878
7-HYDROXYSTAUROSPORINE (BRD:BRD-K45293975-001-02-0),7-HYDROXYSTAUROSPORINE,15,15,0.33928571428571425,0.2160289253419548,0.6379717092874452
REPSOX (BRD:BRD-K80480517-001-02-4),REPSOX,15,15,-0.33928571428571425,0.2160289253419548,0.6379717092874452
JTC-801 (BRD:BRD-K17705806-003-04-4),JTC-801,21,21,-0.28051948051948056,0.21806007395025545,0.6418234843269185
XILOBAM (BRD:BRD-K79633074-001-01-8),XILOBAM,14,14,0.3494505494505495,0.22068999774644735,0.6474062060136645
VER-49009 (BRD:BRD-K38548312-001-01-0),VER-49009,19,19,0.29298245614035084,0.22348375285394131,0.6534309727484443
TAK-632 (BRD:BRD-K31866293-001-01-6),TAK-632,21,21,0.27662337662337666,0.22479050345941629,0.6550825562860216
RIBOCICLIB (BRD:BRD-K36788280-001-01-2),RIBOCICLIB,14,14,-0.3450549450549451,0.2269486800417004,0.6591963305158601
PICTILISIB (BRD:BRD-K52911425-001-09-8),PICTILISIB,18,18,0.2982456140350877,0.22932241176613294,0.6595505708441295
ENDO-IWR-1 (BRD:BRD-K61314889-001-04-4),ENDO-IWR-1,19,19,0.28947368421052627,0.22933513423022364,0.6595505708441295
THIAMINE (BRD:BRD-K95785345-300-14-8),THIAMINE,16,16,-0.31764705882352945,0.2305734636218452,0.6595505708441295
SALINOMYCIN (BRD:BRD-A28301258-001-03-0),SALINOMYCIN,15,15,0.3285714285714285,0.23180969720615963,0.6595505708441295
TAK-733 (BRD:BRD-K26667523-001-02-5),TAK-733,18,18,0.2961816305469556,0.23271685741068446,0.6595505708441295
WZ-3146 (BRD:BRD-K73293050-001-03-1),WZ-3146,18,18,0.2961816305469556,0.23271685741068446,0.6595505708441295
DARIFENACIN (BRD:BRD-K95773607-004-03-8),DARIFENACIN,14,14,-0.3406593406593406,0.23331605103682382,0.6595505708441295
PTC-209 (BRD:BRD-K83834509-001-01-1),PTC-209,14,14,0.3406593406593406,0.23331605103682382,0.6595505708441295
ABT-702 (BRD:BRD-K36021395-300-02-4),ABT-702,11,11,0.39090909090909093,0.23454006709519437,0.6595505708441295
LENVATINIB (BRD:BRD-K39974922-001-04-3),LENVATINIB,11,11,0.39090909090909093,0.23454006709519437,0.6595505708441295
BINIMETINIB (BRD:BRD-K82244583-001-01-3),BINIMETINIB,18,18,0.29411764705882354,0.23614329729664102,0.6598561123827026
TREMORINE (BRD:BRD-K08619838-300-05-7),TREMORINE,18,18,-0.29411764705882354,0.23614329729664102,0.6598561123827026
JIB04 (BRD:BRD-K76180386-001-01-6),JIB04,22,22,-0.2625635234330887,0.23780202752583146,0.6623949220987672
CLOMIFENE (BRD:BRD-K29950728-048-17-4),CLOMIFENE,16,16,-0.31176470588235294,0.23980004767411275,0.6658598808057911
BIIB-057 (BRD:BRD-K53734668-003-02-0),BIIB-057,21,21,0.2675324675324675,0.24102003675627295,0.667149506131
TRIAPINE (BRD:BRD-K01669786-001-02-2),TRIAPINE,20,20,0.27368421052631575,0.24296636906130653,0.6680064625656237
BGT226 (BRD:BRD-K29415052-050-04-8),BGT226,21,21,-0.2662337662337662,0.2433987795806379,0.6680064625656237
COSTUNOLIDE (BRD:BRD-K26833429-001-02-8),COSTUNOLIDE,10,10,0.406060606060606,0.24428229408662647,0.6680064625656237
AURORA-A-INHIBITOR-I (BRD:BRD-K53561341-001-07-5),AURORA-A-INHIBITOR-I,21,21,0.26493506493506497,0.24579261871540742,0.6680064625656237
DOXORUBICIN (BRD:BRD-K92093830-003-30-8),DOXORUBICIN,21,21,0.26493506493506497,0.24579261871540742,0.6680064625656237
BITOPERTIN (BRD:BRD-K13756951-001-01-4),BITOPERTIN,14,14,-0.3318681318681319,0.24637718314961166,0.6680064625656237
CLADRIBINE (BRD:BRD-K93034159-001-25-8),CLADRIBINE,13,13,-0.34615384615384615,0.24662526251007172,0.6680064625656237
FENBENDAZOLE (BRD:BRD-K51318897-001-15-3),FENBENDAZOLE,19,19,0.2789473684210526,0.24747875892631568,0.6682683306787056
MEXILETINE (BRD:BRD-A64092382-003-18-3),MEXILETINE,21,21,0.26233766233766237,0.2506256259413438,0.6747025234945323
PIRENPERONE (BRD:BRD-K25224017-001-25-0),PIRENPERONE,21,21,0.26103896103896107,0.2530648119666416,0.6765364408503279
OCTENIDINE (BRD:BRD-K04568635-300-01-4),OCTENIDINE,19,19,0.27543859649122804,0.2537237032890097,0.6765364408503279
CIPROFIBRATE (BRD:BRD-A49358627-001-14-6),CIPROFIBRATE,16,16,-0.3029411764705882,0.25406688060961136,0.6765364408503279
PRT062070 (BRD:BRD-K25835157-001-01-4),PRT062070,13,13,0.34065934065934067,0.25470646075412523,0.6765364408503279
HYDROXYUREA (BRD:BRD-K51747290-001-13-1),HYDROXYUREA,12,12,0.35664335664335667,0.2551377517589572,0.6765364408503279
D-64131 (BRD:BRD-K26997899-001-02-2),D-64131,18,18,0.281733746130031,0.2573753757323143,0.6800117094722046
ECHINOMYCIN (BRD:BRD-A68969091-001-12-7),ECHINOMYCIN,21,21,0.2584415584415584,0.2579885873988545,0.6800117094722046
NIRAPARIB (BRD:BRD-K54955827-001-02-2),NIRAPARIB,15,15,0.3107142857142856,0.2596673973372181,0.6823997376451297
AJMALINE (BRD:BRD-A48300215-001-04-8),AJMALINE,13,13,-0.33516483516483514,0.26294314035936023,0.6830530000476708
BKM120 (BRD:BRD-K42191735-001-05-3),BKM120,21,21,0.2558441558441559,0.26297294224172296,0.6830530000476708
UNC0631 (BRD:BRD-K13060017-001-01-3),UNC0631,21,21,0.2558441558441559,0.26297294224172296,0.6830530000476708
CCT129202 (BRD:BRD-K57136142-001-02-4),CCT129202,16,16,0.29705882352941176,0.26386301461352274,0.6830530000476708
HESPERADIN (BRD:BRD-K58122457-001-02-2),HESPERADIN,16,16,0.29705882352941176,0.26386301461352274,0.6830530000476708
NSC-697923 (BRD:BRD-K20605374-001-05-4),NSC-697923,22,22,0.24788255223037836,0.2660193797824072,0.6830530000476708
FOSBRETABULIN (BRD:BRD-K06814349-304-02-7),FOSBRETABULIN,14,14,0.3186813186813187,0.26678496081136144,0.6830530000476708
GW-843682X (BRD:BRD-K90382497-001-10-7),GW-843682X,21,21,0.2532467532467532,0.26801791447109463,0.6830530000476708
LY2090314 (BRD:BRD-K78055238-001-01-8),LY2090314,21,21,0.2532467532467532,0.26801791447109463,0.6830530000476708
NANCHANGMYCIN (BRD:BRD-A73871920-236-03-6),NANCHANGMYCIN,22,22,0.24675324675324675,0.26827433942114864,0.6830530000476708
PAPAVERINE (BRD:BRD-K15567136-003-27-2),PAPAVERINE,18,18,-0.27554179566563464,0.268425131389062,0.6830530000476708
ARTEMISININ (BRD:BRD-K13112821-001-17-4),ARTEMISININ,11,11,-0.36363636363636365,0.27163754099382253,0.6853027105644152
FUDOSTEINE (BRD:BRD-K54838207-001-03-8),FUDOSTEINE,11,11,0.36363636363636365,0.27163754099382253,0.6853027105644152
P 22077 (BRD:BRD-K97714174-001-01-3),P 22077,11,11,-0.36363636363636365,0.27163754099382253,0.6853027105644152
CAPIVASERTIB (BRD:BRD-K99023089-001-03-7),CAPIVASERTIB,19,19,-0.26491228070175443,0.27305117556176156,0.6869065185784486
M-344 (BRD:BRD-K45528773-001-07-2),M-344,22,22,0.2433653303218521,0.27511168166940314,0.6901239060059176
BAY-87-2243 (BRD:BRD-K70463136-001-01-5),BAY-87-2243,18,18,-0.2714138286893705,0.27595238461589006,0.6902718289400309
IXAZOMIB (BRD:BRD-K78659596-001-03-9),IXAZOMIB,22,22,0.24223602484472054,0.2774149543225629,0.6919700696802911
VENETOCLAX (BRD:BRD-K62391742-001-09-7),VENETOCLAX,16,16,-0.28823529411764703,0.27898445973708325,0.6939247266136465
TORIN-2 (BRD:BRD-K68174511-001-06-6),TORIN-2,21,21,-0.24545454545454545,0.28351670883126684,0.7032170053314849
BMS-265246 (BRD:BRD-K62814476-001-03-3),BMS-265246,21,21,0.24415584415584415,0.286152904374841,0.7068166923000795
TAK-901 (BRD:BRD-K01683783-001-02-6),TAK-901,22,22,0.2377188029361943,0.2867488375178757,0.7068166923000795
AZ3146 (BRD:BRD-K59146805-001-03-7),AZ3146,14,14,-0.3054945054945055,0.2881698858754571,0.7068166923000795
BVT-948 (BRD:BRD-K68567222-001-01-2),BVT-948,14,14,0.3054945054945055,0.2881698858754571,0.7068166923000795
NOREPINEPHRINE (BRD:BRD-K87349682-347-03-8),NOREPINEPHRINE,16,16,0.2823529411764706,0.2893498290632738,0.7077448727503345
(+)-CAMPTOTHECIN (BRD:BRD-K37890730-001-15-1),(+)-CAMPTOTHECIN,17,17,0.2720588235294118,0.2907959385044183,0.7090046175233683
ONX-0914 (BRD:BRD-K60446698-001-01-2),ONX-0914,21,21,-0.24155844155844156,0.291470754429199,0.7090046175233683
DIFLUPREDNATE (BRD:BRD-K33720171-001-01-0),DIFLUPREDNATE,20,20,0.24661654135338343,0.2945519940720424,0.7113692473211594
BARASERTIB-HQPA (BRD:BRD-K63923597-001-10-0),BARASERTIB-HQPA,16,16,-0.27941176470588236,0.2946176535684143,0.7113692473211594
GSK923295 (BRD:BRD-K89015388-001-01-7),GSK923295,17,17,0.26960784313725494,0.29533579947140526,0.7113692473211594
PARTHENOLIDE (BRD:BRD-K98548675-001-05-9),PARTHENOLIDE,15,15,0.28928571428571426,0.2956653610043777,0.7113692473211594
LY2874455 (BRD:BRD-K17203476-001-01-9),LY2874455,21,21,0.23896103896103899,0.2968491826193771,0.7121442868379092
MLN0128 (BRD:BRD-K59317601-001-05-5),MLN0128,20,20,-0.24511278195488717,0.2976005003886619,0.7121442868379092
RITA (BRD:BRD-K00317371-001-06-1),RITA,18,18,-0.25902992776057787,0.29930484205263064,0.7142869608985752
SB-218795 (BRD:BRD-K61097567-001-08-5),SB-218795,14,14,0.2967032967032967,0.302966723838702,0.720518171075762
CR8-(R) (BRD:BRD-K40331046-305-01-5),CR8-(R),22,22,0.2298136645962733,0.30354785916215565,0.720518171075762
CARVEDILOL (BRD:BRD-A10977446-001-12-1),CARVEDILOL,10,10,0.35757575757575755,0.31037609170568026,0.7273113963580073
MIDODRINE (BRD:BRD-A79981887-003-16-4),MIDODRINE,10,10,0.35757575757575755,0.31037609170568026,0.7273113963580073
RU-58841 (BRD:BRD-K62762455-001-01-3),RU-58841,10,10,-0.35757575757575755,0.31037609170568026,0.7273113963580073
TOREMIFENE (BRD:BRD-K51350053-048-16-5),TOREMIFENE,21,21,0.2324675324675325,0.31055989862791317,0.7273113963580073
LICOCHALCONE-A (BRD:BRD-K26011976-001-01-0),LICOCHALCONE-A,18,18,0.2528379772961816,0.31141340050989863,0.7273113963580073
TALAZOPARIB (BRD:BRD-K95142244-001-01-5),TALAZOPARIB,11,11,0.33636363636363636,0.31182431390038634,0.7273113963580073
JTE-607 (BRD:BRD-K81405859-300-01-4),JTE-607,17,17,-0.25980392156862747,0.31391716151942506,0.7273113963580073
MITOXANTRONE (BRD:BRD-K21680192-300-14-4),MITOXANTRONE,19,19,0.243859649122807,0.31437156522355036,0.7273113963580073
BISINDOLYLMALEIMIDE-IX (BRD:BRD-K06543683-066-02-1),BISINDOLYLMALEIMIDE-IX,22,22,0.2241671372106155,0.3159085603715583,0.7273113963580073
RS-17053 (BRD:BRD-K76840893-003-02-5),RS-17053,21,21,-0.22987012987012984,0.3161498376663409,0.7273113963580073
ADAVOSERTIB (BRD:BRD-K54256913-001-08-7),ADAVOSERTIB,16,16,0.2676470588235294,0.3162544185483094,0.7273113963580073
GOSSYPOL (BRD:BRD-K19295594-015-14-3),GOSSYPOL,20,20,-0.23609022556390977,0.3162939707830972,0.7273113963580073
PCI-24781 (BRD:BRD-K12867552-001-04-7),PCI-24781,22,22,0.22303783173348396,0.31841675008781406,0.7302908839676359
FRENTIZOLE (BRD:BRD-K07202345-001-19-4),FRENTIZOLE,19,19,-0.24035087719298245,0.32160243714265596,0.7331363636513977
DECITABINE (BRD:BRD-K79254416-001-21-8),DECITABINE,16,16,0.2647058823529412,0.3218043958686153,0.7331363636513977
EBASTINE (BRD:BRD-K13314656-001-01-0),EBASTINE,20,20,-0.23308270676691725,0.3226780250046228,0.7331363636513977
RS-16566 (BRD:BRD-K80725821-300-02-9),RS-16566,17,17,0.25490196078431376,0.3234600340651103,0.7331363636513977
IPATASERTIB (BRD:BRD-K71480163-001-01-4),IPATASERTIB,18,18,-0.24664602683178533,0.3238088129377634,0.7331363636513977
PD-153035 (BRD:BRD-K26603252-003-04-9),PD-153035,13,13,-0.2967032967032967,0.3249215884859749,0.7337743289849511
DIGITOXIGENIN (BRD:BRD-K18518344-001-15-9),DIGITOXIGENIN,22,22,0.21964991530208924,0.32601325111651935,0.7339887610086854
GAMBOGIC-ACID (BRD:BRD-K08542803-001-02-3),GAMBOGIC-ACID,21,21,0.22467532467532467,0.3275102738815652,0.7339887610086854
KPT-276 (BRD:BRD-K75352575-001-01-3),KPT-276,21,21,0.22467532467532467,0.3275102738815652,0.7339887610086854
PLINABULIN (BRD:BRD-K99498722-001-02-6),PLINABULIN,22,22,0.21852060982495766,0.3285693596146497,0.7344980874423689
HEXYLRESORCINOL (BRD:BRD-K99946902-001-07-5),HEXYLRESORCINOL,12,12,-0.3076923076923077,0.33058925941210965,0.7346111921701703
BRUCEANTIN (BRD:BRD-A36057565-001-01-0),BRUCEANTIN,22,22,0.2173913043478261,0.3311374194883425,0.7346111921701703
MEK1-2-INHIBITOR (BRD:BRD-K12244279-001-05-8),MEK1-2-INHIBITOR,18,18,0.2425180598555212,0.3322310909053101,0.7346111921701703
WYE-354 (BRD:BRD-K77008974-001-03-2),WYE-354,19,19,-0.23508771929824557,0.33263189836380036,0.7346111921701703
