Compuesto completo,Compuesto,n HER2-high,n HER2-low,Mediana AUC HER2-high,Mediana AUC HER2-low,Diferencia de medianas,p-valor,Criterio n>=3,FDR
SALINOMYCIN (BRD:BRD-A28301258-001-03-0),SALINOMYCIN,3,4,0.871886900594688,0.7951506850343935,0.07673621556029453,0.11428571428571428,Sí,0.42448979591836733
SPIRONOLACTONE (BRD:BRD-K90027355-001-13-3),SPIRONOLACTONE,4,4,0.83425343423875,0.80559695202089,0.02865648221785999,0.11428571428571428,Sí,0.42448979591836733
TETRANDRINE (BRD:BRD-K08078237-001-19-8),TETRANDRINE,4,4,0.9321497673153515,0.8541954071812741,0.07795436013407742,0.11428571428571428,Sí,0.42448979591836733
U-0126 (BRD:BRD-K18787491-001-08-6),U-0126,4,4,0.9623716766809736,0.8664813942581184,0.09589028242285513,0.11428571428571428,Sí,0.42448979591836733
VLX-600 (BRD:BRD-K89053832-001-01-0),VLX-600,4,4,0.827245498452311,0.73049469493783,0.09675080351448095,0.11428571428571428,Sí,0.42448979591836733
WZ8040 (BRD:BRD-K81728688-001-04-4),WZ8040,4,4,0.8412554945657945,0.9207083713613584,-0.0794528767955639,0.11428571428571428,Sí,0.42448979591836733
ZK-811752 (BRD:BRD-K91825936-001-01-2),ZK-811752,4,4,0.877868592441009,0.836347901181465,0.04152069125954405,0.11428571428571428,Sí,0.42448979591836733
TERIFLUNOMIDE (BRD:BRD-A42699921-001-03-6),TERIFLUNOMIDE,3,5,0.938869825610675,0.855677020567765,0.08319280504291005,0.14285714285714285,Sí,0.5271889400921659
CETRIMONIUM (BRD:BRD-K47079459-004-04-6),CETRIMONIUM,5,5,0.887132446954426,0.864950669012587,0.022181777941838954,0.15079365079365079,Sí,0.5291654494108482
DOLASTATIN-10 (BRD:BRD-K78567475-001-01-4),DOLASTATIN-10,5,5,0.274578843048274,0.0924247457825988,0.18215409726567522,0.15079365079365079,Sí,0.5291654494108482
ENTINOSTAT (BRD:BRD-K77908580-001-09-6),ENTINOSTAT,5,5,0.895028537845442,0.828733838910254,0.06629469893518802,0.15079365079365079,Sí,0.5291654494108482
EXELBINE (BRD:BRD-K69280563-001-01-8),EXELBINE,5,5,0.78662715980719,0.600253879615388,0.186373280191802,0.15079365079365079,Sí,0.5291654494108482
PCI-24781 (BRD:BRD-K12867552-001-04-7),PCI-24781,5,5,0.77289646890119,0.708838809624503,0.06405765927668705,0.15079365079365079,Sí,0.5291654494108482
PHENYLMERCURIC-ACETATE (BRD:BRD-K74193284-001-04-8),PHENYLMERCURIC-ACETATE,5,5,0.825033165005303,0.75679629234534,0.06823687265996303,0.15079365079365079,Sí,0.5291654494108482
SB-2343 (BRD:BRD-K98795921-001-01-7),SB-2343,5,5,0.676073970900704,0.74382061532736,-0.06774664442665601,0.15079365079365079,Sí,0.5291654494108482
XL-647 (BRD:BRD-K03765900-001-01-9),XL-647,5,5,0.7219965063494845,0.8824142365993136,-0.16041773024982908,0.15079365079365079,Sí,0.5291654494108482
ASYMMETRICAL-DIMETHYLARGININE (BRD:BRD-K36269323-300-02-6),ASYMMETRICAL-DIMETHYLARGININE,5,4,0.86696866398072,0.8258911656844845,0.041077498296235526,0.19047619047619047,Sí,0.5691542288557214
BI-78D3 (BRD:BRD-K73982490-001-02-9),BI-78D3,5,4,0.886942470391391,0.8313243080366175,0.05561816235477346,0.19047619047619047,Sí,0.5691542288557214
CCG-50014 (BRD:BRD-K08893438-001-04-9),CCG-50014,5,4,0.884561445440011,0.8166964186008006,0.06786502683921047,0.19047619047619047,Sí,0.5691542288557214
CHLORIDINE (BRD:BRD-K88429204-001-35-1),CHLORIDINE,5,4,0.870953888976901,0.9152229999004945,-0.044269110923593535,0.19047619047619047,Sí,0.5691542288557214
CHOLECALCIFEROL (BRD:BRD-K62779383-001-05-5),CHOLECALCIFEROL,4,5,0.879883948709878,0.838147155547526,0.041736793162352015,0.19047619047619047,Sí,0.5691542288557214
DACINOSTAT (BRD:BRD-K56957086-001-06-3),DACINOSTAT,5,4,0.590974286896577,0.54972845613166,0.04124583076491706,0.19047619047619047,Sí,0.5691542288557214
DIFLUPREDNATE (BRD:BRD-K33720171-001-01-0),DIFLUPREDNATE,4,5,0.8505397096729845,0.793886851465108,0.05665285820787658,0.19047619047619047,Sí,0.5691542288557214
GALETERONE (BRD:BRD-A07986123-001-02-8),GALETERONE,5,4,0.790973225058534,0.8248154991182325,-0.03384227405969853,0.19047619047619047,Sí,0.5691542288557214
GIVINOSTAT (BRD:BRD-K13810148-311-03-2),GIVINOSTAT,5,4,0.741723068259459,0.6464283361179519,0.09529473214150708,0.19047619047619047,Sí,0.5691542288557214
IKK-16 (BRD:BRD-K14618467-001-04-6),IKK-16,4,5,0.9169429322084115,0.958719582255376,-0.041776650046964514,0.19047619047619047,Sí,0.5691542288557214
JK-184 (BRD:BRD-K38860038-001-01-2),JK-184,5,4,0.673645300855512,0.579487914556201,0.09415738629931103,0.19047619047619047,Sí,0.5691542288557214
KPT-185 (BRD:BRD-K71467466-001-02-3),KPT-185,4,5,0.6960272816204225,0.580696801898283,0.1153304797221395,0.19047619047619047,Sí,0.5691542288557214
LENALIDOMIDE (BRD:BRD-A17883755-001-06-1),LENALIDOMIDE,4,5,0.9489722970483749,0.892271993871816,0.05670030317655894,0.19047619047619047,Sí,0.5691542288557214
PARBENDAZOLE (BRD:BRD-K02407574-001-09-7),PARBENDAZOLE,5,4,0.709267883217276,0.641521760780532,0.06774612243674394,0.19047619047619047,Sí,0.5691542288557214
PHA 793887 (BRD:BRD-K64800655-001-07-4),PHA 793887,4,5,0.8952612439103624,0.751553421164929,0.14370782274543348,0.19047619047619047,Sí,0.5691542288557214
PLX 4720 (BRD:BRD-K16478699-001-09-2),PLX 4720,4,5,0.886991821457509,0.844576998483287,0.042414822974221944,0.19047619047619047,Sí,0.5691542288557214
PR-619 (BRD:BRD-K54395039-001-01-7),PR-619,5,4,0.847217508784643,0.829980029500704,0.017237479283938928,0.19047619047619047,Sí,0.5691542288557214
PU-H71 (BRD:BRD-K36529613-001-02-6),PU-H71,5,4,0.752516279284335,0.6766688813012015,0.07584739798313345,0.19047619047619047,Sí,0.5691542288557214
PUROMYCIN (BRD:BRD-A28970875-300-04-9),PUROMYCIN,5,4,0.771845461240158,0.6846782741318005,0.08716718710835747,0.19047619047619047,Sí,0.5691542288557214
TOSEDOSTAT (BRD:BRD-K92241597-001-06-0),TOSEDOSTAT,4,5,0.6353692214899225,0.491966107653084,0.14340311383683846,0.19047619047619047,Sí,0.5691542288557214
TRANILAST (BRD:BRD-K17849083-001-32-9),TRANILAST,4,5,0.884850163842965,0.820163473767765,0.0646866900752,0.19047619047619047,Sí,0.5691542288557214
DICHLOROACETATE (BRD:BRD-M97302542-001-04-4),DICHLOROACETATE,3,3,0.9632875809886324,0.9255579871281284,0.03772959386050401,0.2,Sí,0.5691542288557214
GW-583340 (BRD:BRD-K79930101-300-03-7),GW-583340,4,4,0.8337780477079595,0.9174911858805085,-0.083713138172549,0.2,Sí,0.5691542288557214
HALOFANTRINE (BRD:BRD-A51964809-003-12-6),HALOFANTRINE,3,3,0.946369778082959,0.839069674799418,0.107300103283541,0.2,Sí,0.5691542288557214
HARRINGTONINE (BRD:BRD-K96358241-001-01-9),HARRINGTONINE,4,4,0.88343489737649,0.7680015450449805,0.11543335233150942,0.2,Sí,0.5691542288557214
INDIBULIN (BRD:BRD-K74057757-001-01-9),INDIBULIN,4,4,0.805232183134298,0.6559987770754335,0.14923340605886448,0.2,Sí,0.5691542288557214
KP-1212 (BRD:BRD-K46690591-001-01-2),KP-1212,4,4,0.9155719742911594,0.7465380820104195,0.16903389228073995,0.2,Sí,0.5691542288557214
MOMELOTINIB (BRD:BRD-K87737963-001-06-0),MOMELOTINIB,3,3,0.9326811343720076,0.8340788718018434,0.09860226257016425,0.2,Sí,0.5691542288557214
MUBRITINIB (BRD:BRD-K19061412-001-02-4),MUBRITINIB,4,4,0.6461509577043385,0.536516773602301,0.10963418410203751,0.2,Sí,0.5691542288557214
NSC-632839 (BRD:BRD-K81197548-003-01-4),NSC-632839,4,4,0.888833512757887,0.8537666864725479,0.03506682628533908,0.2,Sí,0.5691542288557214
POLYDATIN (BRD:BRD-K43236057-001-07-1),POLYDATIN,4,4,0.7880088254506905,0.8464865753801155,-0.058477749929425005,0.2,Sí,0.5691542288557214
PTEROSTILBENE (BRD:BRD-K53097745-001-01-5),PTEROSTILBENE,3,3,0.898528728672366,0.693968180481939,0.20456054819042702,0.2,Sí,0.5691542288557214
PYROXAMIDE (BRD:BRD-K11663430-001-02-3),PYROXAMIDE,3,3,0.929168852802629,0.831585648555174,0.09758320424745492,0.2,Sí,0.5691542288557214
R547 (BRD:BRD-K52233191-001-02-4),R547,4,4,0.7923873141470555,0.7177144111640366,0.07467290298301898,0.2,Sí,0.5691542288557214
SKF-96365 (BRD:BRD-A72703248-003-04-9),SKF-96365,4,4,0.8212306976066235,0.7933849131180855,0.027845784488538028,0.2,Sí,0.5691542288557214
THIOSTREPTON (BRD:BRD-K58049875-001-04-7),THIOSTREPTON,4,4,0.824706654762845,0.7876042786112465,0.037102376151598504,0.2,Sí,0.5691542288557214
WZ-3146 (BRD:BRD-K73293050-001-03-1),WZ-3146,4,4,0.842177447381261,0.792198853366628,0.049978594014633004,0.2,Sí,0.5691542288557214
YM 201636 (BRD:BRD-K48488978-001-05-3),YM 201636,3,3,0.947114731922182,0.899262890640726,0.04785184128145603,0.2,Sí,0.5691542288557214
ANISOMYCIN (BRD:BRD-K91370081-001-25-1),ANISOMYCIN,5,5,0.779473011055774,0.69239233804205,0.08708067301372402,0.2222222222222222,Sí,0.5889317889317889
BRUCEANTIN (BRD:BRD-A36057565-001-01-0),BRUCEANTIN,5,5,0.724405537789344,0.600392117912936,0.12401341987640802,0.2222222222222222,Sí,0.5889317889317889
CR8-(R) (BRD:BRD-K40331046-305-01-5),CR8-(R),5,5,0.692160932988103,0.586793285837666,0.105367647150437,0.2222222222222222,Sí,0.5889317889317889
EPOTHILONE-A (BRD:BRD-K71823332-001-03-7),EPOTHILONE-A,5,5,0.579392272535308,0.43736136300633,0.142030909528978,0.2222222222222222,Sí,0.5889317889317889
EPOTHILONE-B (BRD:BRD-K68164687-001-01-6),EPOTHILONE-B,5,5,0.38543520195372,0.262773043854361,0.12266215809935899,0.2222222222222222,Sí,0.5889317889317889
LDN-212854 (BRD:BRD-K59831625-001-01-6),LDN-212854,5,5,0.801060843188046,0.757464557352372,0.0435962858356741,0.2222222222222222,Sí,0.5889317889317889
MEXILETINE (BRD:BRD-A64092382-003-18-3),MEXILETINE,5,5,0.765844814219121,0.737302537712594,0.028542276506526965,0.2222222222222222,Sí,0.5889317889317889
PYRITHIONE-ZINC (BRD:BRD-K16136380-001-01-7),PYRITHIONE-ZINC,5,5,0.678350743803903,0.605031764815242,0.07331897898866102,0.2222222222222222,Sí,0.5889317889317889
RAPAMYCIN (BRD:BRD-K84937637-001-09-9),RAPAMYCIN,5,5,0.496787690664175,0.607361260990438,-0.11057357032626297,0.2222222222222222,Sí,0.5889317889317889
RYUVIDINE (BRD:BRD-K06426971-001-02-7),RYUVIDINE,5,5,0.856080592766053,0.82899399448347,0.027086598282582974,0.2222222222222222,Sí,0.5889317889317889
TORIN-1 (BRD:BRD-K40175214-001-11-6),TORIN-1,5,5,0.575784801737212,0.629873193387972,-0.05408839165075996,0.2222222222222222,Sí,0.5889317889317889
AT13387 (BRD:BRD-K58435339-001-03-0),AT13387,3,4,0.8928155981297391,0.6432032776489056,0.24961232048083348,0.22857142857142856,Sí,0.5889317889317889
CHIR-124 (BRD:BRD-K02241333-001-02-7),CHIR-124,3,4,0.803640459457538,0.7451370433431406,0.058503416114397466,0.22857142857142856,Sí,0.5889317889317889
DOLUTEGRAVIR (BRD:BRD-K36386086-001-01-1),DOLUTEGRAVIR,4,3,0.8486809171568435,0.896510501658927,-0.04782958450208352,0.22857142857142856,Sí,0.5889317889317889
EX-8678 (BRD:BRD-K07972848-001-02-0),EX-8678,3,4,0.459131547018241,0.5512947822060119,-0.09216323518777092,0.22857142857142856,Sí,0.5889317889317889
FDCYD (BRD:BRD-K18157228-001-01-7),FDCYD,3,4,0.773141054540985,0.711815451714369,0.06132560282661603,0.22857142857142856,Sí,0.5889317889317889
FENBENDAZOLE (BRD:BRD-K51318897-001-15-3),FENBENDAZOLE,4,3,0.7794868801699946,0.472654935882937,0.30683194428705757,0.22857142857142856,Sí,0.5889317889317889
LONAFARNIB (BRD:BRD-K41599323-001-02-3),LONAFARNIB,3,4,0.855959897058983,0.751668370899636,0.104291526159347,0.22857142857142856,Sí,0.5889317889317889
MITOXANTRONE (BRD:BRD-K21680192-300-14-4),MITOXANTRONE,4,3,0.536307407970614,0.435512570511376,0.10079483745923806,0.22857142857142856,Sí,0.5889317889317889
OCTENIDINE (BRD:BRD-K04568635-300-01-4),OCTENIDINE,4,3,0.8415521648948935,0.792919350711428,0.048632814183465434,0.22857142857142856,Sí,0.5889317889317889
XILOBAM (BRD:BRD-K79633074-001-01-8),XILOBAM,3,4,0.894467541799216,0.8496133154859105,0.04485422631330549,0.22857142857142856,Sí,0.5889317889317889
MONENSIN (BRD:BRD-A06627858-236-03-0),MONENSIN,3,5,0.848806560585744,0.790276361922611,0.058530198663133026,0.25,Sí,0.6327433628318584
MOZAVAPTAN (BRD:BRD-A31095847-001-02-3),MOZAVAPTAN,3,5,0.906498254277413,0.957326979933925,-0.050828725656511975,0.25,Sí,0.6327433628318584
P5091 (BRD:BRD-K13606314-001-01-3),P5091,3,5,0.868212011270584,0.888140910952319,-0.019928899681734946,0.25,Sí,0.6327433628318584
PFI-1 (BRD:BRD-K13094524-001-07-5),PFI-1,3,5,0.758546255735922,0.826721219817033,-0.0681749640811109,0.25,Sí,0.6327433628318584
BIBR-1532 (BRD:BRD-K04623885-001-07-5),BIBR-1532,4,5,0.872494703726215,0.834707186444321,0.037787517281894,0.2857142857142857,Sí,0.6838015540944411
BIX-01294 (BRD:BRD-K26818574-305-04-3),BIX-01294,5,4,0.902975817367606,0.8790024883396005,0.02397332902800553,0.2857142857142857,Sí,0.6838015540944411
BKM120 (BRD:BRD-K42191735-001-05-3),BKM120,5,4,0.846279080927374,0.7944785598151289,0.05180052111224509,0.2857142857142857,Sí,0.6838015540944411
"CP-945,598 (BRD:BRD-K09090949-001-01-9)","CP-945,598",4,5,0.8844493070489534,0.872519985975345,0.011929321073608445,0.2857142857142857,Sí,0.6838015540944411
CYTOCHALASIN-B (BRD:BRD-K47000838-001-01-6),CYTOCHALASIN-B,4,5,0.8750915003682449,0.816393590768327,0.05869790959991794,0.2857142857142857,Sí,0.6838015540944411
ELOXATIN (BRD:BRD-K78960041-001-05-7),ELOXATIN,4,5,0.895708730777239,0.800239690612781,0.09546904016445801,0.2857142857142857,Sí,0.6838015540944411
FRENTIZOLE (BRD:BRD-K07202345-001-19-4),FRENTIZOLE,4,5,0.7746333815124304,0.820385720146078,-0.04575233863364758,0.2857142857142857,Sí,0.6838015540944411
NMS-873 (BRD:BRD-K26253904-001-01-5),NMS-873,5,4,0.694134993268389,0.631705587094675,0.062429406173714064,0.2857142857142857,Sí,0.6838015540944411
PP242 (BRD:BRD-K87112191-001-04-5),PP242,5,4,0.776706008313852,0.826983198354053,-0.050277190040201036,0.2857142857142857,Sí,0.6838015540944411
STATTIC (BRD:BRD-K17061841-001-03-5),STATTIC,5,4,0.932352789839546,0.8680446095696335,0.06430818026991247,0.2857142857142857,Sí,0.6838015540944411
TENOVIN-6 (BRD:BRD-K13949769-001-01-7),TENOVIN-6,5,4,0.879167715104804,0.8658245586018765,0.0133431565029275,0.2857142857142857,Sí,0.6838015540944411
TOREMIFENE (BRD:BRD-K51350053-048-16-5),TOREMIFENE,4,5,0.932524450241391,0.905869408763809,0.02665504147758202,0.2857142857142857,Sí,0.6838015540944411
WAY-170523 (BRD:BRD-K36198571-001-02-0),WAY-170523,5,4,0.844423010386539,0.8802505434081616,-0.03582753302162256,0.2857142857142857,Sí,0.6838015540944411
AT-7519 (BRD:BRD-K13390322-001-06-3),AT-7519,5,5,0.806734871999732,0.7224846671147174,0.08425020488501467,0.30952380952380953,Sí,0.7081904761904761
DIOSCIN (BRD:BRD-K37723606-001-01-5),DIOSCIN,5,5,0.858108402774129,0.829146281218645,0.028962121555484055,0.30952380952380953,Sí,0.7081904761904761
DISULFIRAM (BRD:BRD-K32744045-001-31-2),DISULFIRAM,5,5,0.733396188744195,0.709893928053714,0.023502260690481003,0.30952380952380953,Sí,0.7081904761904761
JTC-801 (BRD:BRD-K17705806-003-04-4),JTC-801,5,5,0.854432679970731,0.860533919262665,-0.0061012392919339575,0.30952380952380953,Sí,0.7081904761904761
LY2090314 (BRD:BRD-K78055238-001-01-8),LY2090314,5,5,0.885886081471711,0.726821155553243,0.159064925918468,0.30952380952380953,Sí,0.7081904761904761
PF-05212384 (BRD:BRD-K07955840-001-02-3),PF-05212384,5,5,0.563653205928737,0.579785258821366,-0.01613205289262898,0.30952380952380953,Sí,0.7081904761904761
PLINABULIN (BRD:BRD-K99498722-001-02-6),PLINABULIN,5,5,0.530035527130966,0.484608191906359,0.04542733522460701,0.30952380952380953,Sí,0.7081904761904761
PP-121 (BRD:BRD-K81801188-001-02-8),PP-121,5,5,0.637887409405379,0.57379484376604,0.06409256563933907,0.30952380952380953,Sí,0.7081904761904761
SGI-1027 (BRD:BRD-K61228301-001-01-2),SGI-1027,5,5,0.836396388134065,0.814634209933041,0.021762178201023996,0.30952380952380953,Sí,0.7081904761904761
TG-02 (BRD:BRD-K14560436-001-01-4),TG-02,5,5,0.823399044312566,0.7827151001063,0.04068394420626609,0.30952380952380953,Sí,0.7081904761904761
WP1066 (BRD:BRD-K05445342-001-05-3),WP1066,5,5,0.756312445679561,0.774012108875336,-0.017699663195774984,0.30952380952380953,Sí,0.7081904761904761
ALEXIDINE (BRD:BRD-A27883417-300-01-6),ALEXIDINE,4,4,0.889511763572616,0.9115638951755001,-0.022052131602884106,0.34285714285714286,Sí,0.7268978084688055
AZ 960 (BRD:BRD-K64888243-001-03-7),AZ 960,4,4,0.840314527417742,0.799057454207469,0.041257073210273054,0.34285714285714286,Sí,0.7268978084688055
BERBERINE (BRD:BRD-K14796088-003-26-8),BERBERINE,4,4,0.772708537350256,0.72089901254467,0.05180952480558598,0.34285714285714286,Sí,0.7268978084688055
D-64131 (BRD:BRD-K26997899-001-02-2),D-64131,4,4,0.7280283158004766,0.6113398589550565,0.11668845684542006,0.34285714285714286,Sí,0.7268978084688055
DIPHENYLENEIODONIUM (BRD:BRD-K65814004-003-02-9),DIPHENYLENEIODONIUM,4,4,0.5623005310760965,0.479548061984731,0.08275246909136547,0.34285714285714286,Sí,0.7268978084688055
GOSSYPOL (BRD:BRD-K19295594-015-14-3),GOSSYPOL,4,4,0.7996359534642046,0.8308952749979595,-0.03125932153375488,0.34285714285714286,Sí,0.7268978084688055
LASALOCID (BRD:BRD-A72711497-236-03-8),LASALOCID,4,4,0.8300037860162015,0.8102199287804945,0.01978385723570697,0.34285714285714286,Sí,0.7268978084688055
MLN-8054 (BRD:BRD-K83963101-001-06-9),MLN-8054,4,4,0.769841860866707,0.631198113660319,0.13864374720638806,0.34285714285714286,Sí,0.7268978084688055
NOVOBIOCIN (BRD:BRD-K85307935-236-09-5),NOVOBIOCIN,4,4,0.937087660220717,0.902654359482111,0.034433300738605954,0.34285714285714286,Sí,0.7268978084688055
ONC201 (BRD:BRD-K58529924-001-01-5),ONC201,4,4,0.8187705782621308,0.9197051383591257,-0.10093456009699486,0.34285714285714286,Sí,0.7268978084688055
TANSHINONE-I (BRD:BRD-K34073885-001-09-3),TANSHINONE-I,4,4,0.897728041081771,0.876695874927323,0.021032166154447918,0.34285714285714286,Sí,0.7268978084688055
TETRAMETHYLTHIURAM-MONOSULFIDE (BRD:BRD-K36889451-001-01-1),TETRAMETHYLTHIURAM-MONOSULFIDE,4,4,0.8497493906047751,0.7849943819907259,0.06475500861404915,0.34285714285714286,Sí,0.7268978084688055
CGS-15943 (BRD:BRD-K49049886-001-08-7),CGS-15943,5,3,0.72483431370744,0.828181430635884,-0.103347116928444,0.39285714285714285,Sí,0.7268978084688055
GSK461364 (BRD:BRD-K92428232-001-10-6),GSK461364,3,5,0.699234766025426,0.579525914479185,0.119708851546241,0.39285714285714285,Sí,0.7268978084688055
LAPPACONITE (BRD:BRD-A05906449-004-01-1),LAPPACONITE,3,5,0.793258886874744,0.843782825668449,-0.05052393879370498,0.39285714285714285,Sí,0.7268978084688055
MK-5108 (BRD:BRD-K53665955-001-03-0),MK-5108,3,5,0.808116139593736,0.756480156183251,0.05163598341048492,0.39285714285714285,Sí,0.7268978084688055
NARASIN (BRD:BRD-A25608658-001-01-1),NARASIN,3,5,0.820740089391767,0.781677905970412,0.039062183421355035,0.39285714285714285,Sí,0.7268978084688055
SEVOFLURANE (BRD:BRD-K05638300-001-01-2),SEVOFLURANE,3,5,0.888772551683949,0.859542281741689,0.029230269942259968,0.39285714285714285,Sí,0.7268978084688055
VER-49009 (BRD:BRD-K38548312-001-01-0),VER-49009,3,5,0.846385325457754,0.816908913915949,0.029476411541805025,0.39285714285714285,Sí,0.7268978084688055
ACIPIMOX (BRD:BRD-K63736853-001-04-8),ACIPIMOX,3,3,0.929248192673469,0.890480220575073,0.038767972098396,0.4,Sí,0.7268978084688055
ALFACALCIDOL (BRD:BRD-K49522529-001-02-9),ALFACALCIDOL,3,3,0.808027921761117,0.921285752795211,-0.11325783103409393,0.4,Sí,0.7268978084688055
APHIDICOLIN (BRD:BRD-K85140930-001-12-7),APHIDICOLIN,3,4,0.798555263904307,0.7638450941788706,0.03471016972543639,0.4,Sí,0.7268978084688055
BARDOXOLONE (BRD:BRD-K20545304-001-01-6),BARDOXOLONE,4,3,0.8543465759536766,0.794273003111462,0.060073572842214595,0.4,Sí,0.7268978084688055
BELINOSTAT (BRD:BRD-K17743125-001-08-4),BELINOSTAT,3,3,0.8824069577278661,0.8526899576681913,0.029717000059674814,0.4,Sí,0.7268978084688055
BENZETHONIUM (BRD:BRD-K72723676-003-17-8),BENZETHONIUM,4,3,0.5247771072543425,0.742840067349181,-0.2180629600948385,0.4,Sí,0.7268978084688055
BITOPERTIN (BRD:BRD-K13756951-001-01-4),BITOPERTIN,3,3,0.917129570266648,0.95758586248772,-0.040456292221072054,0.4,Sí,0.7268978084688055
BVT-948 (BRD:BRD-K68567222-001-01-2),BVT-948,3,4,0.96519856526557,0.950121920218091,0.015076645047478965,0.4,Sí,0.7268978084688055
CIS-DDP (BRD:BRD-K69172251-001-08-9),CIS-DDP,3,4,0.934555616502763,0.9661097107288905,-0.03155409422612754,0.4,Sí,0.7268978084688055
CNX-774 (BRD:BRD-K48443249-001-01-0),CNX-774,3,3,0.884654373481167,0.89997474435016,-0.01532037086899296,0.4,Sí,0.7268978084688055
COLCHICINE (BRD:BRD-K00259736-001-16-4),COLCHICINE,3,4,0.511756842717522,0.47331544353315547,0.03844139918436651,0.4,Sí,0.7268978084688055
DECITABINE (BRD:BRD-K79254416-001-21-8),DECITABINE,3,4,0.9508938260956596,0.7938739866519122,0.15701983944374742,0.4,Sí,0.7268978084688055
ENMD-2076 (BRD:BRD-K68488863-001-04-9),ENMD-2076,3,3,0.921098302593459,0.881194615031166,0.03990368756229301,0.4,Sí,0.7268978084688055
ETHACRIDINE-LACTATE-MONOHYDRATE (BRD:BRD-K24715592-406-02-1),ETHACRIDINE-LACTATE-MONOHYDRATE,3,3,0.840241546477658,0.807204641891735,0.03303690458592301,0.4,Sí,0.7268978084688055
FLUMETHASONE (BRD:BRD-K61496577-001-20-2),FLUMETHASONE,3,3,0.961396175105014,0.837129747405944,0.12426642769906993,0.4,Sí,0.7268978084688055
GSK-1070916 (BRD:BRD-K36740062-001-06-6),GSK-1070916,3,4,0.867566684306556,0.6942606901243296,0.17330599418222647,0.4,Sí,0.7268978084688055
GSK923295 (BRD:BRD-K89015388-001-01-7),GSK923295,3,3,0.896685435570825,0.828215106410122,0.06847032916070306,0.4,Sí,0.7268978084688055
ISOPROPYL-MYRISTATE (BRD:BRD-K13409143-001-01-9),ISOPROPYL-MYRISTATE,3,4,0.925817918371313,0.887597223754271,0.03822069461704203,0.4,Sí,0.7268978084688055
JNJ-26854165 (BRD:BRD-K65924316-001-03-1),JNJ-26854165,3,3,0.865552173181733,0.831842964477607,0.03370920870412608,0.4,Sí,0.7268978084688055
LCL-161 (BRD:BRD-K08248804-001-01-8),LCL-161,3,4,0.823671024295898,0.8487827632728225,-0.025111738976924536,0.4,Sí,0.7268978084688055
MK-8745 (BRD:BRD-K25279140-001-01-5),MK-8745,3,4,0.867878261674072,0.7396705846024609,0.12820767707161107,0.4,Sí,0.7268978084688055
RIFAMPIN (BRD:BRD-K01507359-001-22-9),RIFAMPIN,3,4,0.94134674967924,0.90518733572188,0.03615941395736,0.4,Sí,0.7268978084688055
RITA (BRD:BRD-K00317371-001-06-1),RITA,3,4,0.766271117659985,0.8538251484557056,-0.08755403079572055,0.4,Sí,0.7268978084688055
SB-505124 (BRD:BRD-K40109029-001-02-9),SB-505124,3,4,0.893306556563459,0.91282547552129,-0.019518918957830977,0.4,Sí,0.7268978084688055
SERTINDOLE (BRD:BRD-K69116396-001-04-1),SERTINDOLE,3,3,0.924803536618372,0.914045108938432,0.010758427679939953,0.4,Sí,0.7268978084688055
TG-101209 (BRD:BRD-K39841531-001-02-1),TG-101209,3,3,0.947130144858016,0.862648824832287,0.08448132002572906,0.4,Sí,0.7268978084688055
THEOPHYLLINE (BRD:BRD-K97799481-001-16-0),THEOPHYLLINE,3,4,0.891701888935013,0.884231918154568,0.007469970780444979,0.4,Sí,0.7268978084688055
TRIFLURIDINE (BRD:BRD-K03243820-001-23-8),TRIFLURIDINE,3,4,0.871182551720275,0.776908298096491,0.09427425362378405,0.4,Sí,0.7268978084688055
Y-27632 (BRD:BRD-K44084986-300-08-4),Y-27632,3,4,0.888416232686072,0.8552481436484025,0.033168089037669435,0.4,Sí,0.7268978084688055
ZARDAVERINE (BRD:BRD-K37561857-001-15-5),ZARDAVERINE,3,4,0.887723223873559,0.8247249383640896,0.0629982855094694,0.4,Sí,0.7268978084688055
3-DEAZANEPLANOCIN-A (BRD:BRD-K77791657-003-01-7),3-DEAZANEPLANOCIN-A,4,5,0.8685602242291085,0.793046243430845,0.07551398079826355,0.4126984126984127,Sí,0.7268978084688055
AZD-8055 (BRD:BRD-K69932463-001-10-6),AZD-8055,5,4,0.621903264172496,0.6601167572348614,-0.03821349306236543,0.4126984126984127,Sí,0.7268978084688055
BARICITINIB (BRD:BRD-K53581288-001-02-9),BARICITINIB,4,5,0.9050898081094695,0.862837531028637,0.04225227708083246,0.4126984126984127,Sí,0.7268978084688055
ECHINOMYCIN (BRD:BRD-A68969091-001-12-7),ECHINOMYCIN,5,4,0.258198797950187,0.142304469767109,0.11589432818307802,0.4126984126984127,Sí,0.7268978084688055
EKB 569 (BRD:BRD-K08799216-001-05-3),EKB 569,5,4,0.7665448944711422,0.9360491252743357,-0.16950423080319355,0.4126984126984127,Sí,0.7268978084688055
KF-38789 (BRD:BRD-A54927599-001-16-9),KF-38789,4,5,0.7899371170136464,0.781328482726675,0.00860863428697145,0.4126984126984127,Sí,0.7268978084688055
LB42708 (BRD:BRD-K18834913-001-01-1),LB42708,4,5,0.803351502761455,0.687350113215617,0.11600138954583794,0.4126984126984127,Sí,0.7268978084688055
LDN-57444 (BRD:BRD-K94485812-001-02-9),LDN-57444,5,4,0.930076795566153,0.901520837321386,0.028555958244766977,0.4126984126984127,Sí,0.7268978084688055
